Name;Sector;Lat;Long;PM-low(Gg/year);PM-high(Gg/year);PM-mean(Gg/year)
BRANCO PERES;Bagasse TPP;-21.688810;-51.046027;0.007335936;0.107288064;0.057312
PEDERNEIRAS;Bagasse TPP;-23.122203;-47.718601;0.00442368;0.06469632;0.03456
GASA;Bagasse TPP;-20.931918;-51.379115;0.1511424;2.2104576;1.1808
URBANO JARAGUÁ;Bagasse TPP;-26.508364;-49.109841;0.0055296;0.0808704;0.0432
COCAL;Bagasse TPP;-22.393625;-50.591643;0.05197824;0.76018176;0.40608
DULCINI;Bagasse TPP;-22.602154;-46.935960;0.003412132;0.049902428;0.02665728
DACAL;Bagasse TPP;-21.787154;-50.810506;0.00811008;0.11860992;0.06336
GUARANI;Bagasse TPP;-20.821616;-48.821199;0.01732608;0.25339392;0.13536
URUBA;Bagasse TPP;-9.500704;-36.001414;0.018432;0.269568;0.144
COOCAROL;Bagasse TPP;-23.404581;-52.752034;0.0073728;0.1078272;0.0576
CATANDUVA (ANTIGA CERRADINHO);Bagasse TPP;-21.135240;-48.976821;0.13824;2.02176;1.08
BOM RETIRO;Bagasse TPP;-22.978864;-47.506309;0.00663552;0.09704448;0.05184
DESTIL;Bagasse TPP;-21.256114;-49.139955;0.00626688;0.09165312;0.04896
FANY;Bagasse TPP;-22.198420;-51.291532;0.00221184;0.03234816;0.01728
PIONEIROS;Bagasse TPP;-20.684541;-50.917174;0.0774144;1.1321856;0.6048
SOBAR;Bagasse TPP;-22.686864;-49.419153;0.007122125;0.104161075;0.0556416
ALCOMIRA;Bagasse TPP;-21.121005;-51.090413;0.00442368;0.06469632;0.03456
LONDRA;Bagasse TPP;-23.410036;-49.105375;0.007151616;0.104592384;0.055872
DECASA;Bagasse TPP;-22.816385;-50.061069;0.0608256;0.8895744;0.4752
GUAXUMA;Bagasse TPP;-10.119481;-36.165209;0.026379878;0.385805722;0.2060928
FERRARI;Bagasse TPP;-21.983808;-47.430962;0.1281024;1.8734976;1.0008
GENERALCO;Bagasse TPP;-20.640629;-50.363694;0.00700416;0.10243584;0.05472
USINA SÃO LUIZ;Bagasse TPP;-22.971046;-49.909639;0.0294912;0.4313088;0.2304
PANORÂMICA;Bagasse TPP;-23.420472;-49.097307;0.00681984;0.09974016;0.05328
CASA DE FORÇA;Bagasse TPP;-20.272784;-50.268888;0.007225344;0.105670656;0.056448
NOVA TAMOIO;Bagasse TPP;-21.749967;-48.180615;0.00663552;0.09704448;0.05184
DOIS CÓRREGOS;Bagasse TPP;-22.359716;-48.392853;0.00663552;0.09704448;0.05184
DESTILARIA MELHORAMENTOS;Bagasse TPP;-23.633356;-52.462851;0.01179648;0.17252352;0.09216
DESTILARIA PARAGUAÇU;Bagasse TPP;-22.431435;-50.584455;0.00663552;0.09704448;0.05184
CATANDUVA;Bagasse TPP;-21.193217;-48.784180;0.0165888;0.2426112;0.1296
COLORADO;Bagasse TPP;-20.311752;-48.298516;0.097247232;1.422240768;0.759744
NOVA AMÉRICA;Bagasse TPP;-22.745071;-50.600983;0.0442368;0.6469632;0.3456
EQUIPAV;Bagasse TPP;-21.559317;-49.868596;0.10764288;1.57427712;0.84096
IBIRÁ;Bagasse TPP;-21.492994;-47.390793;0.014658048;0.214373952;0.114516
SIDROLÂNDIA (ANTIGA SANTA OLINDA);Bagasse TPP;-20.909544;-54.953320;0.009879552;0.144488448;0.077184
COOPERNAVI;Bagasse TPP;-23.038283;-54.184956;0.0221184;0.3234816;0.1728
MARACAJÚ;Bagasse TPP;-21.612245;-55.181926;0.01363968;0.19948032;0.10656
PASSA TEMPO;Bagasse TPP;-21.782953;-54.530882;0.13602816;1.98941184;1.06272
JALLES MACHADO;Bagasse TPP;-15.337953;-49.106689;0.09216;1.34784;0.72
GOIANÉSIA;Bagasse TPP;-15.302771;-49.128490;0.01345536;0.19678464;0.10512
SANTA HELENA AÇÚCAR E ÁLCOOL;Bagasse TPP;-17.824745;-50.582152;0.00811008;0.11860992;0.06336
VALE DO VERDÃO;Bagasse TPP;-17.797797;-50.331985;0.04313088;0.63078912;0.33696
GOIASA;Bagasse TPP;-18.024206;-49.364596;0.085745664;1.254030336;0.669888
COPRODIA;Bagasse TPP;-13.678132;-57.890803;0.0110592;0.1617408;0.0864
ITAMARATI;Bagasse TPP;-14.769670;-57.282329;0.06912;1.01088;0.54
SANTA TEREZINHA PARANACITY;Bagasse TPP;-22.937190;-52.152406;0.0847872;1.2400128;0.6624
SANTA TEREZINHA (IVATÉ);Bagasse TPP;-23.404349;-53.378860;0.0165888;0.2426112;0.1296
PEROBÁLCOOL;Bagasse TPP;-23.888840;-53.405361;0.00442368;0.06469632;0.03456
VALE DO IVAÍ;Bagasse TPP;-23.861497;-51.853163;0.03391488;0.49600512;0.26496
BIO COOPCANA;Bagasse TPP;-23.306438;-52.479983;0.09216;1.34784;0.72
SANTA TEREZINHA;Bagasse TPP;-23.748730;-52.880378;0.0930816;1.3613184;0.7272
SABARÁLCOOL;Bagasse TPP;-23.807811;-52.253667;0.008045568;0.117666432;0.062856
IGUATEMI (ANTIGA SANTA TEREZINHA - IGUATEMI);Bagasse TPP;-23.401766;-51.903616;0.00626688;0.09165312;0.04896
JACAREZINHO;Bagasse TPP;-23.134816;-49.939865;0.00847872;0.12400128;0.06624
DESTILARIA DE ÁLCOOL IBAITI;Bagasse TPP;-23.817147;-50.179785;0.00663552;0.09704448;0.05184
DACALDA;Bagasse TPP;-23.140795;-49.973382;0.00405504;0.05930496;0.03168
COFERCATU;Bagasse TPP;-22.873829;-51.411299;0.0073728;0.1078272;0.0576
COOPERVAL;Bagasse TPP;-23.598322;-51.657237;0.00663552;0.09704448;0.05184
SÃO FRANCISCO;Bagasse TPP;-23.041734;-47.359096;0.00774144;0.11321856;0.06048
SANTA RITA;Bagasse TPP;-21.693346;-47.490832;0.01234944;0.18061056;0.09648
TRIÁLCOOL;Bagasse TPP;-18.730409;-49.203488;0.027648;0.404352;0.216
USINA DA SERRA;Bagasse TPP;-21.950352;-47.996571;0.027648;0.404352;0.216
SANTA HELENA;Bagasse TPP;-22.837436;-47.600093;0.00884736;0.12939264;0.06912
MUMBUCA;Bagasse TPP;-22.626069;-50.201498;0.000928973;0.013586227;0.0072576
DELTA;Bagasse TPP;-19.973386;-47.768499;0.058752;0.859248;0.459
COSTA PINTO;Bagasse TPP;-22.718278;-47.599516;0.13824;2.02176;1.08
SANTA ELISA - UNIDADE I;Bagasse TPP;-21.134084;-47.971177;0.1069056;1.5634944;0.8352
MORENO;Bagasse TPP;-21.548690;-47.702446;0.010174464;0.148801536;0.079488
CITROSUCO;Bagasse TPP;-21.633410;-48.337381;0.0129024;0.1886976;0.1008
CLEALCO;Bagasse TPP;-21.561272;-50.452938;0.02064384;0.30191616;0.16128
ALCOAZUL;Bagasse TPP;-21.185822;-50.467029;0.01363968;0.19948032;0.10656
QUATÁ;Bagasse TPP;-22.236973;-50.707809;0.119808;1.752192;0.936
ZANIN;Bagasse TPP;-21.836995;-48.150746;0.0294912;0.4313088;0.2304
COINBRA - FRUTESP;Bagasse TPP;-20.933129;-48.484139;0.009216;0.134784;0.072
SANTA MARIA DE LENÇÓIS;Bagasse TPP;-22.570551;-48.815666;0.005603328;0.081948672;0.043776
SANTO ANTÔNIO;Bagasse TPP;-21.142490;-48.010702;0.0423936;0.6200064;0.3312
UFA;Bagasse TPP;-22.160442;-51.374044;0.04644864;0.67931136;0.36288
UJU;Bagasse TPP;-22.850749;-51.973415;0.055296;0.808704;0.432
JB;Bagasse TPP;-8.115920;-35.264315;0.06119424;0.89496576;0.47808
SANTA ISABEL;Bagasse TPP;-21.480586;-49.223752;0.0847872;1.2400128;0.6624
SANTA CLARA;Bagasse TPP;-21.255799;-48.345049;0.000556646;0.008140954;0.0043488
SANTA HERMÍNIA;Bagasse TPP;-22.810175;-50.069052;0.00221184;0.03234816;0.01728
CEVASA;Bagasse TPP;-20.630383;-47.287820;0.0995328;1.4556672;0.7776
COOPERFRIGO;Bagasse TPP;-21.562310;-49.851773;0.0073728;0.1078272;0.0576
DESTIVALE;Bagasse TPP;-21.174617;-50.447803;0.009216;0.134784;0.072
GRIZZO;Bagasse TPP;-22.335044;-48.547298;0.003627418;0.053050982;0.0283392
VISTA ALEGRE;Bagasse TPP;-23.569946;-48.016382;0.064512;0.943488;0.504
CAMPO FLORIDO;Bagasse TPP;-19.760626;-48.574949;0.055296;0.808704;0.432
CORURIPE ITURAMA;Bagasse TPP;-19.717810;-50.192989;0.0442368;0.6469632;0.3456
CACHOEIRA;Bagasse TPP;-9.612216;-35.715091;0.01363968;0.19948032;0.10656
ARALCO;Bagasse TPP;-20.938333;-50.496689;0.00884736;0.12939264;0.06912
JAPUNGU;Bagasse TPP;-7.205941;-34.849883;0.03096576;0.45287424;0.24192
ITAENGA;Bagasse TPP;-7.933856;-35.287967;0.0866304;1.2669696;0.6768
VOLTA GRANDE;Bagasse TPP;-19.917887;-48.367224;0.101261722;1.480952678;0.7911072
MARITUBA;Bagasse TPP;-10.132662;-36.650397;0.0377856;0.5526144;0.2952
SERRA GRANDE;Bagasse TPP;-9.011972;-36.057302;0.03170304;0.46365696;0.24768
CUCAÚ;Bagasse TPP;-8.677323;-35.159524;0.02322432;0.33965568;0.18144
SUMAÚMA;Bagasse TPP;-9.755077;-35.840890;0.0073728;0.1078272;0.0576
PAÍSA;Bagasse TPP;-10.274169;-36.543303;0.00884736;0.12939264;0.06912
CAPRICHO;Bagasse TPP;-9.397901;-36.145578;0.00442368;0.06469632;0.03456
LAGINHA-MATRIX;Bagasse TPP;-9.177042;-36.014828;0.00912384;0.13343616;0.07128
GAMELEIRA;Bagasse TPP;-10.639871;-51.564187;0.003745382;0.054776218;0.0292608
BAÍA FORMOSA;Bagasse TPP;-6.373506;-35.008718;0.073728;1.078272;0.576
TRAPICHE;Bagasse TPP;-8.594271;-35.109934;0.0479232;0.7008768;0.3744
ESTIVAS;Bagasse TPP;-6.193552;-35.162355;0.0313344;0.4582656;0.2448
CENTRAL OLHO D ÁGUA;Bagasse TPP;-7.406727;-35.275149;0.00774144;0.11321856;0.06048
UNIÃO E INDÚSTRIA;Bagasse TPP;-8.329041;-35.352427;0.00847872;0.12400128;0.06624
AGROVALE;Bagasse TPP;-9.463096;-40.483824;0.0258048;0.3773952;0.2016
IPOJUCA;Bagasse TPP;-8.395756;-35.059020;0.01695744;0.24800256;0.13248
JITITUBA SANTO ANTÔNIO;Bagasse TPP;-9.308071;-35.559876;0.05050368;0.73861632;0.39456
UNA AÇÚCAR E ENERGIA;Bagasse TPP;-8.757629;-35.113000;0.0055296;0.0808704;0.0432
SINIMBU;Bagasse TPP;-9.777575;-36.104438;0.0331776;0.4852224;0.2592
ARTIVINCO (ANTIGA RIO PARDO);Bagasse TPP;-21.493892;-47.390321;0.0082944;0.1213056;0.0648
PITANGUEIRAS;Bagasse TPP;-21.000597;-48.207559;0.04608;0.67392;0.36
TERMOCANA;Bagasse TPP;-23.313969;-52.475982;0.01511424;0.22104576;0.11808
DIAMANTE;Bagasse TPP;-22.254359;-48.554851;0.0129024;0.1886976;0.1008
SANTA TERESA;Bagasse TPP;-7.559237;-35.021114;0.03723264;0.54452736;0.29088
VALE DO PARANAÍBA;Bagasse TPP;-18.689223;-49.561962;0.009216;0.134784;0.072
GIASA II;Bagasse TPP;-7.400483;-35.095411;0.055296;0.808704;0.432
SÃO JOSÉ COLINA;Bagasse TPP;-20.706936;-48.527504;0.1529856;2.2374144;1.1952
LASA;Bagasse TPP;-19.374081;-40.062541;0.00589824;0.08626176;0.04608
SÃO JOSÉ;Bagasse TPP;-7.839948;-34.900929;0.047038464;0.687937536;0.367488
SANTO ÂNGELO;Bagasse TPP;-19.912785;-48.690355;0.073728;1.078272;0.576
WD;Bagasse TPP;-17.731139;-46.171271;0.012091392;0.176836608;0.094464
IPAUSSU;Bagasse TPP;-23.034435;-49.633445;0.0110592;0.1617408;0.0864
J L G;Bagasse TPP;-21.516709;-48.392901;0.00294912;0.04313088;0.02304
CANAÃ;Bagasse TPP;-22.407712;-50.579133;0.055296;0.808704;0.432
SERESTA;Bagasse TPP;-9.902535;-36.357484;0.0175104;0.2560896;0.1368
USACIGA;Bagasse TPP;-23.369214;-52.931285;0.08957952;1.31010048;0.69984
DASA;Bagasse TPP;-17.799245;-40.251003;0.00774144;0.11321856;0.06048
ALCON;Bagasse TPP;-18.572788;-39.735087;0.02064384;0.30191616;0.16128
IOLANDO LEITE;Bagasse TPP;-10.505835;-37.053074;0.0147456;0.2156544;0.1152
COOPER-RUBI;Bagasse TPP;-15.167025;-49.797647;0.00442368;0.06469632;0.03456
NOVA GERAÇÃO;Bagasse TPP;-17.039590;-50.149597;0.01142784;0.16713216;0.08928
CORURIPE;Bagasse TPP;-10.130596;-36.174135;0.0294912;0.4313088;0.2304
CRV;Bagasse TPP;-15.356253;-49.695175;0.0073728;0.1078272;0.0576
COINBRA - FRUTESP;Bagasse TPP;-21.606759;-48.361414;0.0147456;0.2156544;0.1152
LAGO AZUL;Bagasse TPP;-17.730060;-48.187500;0.0036864;0.0539136;0.0288
ELDORADO;Bagasse TPP;-21.788293;-54.533714;0.046115021;0.674432179;0.3602736
MÜLLER DESTILARIA;Bagasse TPP;-21.844942;-47.457573;0.004018176;0.058765824;0.031392
FRONTEIRA;Bagasse TPP;-20.292105;-49.202398;0.00479232;0.07008768;0.03744
COCAMAR MARINGÁ;Bagasse TPP;-23.376793;-51.909967;0.0239616;0.3504384;0.1872
SÃO TOMÉ;Bagasse TPP;-23.538115;-52.591992;0.0073728;0.1078272;0.0576
FARTURA;Bagasse TPP;-21.192154;-49.582546;0.07262208;1.06209792;0.56736
PETRIBU;Bagasse TPP;-7.926291;-35.295526;0.0672768;0.9839232;0.5256
RIBEIRÃO;Bagasse TPP;-8.512385;-35.370441;0.01179648;0.17252352;0.09216
LIMEIRA DO OESTE;Bagasse TPP;-19.547649;-50.583249;0.009216;0.134784;0.072
QUIRINÓPOLIS;Bagasse TPP;-18.464344;-50.459554;0.147456;2.156544;1.152
VERTENTE;Bagasse TPP;-20.490354;-48.936114;0.0976896;1.4287104;0.7632
FRUTAL;Bagasse TPP;-20.026119;-48.884738;0.029660774;0.433788826;0.2317248
OUROESTE;Bagasse TPP;-20.006831;-50.365880;0.0221184;0.3234816;0.1728
ALCOOLVALE;Bagasse TPP;-20.053653;-51.111467;0.00774144;0.11321856;0.06048
TRIUNFO;Bagasse TPP;-9.631763;-36.199579;0.0258048;0.3773952;0.2016
USINA BERTOLO AÇÚCAR E ÁLCOOL;Bagasse TPP;-21.087817;-48.653921;0.00700416;0.10243584;0.05472
CERBA;Bagasse TPP;-22.721444;-47.597113;0.000663552;0.009704448;0.005184
PEDROSA;Bagasse TPP;-8.471329;-35.540327;0.00811008;0.11860992;0.06336
INTERLAGOS;Bagasse TPP;-20.626738;-51.085484;0.073728;1.078272;0.576
BEM BRASIL;Bagasse TPP;-19.632869;-46.976761;0.0039168;0.0572832;0.0306
BURITI;Bagasse TPP;-20.182455;-47.716855;0.009216;0.134784;0.072
CÓRREGO AZUL;Bagasse TPP;-21.560458;-49.868082;0.000958464;0.014017536;0.007488
ITAPAGIPE;Bagasse TPP;-19.899064;-49.357223;0.0110592;0.1617408;0.0864
CEM (ANTIGA CAMEN);Bagasse TPP;-17.734926;-49.135929;0.0221184;0.3234816;0.1728
CENTRO OESTE IGUATEMI;Bagasse TPP;-23.469070;-54.184301;0.0073728;0.1078272;0.0576
CITROVITA CATANDUVA;Bagasse TPP;-21.124940;-48.961370;0.036539597;0.534391603;0.2854656
UNIDADE SANTO INÁCIO - USI;Bagasse TPP;-22.692087;-51.784801;0.129024;1.886976;1.008
BOA VISTA;Bagasse TPP;-18.444072;-50.430114;0.147456;2.156544;1.152
ENERGÉTICA SANTA HELENA;Bagasse TPP;-22.275437;-53.368272;0.00589824;0.08626176;0.04608
SALI;Bagasse TPP;-9.553958;-35.741719;0.01824768;0.26687232;0.14256
VERÍSSIMO;Bagasse TPP;-19.669562;-48.308466;0.009216;0.134784;0.072
CARNEIRINHO;Bagasse TPP;-19.699103;-50.677420;0.0442368;0.6469632;0.3456
SAFI;Bagasse TPP;-21.475473;-54.376811;0.008552448;0.125079552;0.066816
TGN;Bagasse TPP;-23.037183;-49.146485;0.00221184;0.03234816;0.01728
DESTILARIA PORTO ALEGRE;Bagasse TPP;-8.912566;-35.725861;0.00442368;0.06469632;0.03456
IACANGA;Bagasse TPP;-21.899014;-49.030111;0.0718848;1.0513152;0.5616
PIONEIROS II;Bagasse TPP;-20.684771;-50.923053;0.064512;0.943488;0.504
NOVA MORENO;Bagasse TPP;-20.760631;-49.698604;0.028576973;0.417938227;0.2232576
POTIRENDABA (ANTIGA CERRADINHO POTIRENDABA);Bagasse TPP;-21.048518;-49.360706;0.07409664;1.08366336;0.57888
PAU D´ALHO;Bagasse TPP;-22.813705;-50.059521;0.007667712;0.112140288;0.059904
USINA BONFIM;Bagasse TPP;-21.347427;-48.225510;0.2045952;2.9922048;1.5984
JUNCO NOVO;Bagasse TPP;-10.505711;-37.053135;0.00221184;0.03234816;0.01728
ANGÉLICA;Bagasse TPP;-22.167133;-53.745692;0.1769472;2.5878528;1.3824
USINA VALE;Bagasse TPP;-20.615896;-49.300069;0.00811008;0.11860992;0.06336
SÃO JOSÉ DO PINHEIRO;Bagasse TPP;-10.812349;-37.170040;0.02709504;0.39626496;0.21168
USINA MONTE ALEGRE;Bagasse TPP;-21.311929;-46.364313;0.0340992;0.4987008;0.2664
CORURIPE ENERGÉTICA - FILIAL CAMPO FLORIDO;Bagasse TPP;-19.767047;-48.582931;0.055296;0.808704;0.432
CERRADÃO;Bagasse TPP;-20.016696;-48.952405;0.0995328;1.4556672;0.7776
COCAL II;Bagasse TPP;-22.395095;-51.520753;0.147456;2.156544;1.152
PIRAPAMA;Bagasse TPP;-8.112096;-35.286631;0.04608;0.67392;0.36
LDC BIOENERGIA LAGOA DA PRATA (ANTIGA LOUIS DREYFUS LAGOA DA PRATA);Bagasse TPP;-20.018989;-45.514258;0.156672;2.291328;1.224
LDC BIOENERGIA RIO BRILHANTE (ANTIGA LOUIS DREYFUS RIO BRILHANTE);Bagasse TPP;-21.787157;-54.528522;0.165888;2.426112;1.296
TOTAL;Bagasse TPP;-20.014332;-45.955029;0.04608;0.67392;0.36
SÃO JUDAS TADEU;Bagasse TPP;-15.341599;-43.683926;0.1032192;1.5095808;0.8064
EQUIPAV II;Bagasse TPP;-21.562564;-49.851319;0.147456;2.156544;1.152
GUARIROBA;Bagasse TPP;-20.186473;-49.698401;0.0221184;0.3234816;0.1728
COMVAP;Bagasse TPP;-4.591256;-42.867184;0.01622016;0.23721984;0.12672
DA MATA;Bagasse TPP;-21.244303;-50.869571;0.073728;1.078272;0.576
NOROESTE PAULISTA;Bagasse TPP;-20.664637;-49.924981;0.110592;1.617408;0.864
UBERABA;Bagasse TPP;-19.748313;-47.914878;0.0221184;0.3234816;0.1728
MONÇÕES;Bagasse TPP;-20.876215;-50.129441;0.036864;0.539136;0.288
USAÇÚCAR - TERRA RICA;Bagasse TPP;-22.701249;-52.629300;0.0304128;0.4447872;0.2376
SANTA INES;Bagasse TPP;-21.134924;-48.059082;0.00479232;0.07008768;0.03744
PINDORAMA;Bagasse TPP;-10.119224;-36.168209;0.0073728;0.1078272;0.0576
LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL;Bagasse TPP;-23.582392;-46.831505;0.0073728;0.1078272;0.0576
VIRGOLINO DE OLIVEIRA - FAZENDA CANOAS;Bagasse TPP;-21.053407;-49.697843;0.009216;0.134784;0.072
AGROALCOOL;Bagasse TPP;-20.748645;-49.719217;0.00221184;0.03234816;0.01728
MONTEVERDE;Bagasse TPP;-22.550974;-55.716097;0.036864;0.539136;0.288
VISTA ALEGRE I (ANTIGA ENERGÉTICA VISTA ALEGRE);Bagasse TPP;-21.611607;-55.180381;0.055296;0.808704;0.432
PORTO DAS ÁGUAS;Bagasse TPP;-18.410882;-52.642126;0.129024;1.886976;1.008
NOBLE ENERGIA;Bagasse TPP;-20.660239;-49.927799;0.055296;0.808704;0.432
SANTA LUZIA I;Bagasse TPP;-21.452608;-54.381875;0.239616;3.504384;1.872
PORTO ALEGRE;Bagasse TPP;-8.910043;-35.713931;0.00442368;0.06469632;0.03456
CONQUISTA DO PONTAL;Bagasse TPP;-22.270824;-51.890038;0.202752;2.965248;1.584
CAÇÚ I;Bagasse TPP;-18.575739;-51.131785;0.239616;3.504384;1.872
GUAÍRA ENERGÉTICA;Bagasse TPP;-20.313081;-48.298430;0.101376;1.482624;0.792
COLOMBO PALESTINA;Bagasse TPP;-20.390335;-49.445647;0.027648;0.404352;0.216
CACHOEIRA DOURADA;Bagasse TPP;-18.489251;-49.470448;0.073728;1.078272;0.576
VALE DO TIJUCO;Bagasse TPP;-19.741125;-47.877666;0.082944;1.213056;0.648
CLEALCO-QUEIROZ;Bagasse TPP;-21.804890;-50.217727;0.082944;1.213056;0.648
UNIDADE DE BIOENERGIA COSTA RICA;Bagasse TPP;-18.551578;-53.139214;0.14713897;2.15190743;1.1495232
UNIDADE DE BIOENERGIA ALTO TAQUARI;Bagasse TPP;-17.811642;-53.288886;0.13400064;1.95975936;1.04688
UNIDADE DE BIOENERGIA ÁGUA EMENDADA;Bagasse TPP;-17.525777;-52.084929;0.14713897;2.15190743;1.1495232
UNIDADE DE BIOENERGIA MORRO VERMELHO;Bagasse TPP;-17.580820;-52.541181;0.13400064;1.95975936;1.04688
CHAPADÃO AGROENERGIA;Bagasse TPP;-21.166517;-50.181425;0.1695744;2.4800256;1.3248
JATAÍ;Bagasse TPP;-17.908282;-51.681837;0.193536;2.830464;1.512
SÃO FERNANDO AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.221182;-54.723002;0.0884736;1.2939264;0.6912
VALE DO SÃO SIMÃO;Bagasse TPP;-18.856949;-50.131334;0.101376;1.482624;0.792
BARRA BIOENERGIA;Bagasse TPP;-22.476708;-48.536750;0.2506752;3.6661248;1.9584
BEN BIOENERGIA;Bagasse TPP;-9.915217;-36.333194;0.0976896;1.4287104;0.7632
BIOPAV II;Bagasse TPP;-21.160740;-50.182912;0.119808;1.752192;0.936
BIOENERGÉTICA VALE DO PARACATU - BEVAP;Bagasse TPP;-17.734164;-46.172472;0.101376;1.482624;0.792
RIO PARDO;Bagasse TPP;-23.052979;-49.129748;0.110592;1.617408;0.864
CANABRAVA;Bagasse TPP;-21.672795;-41.311902;0.0811008;1.1860992;0.6336
TROPICAL BIOENERGIA;Bagasse TPP;-17.367916;-49.905406;0.101376;1.482624;0.792
ITUMBIARA;Bagasse TPP;-18.376252;-49.204292;0.1032192;1.5095808;0.8064
ITUIUTABA;Bagasse TPP;-18.965092;-49.489166;0.1032192;1.5095808;0.8064
GUARANI - TANABI;Bagasse TPP;-20.618185;-49.665297;0.0700416;1.0243584;0.5472
TABU;Bagasse TPP;-7.509367;-34.878019;0.01548288;0.22643712;0.12096
CAARAPÓ;Bagasse TPP;-22.610073;-54.814483;0.1400832;2.0487168;1.0944
AMANDINA;Bagasse TPP;-22.306109;-53.848312;0.073728;1.078272;0.576
BIOLINS;Bagasse TPP;-21.675278;-49.780312;0.0516096;0.7547904;0.4032
PASSOS;Bagasse TPP;-20.732616;-46.573274;0.025970688;0.379821312;0.202896
MADECAL;Bagasse TPP;-26.784158;-50.954829;0.00589824;0.08626176;0.04608
SÃO MIGUEL;Bagasse TPP;-9.794159;-36.048588;0.02433024;0.35582976;0.19008
MONTERREY;Bagasse TPP;-23.387164;-46.510155;0.0064512;0.0943488;0.0504
SANTA JULIANA;Bagasse TPP;-19.316906;-47.547497;0.1622016;2.3721984;1.2672
BALDIN;Bagasse TPP;-22.011698;-47.445768;0.082944;1.213056;0.648
LARANJEIRAS;Bagasse TPP;-7.659250;-35.322135;0.00889344;0.13006656;0.06948
MUNDIAL;Bagasse TPP;-21.153199;-51.113812;0.00663552;0.09704448;0.05184
IPAUSSU BIOENERGIA;Bagasse TPP;-23.073656;-49.590730;0.1400832;2.0487168;1.0944
BOM JESUS;Bagasse TPP;-8.267269;-35.022032;0.00589824;0.08626176;0.04608
ITAPURANGA;Bagasse TPP;-15.556943;-49.928509;0.00516096;0.07547904;0.04032
UNIVALEM BIOENERGIA;Bagasse TPP;-21.213473;-50.868156;0.082944;1.213056;0.648
DVPA;Bagasse TPP;-17.236733;-46.848537;0.0516096;0.7547904;0.4032
COLOMBO SANTA ALBERTINA;Bagasse TPP;-20.032216;-50.737458;0.09216;1.34784;0.72
IPÊ (ANTIGA CENI);Bagasse TPP;-21.116831;-51.478740;0.04608;0.67392;0.36
IACO AGRÍCOLA;Bagasse TPP;-18.802688;-52.603554;0.055296;0.808704;0.432
JOSÉ BONIFÁCIO;Bagasse TPP;-21.053794;-49.697339;0.0350208;0.5121792;0.2736
NOBLE ENERGIA II;Bagasse TPP;-20.352886;-50.188008;0.055296;0.808704;0.432
VICENTINA;Bagasse TPP;-22.404224;-54.446375;0.0036864;0.0539136;0.0288
MERIDIANO;Bagasse TPP;-20.457000;-50.207081;0.110592;1.617408;0.864
BIOENERGÉTICA AROEIRA;Bagasse TPP;-18.621175;-48.685711;0.0294912;0.4313088;0.2304
CODORA;Bagasse TPP;-15.301860;-49.083515;0.0884736;1.2939264;0.6912
VITÓRIA;Bagasse TPP;-8.686566;-35.580813;0.00778752;0.11389248;0.06084
VALE DO IVAÍ - CAMBUÍ;Bagasse TPP;-24.003310;-51.821732;0.00663552;0.09704448;0.05184
CABRERA;Bagasse TPP;-19.542453;-50.581143;0.04608;0.67392;0.36
SALGADO;Bagasse TPP;-8.395926;-35.058247;0.00663552;0.09704448;0.05184
COPLASA;Bagasse TPP;-21.025407;-49.918759;0.018432;0.269568;0.144
CAMPO LINDO;Bagasse TPP;-10.487607;-37.192394;0.04608;0.67392;0.36
MANACÁ;Bagasse TPP;-18.384051;-49.202310;0.009216;0.134784;0.072
BURITI;Bagasse TPP;-20.182361;-47.716712;0.09216;1.34784;0.72
IBÉRIA;Bagasse TPP;-22.251959;-50.545607;0.012017664;0.175758336;0.093888
VIRALCOOL CASTILHO;Bagasse TPP;-20.891003;-51.501970;0.09216;1.34784;0.72
MOGIANA BIO-ENERGIA;Bagasse TPP;-20.586554;-47.880019;0.0073728;0.1078272;0.0576
SELECTA;Bagasse TPP;-18.642740;-48.161331;0.02101248;0.30730752;0.16416
DA PEDRA;Bagasse TPP;-21.174595;-47.629503;0.129024;1.886976;1.008
ROSA SA INDÚSTRIA E COMÉRCIO DE PRODUTOS AGRÍCOLAS;Bagasse TPP;-23.274548;-47.699435;0.002359296;0.034504704;0.018432
VALE DO TIJUCO II;Bagasse TPP;-19.700882;-47.973930;0.073728;1.078272;0.576
SÃO FERNANDO ENERGIA I;Bagasse TPP;-22.221390;-54.722467;0.09216;1.34784;0.72
USINA LAGUNA AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.478038;-55.746168;0.00442368;0.06469632;0.03456
UNIDADE BOM SUCESSO;Bagasse TPP;-17.980494;-49.375411;0.0082944;0.1213056;0.0648
PEDRO AFONSO;Bagasse TPP;-8.998591;-48.166578;0.147456;2.156544;1.152
BOM SUCESSO;Bagasse TPP;-17.993259;-49.365819;0.0027648;0.0404352;0.0216
USINA CORURIPE AÇÚCAR E ÁLCOOL;Bagasse TPP;-19.728107;-50.225269;0.036864;0.539136;0.288
RIO VERMELHO;Bagasse TPP;-21.526519;-51.438565;0.073728;1.078272;0.576
PARANAPANEMA;Bagasse TPP;-22.462659;-51.760977;0.110592;1.617408;0.864
FIGUEIRA INDÚSTRIA E COMÉRCIO;Bagasse TPP;-21.076862;-50.122173;0.00811008;0.11860992;0.06336
