Name;Sector;Lat;Long;NOx-low (Gg/year);NOx-high (Gg/year);NOx-mean (Gg/year)
USINA LAGUNA AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.478038;-55.746168;0.00387072;0.00497664;0.00442368
UNIDADE BOM SUCESSO;Bagasse TPP;-17.980494;-49.375411;0.0072576;0.0093312;0.0082944
PEDRO AFONSO;Bagasse TPP;-8.998591;-48.166578;0.129024;0.165888;0.147456
BOM SUCESSO;Bagasse TPP;-17.993259;-49.365819;0.0024192;0.0031104;0.0027648
USINA CORURIPE AÇÚCAR E ÁLCOOL;Bagasse TPP;-19.728107;-50.225269;0.032256;0.041472;0.036864
RIO VERMELHO;Bagasse TPP;-21.526519;-51.438565;0.064512;0.082944;0.073728
PARANAPANEMA;Bagasse TPP;-22.462659;-51.760977;0.096768;0.124416;0.110592
FIGUEIRA INDÚSTRIA E COMÉRCIO;Bagasse TPP;-21.076862;-50.122173;0.00709632;0.00912384;0.00811008
FISCHER;Bagasse TPP;-22.527428;-47.393033;0.008064;0.010368;0.009216
COSTA BIOENERGIA;Bagasse TPP;-23.774738;-53.252707;0.024192;0.031104;0.027648
ALCOESTE DESTILARIA FERNANDÓPOLIS;Bagasse TPP;-20.272873;-50.246408;0.006902784;0.008875008;0.007888896
TAQUARI;Bagasse TPP;-10.498619;-37.060283;0.0129024;0.0165888;0.0147456
PAULICÉIA;Bagasse TPP;-21.305357;-51.831764;0.054432;0.069984;0.062208
SÃO SIMÃO;Bagasse TPP;-18.983844;-50.574962;0.00677376;0.00870912;0.00774144
BROTAS;Bagasse TPP;-22.266829;-48.153793;0.112896;0.145152;0.129024
CONQUISTA DE MINAS;Bagasse TPP;-19.933192;-47.538615;0.00580608;0.00746496;0.00663552
ENERVALE;Bagasse TPP;-17.729606;-46.152731;0.048384;0.062208;0.055296
VIRÁLCOOL 2;Bagasse TPP;-20.995790;-48.219425;0.048384;0.062208;0.055296
ENERGÉTICA ITAJUBARA;Bagasse TPP;-4.237171;-43.013909;0.00516096;0.00663552;0.00589824
BIO ALVORADA;Bagasse TPP;-18.426294;-49.192760;0.08064;0.10368;0.09216
SÃO MARTINHO ENERGIA;Bagasse TPP;-21.339502;-48.115602;0.0637056;0.0819072;0.0728064
UFL;Bagasse TPP;-22.859261;-51.386739;0.0677376;0.0870912;0.0774144
UNIÃO;Bagasse TPP;-8.333162;-35.354162;0.016128;0.020736;0.018432
USALPA;Bagasse TPP;-21.500709;-51.421151;0.0048384;0.0062208;0.0055296
PAM DESTILARIA;Bagasse TPP;-17.219287;-46.839849;0.00193536;0.00248832;0.00221184
SANTA MARIA AÇUCAREIRA;Bagasse TPP;-9.045900;-35.402154;0.00741888;0.00953856;0.00847872
FURLAN AVARÉ;Bagasse TPP;-23.112499;-48.905700;0.048384;0.062208;0.055296
BAMBUÍ;Bagasse TPP;-20.016243;-45.980555;0.048384;0.062208;0.055296
CEPASA;Bagasse TPP;-8.126722;-34.996710;0.008064;0.010368;0.009216
ANAMÃ;Natural gas TPP;-3.615548;-61.447581;0.000557583;0.004893073;0.002725328
ANORI;Natural gas TPP;-3.740979;-61.658565;0.001176976;0.010328566;0.005752771
ASFOR;Natural gas TPP;-3.755883;-38.521551;0.001437954;0.01261878;0.007028367
CAAPIRANGA;Natural gas TPP;-3.755883;-38.521551;0.000557583;0.004893073;0.002725328
CAMAÇARI;Natural gas TPP;-12.706047;-38.303425;0.05610596;0.492358428;0.274232194
CODAJÁS;Natural gas TPP;-3.839333;-62.058371;0.001569301;0.013771421;0.007670361
ENERGY WORKS KAISER PACATUBA;Natural gas TPP;-3.930491;-38.607034;0.00238314;0.020913274;0.011648207
GLOBO;Natural gas TPP;-22.789215;-43.301665;0.002214878;0.019436688;0.010825783
AURELIANO CHAVES (ANTIGA IBIRITÉ);Natural gas TPP;-20.028628;-44.055764;0.09700824;0.8512968;0.47415252
ILHA PLAZA SHOPPING;Natural gas TPP;-22.989471;-43.432752;0.000558012;0.00489684;0.002727426
JUIZ DE FORA;Natural gas TPP;-21.750927;-43.360178;0.037364484;0.327892406;0.182628445
NORTE FLUMINENSE;Natural gas TPP;-22.378914;-41.798399;0.372977367;3.27306669;1.823022029
CTS-CENTRAL TERMELÉTRICA SUL (ANTIGA RHODIA SANTO ANDRÉ);Natural gas TPP;-23.647339;-46.512655;0.00472164;0.0414348;0.02307822
SOLVAY;Natural gas TPP;-23.624116;-46.516077;0.005408424;0.04746168;0.026435052
SUAPE, CGDE, KOBLITZ ENERGIA LTDA;Natural gas TPP;-8.287947;-35.033770;0.00171696;0.0150672;0.00839208
SUZANO;Natural gas TPP;-23.552984;-46.315180;0.016482816;0.14464512;0.080563968
CELPAV IV;Natural gas TPP;-23.308796;-45.962328;0.059846358;0.525182323;0.29251434
URUGUAIANA;Natural gas TPP;-29.776215;-57.089583;0.274670676;2.41037532;1.342522998
CUIABÁ (MÁRIO COVAS);Natural gas TPP;-15.600190;-56.064620;0.227153808;1.99339056;1.110272184
CTE II;Natural gas TPP;-22.504897;-44.093392;0.076391843;0.670377396;0.373384619
MODULAR DE CAMPO GRANDE (WILLIAN ARJONA);Natural gas TPP;-20.511636;-54.634819;0.088573674;0.77727918;0.432926427
ENERGY WORKS KAISER JACAREÍ;Natural gas TPP;-23.302971;-45.966578;0.00368803;0.032364346;0.018026188
SANTA CRUZ;Natural gas TPP;-23.000372;-43.421579;0.35884464;3.1490448;1.75394472
CELSO FURTADO (ANTIGA TERMOBAHIA FASE I);Natural gas TPP;-12.621587;-38.678957;0.079791853;0.700214219;0.390003036
BRAHMA;Natural gas TPP;-22.991491;-43.401602;0.005614459;0.049269744;0.027442102
REFINARIA DUQUE DE CAXIAS - REDUC;Natural gas TPP;-22.787143;-43.297404;0.027170892;0.23843844;0.132804666
UGPU;Natural gas TPP;-23.192062;-46.877181;0.003305148;0.02900436;0.016154754
ARAUCÁRIA;Natural gas TPP;-25.573015;-49.402634;0.207816546;1.82369622;1.015756383
PROJAC CENTRAL GLOBO DE PRODUÇÃO;Natural gas TPP;-22.998467;-43.398843;0.002124738;0.01864566;0.010385199
GOVERNADOR LEONEL BRIZOLA (ANTIGA TERMORIO);Natural gas TPP;-22.779913;-43.315996;0.454264692;3.98640444;2.220334566
CAMAÇARI;Natural gas TPP;-12.602019;-38.303688;0.14886172;1.30633754;0.72759963
CAMPOS (ANTIGA ROBERTO SILVEIRA);Natural gas TPP;-21.726099;-41.311317;0.0128772;0.113004;0.0629406
BARBOSA LIMA SOBRINHO (ANTIGA ELETROBOLT);Natural gas TPP;-22.738838;-43.708921;0.161016509;1.413002016;0.787009262
RHODIA PAULÍNIA;Natural gas TPP;-22.759084;-47.153951;0.005192946;0.045570746;0.025381846
LUIZ CARLOS PRESTES (ANTIGA TRÊS LAGOAS);Natural gas TPP;-20.775059;-51.688207;0.165608948;1.453303009;0.809455978
IGUATEMI FORTALEZA;Natural gas TPP;-3.741120;-38.486830;0.002057777;0.018058039;0.010057908
VITÓRIA APART HOSPITAL;Natural gas TPP;-20.116467;-40.284150;0.000901404;0.00791028;0.004405842
CESAR PARK BUSINESS HOTEL/GLOBENERGY;Natural gas TPP;-23.434855;-46.532333;0.000901404;0.00791028;0.004405842
BAYER;Natural gas TPP;-23.551987;-46.634139;0.001648282;0.014464512;0.008056397
EUZÉBIO ROCHA (ANTIGA CUBATÃO - CCBS);Natural gas TPP;-23.854429;-46.414827;0.107267076;0.94132332;0.524295198
CTE FIBRA;Natural gas TPP;-22.379286;-41.797380;0.003782463;0.033193042;0.018487752
MÁRIO LAGO (ANTIGA MACAÉ MERCHANT);Natural gas TPP;-22.377646;-41.784973;0.396023263;3.475306182;1.935664722
TERMOPERNAMBUCO;Natural gas TPP;-8.399111;-35.060564;0.228680057;2.006784171;1.117732114
TERMO NORTE II;Natural gas TPP;-8.754679;-63.862460;0.150212538;1.31819166;0.734202099
SEPÉ TIARAJU (ANTIGA CANOAS);Natural gas TPP;-29.906946;-51.162713;0.106697303;0.93632327;0.521510286
IGUATEMI BAHIA;Natural gas TPP;-12.960972;-38.492457;0.00356956;0.031324709;0.017447134
ENERGYWORKS CORN PRODUCTS MOGI;Natural gas TPP;-22.351021;-46.943427;0.013209861;0.11592327;0.064566566
ENERGYWORKS CORN PRODUCTS BALSA;Natural gas TPP;-25.581870;-49.628309;0.003948579;0.034650793;0.019299686
PETROFLEX;Natural gas TPP;-22.763209;-43.301635;0.0064386;0.056502;0.0314703
SHOPPING TABOÃO;Natural gas TPP;-23.617756;-46.781516;0.0014401;0.012637614;0.007038857
FERNANDO GASPARIAN (ANTIGA NOVA PIRATININGA);Natural gas TPP;-23.546678;-46.644394;0.165720979;1.454286144;0.810003562
PONTA DO COSTA;Natural gas TPP;-22.797070;-42.013650;0.00171696;0.0150672;0.00839208
RÔMULO ALMEIDA UNIDADE I (ANTIGA USINA DE COGERAÇÃO CAMAÇARI - FAFEN ENERGIA);Natural gas TPP;-12.695511;-38.309967;0.059243705;0.519893736;0.28956872
JESUS SOARES PEREIRA ;Natural gas TPP;-5.292244;-36.755156;0.138630355;1.216552096;0.677591225
CINAL/TRIKEM;Natural gas TPP;-9.716004;-35.895135;0.001368203;0.012006675;0.006687439
CARIOCA SHOPPING;Natural gas TPP;-23.011379;-43.505355;0.001373568;0.01205376;0.006713664
METALURGIA CARAÍBA;Natural gas TPP;-12.617585;-38.295373;0.00772632;0.0678024;0.03776436
MACAÍBA (ANTIGA TERMO TOALIA);Natural gas TPP;-5.848229;-35.353888;0.002438083;0.021395424;0.011916754
TERMOCABO;Natural gas TPP;-8.287038;-35.027005;0.02124738;0.1864566;0.10385199
IGW/SERVICE ENERGY;Natural gas TPP;-23.499105;-46.629643;0.001212603;0.01064121;0.005926907
STEPIE ULB;Natural gas TPP;-29.900996;-51.191879;0.001416492;0.01243044;0.006923466
FORTALEZA;Natural gas TPP;-3.729310;-38.658845;0.148787461;1.305685884;0.727236673
TERMOCEARÁ;Natural gas TPP;-3.718276;-38.660809;0.094036611;0.825219244;0.459627928
INAPEL;Natural gas TPP;-23.434212;-46.552920;0.000516805;0.004535227;0.002526016
EUCATEX;Natural gas TPP;-23.200639;-47.296043;0.004206552;0.03691464;0.020560596
JACAREÍ;Natural gas TPP;-23.299812;-45.968806;0.00450702;0.0395514;0.02202921
VULCABRÁS;Natural gas TPP;-4.095220;-38.492557;0.002137615;0.018758664;0.01044814
CASA DE GERADORES DE ENERGIA ELÉTRICA F-242;Natural gas TPP;-23.239686;-45.889117;0.00386316;0.0339012;0.01888218
ATALAIA;Natural gas TPP;-10.923527;-37.063641;0.001974504;0.01732728;0.009650892
MILLENNIUM;Natural gas TPP;-12.697761;-38.299141;0.002052196;0.018009071;0.010030634
CONTAGEM;Natural gas TPP;-19.921321;-44.076537;0.008283903;0.072695473;0.040489688
CENPES - PETROBRÁS;Natural gas TPP;-22.993370;-43.337520;0.006895741;0.060513642;0.033704691
PARAIBUNA;Natural gas TPP;-21.778043;-43.338874;0.00085848;0.0075336;0.00419604
SOUZA CRUZ CACHOEIRINHA;Natural gas TPP;-29.927448;-51.089605;0.001267116;0.011119594;0.006193355
WEATHERFORD;Natural gas TPP;-29.286516;-51.080283;0.000143366;0.001258111;0.000700739
OPERADORA SÃO PAULO RENAISSANCE;Natural gas TPP;-23.535613;-46.603546;0.000738293;0.006478896;0.003608594
MICROTURGN;Natural gas TPP;-20.466172;-54.629082;0.000042924;0.00037668;0.000209802
SESC SENAC-CASS;Natural gas TPP;-22.991492;-43.413314;0.000686784;0.00602688;0.003356832
PAMESA;Natural gas TPP;-8.296450;-35.031878;0.001747865;0.01533841;0.008543137
IMCOPA;Natural gas TPP;-25.600885;-49.393372;0.00300468;0.0263676;0.01468614
JARAQUI;Natural gas TPP;-3.118005;-59.972161;0.032397747;0.284306764;0.158352256
CENU;Natural gas TPP;-23.495330;-46.633762;0.00171696;0.0150672;0.00839208
PQU;Natural gas TPP;-23.639305;-46.486915;0.003760142;0.032997168;0.018378655
AEROPORTO DE MACEIÓ;Natural gas TPP;-9.506798;-35.792819;0.0003391;0.002975772;0.001657436
MANAUARA;Natural gas TPP;-3.082314;-60.018386;0.036648511;0.321609384;0.179128948
GERAÇÃO PRÓPRIA DE ENERGIA ELÉTRICA - GPEE;Natural gas TPP;-23.002233;-43.312013;0.00257544;0.0226008;0.01258812
CENTRAL DE CO-GERAÇÃO SHOPPING - ARACAJU;Natural gas TPP;-10.919497;-37.067762;0.001116024;0.00979368;0.005454852
CRYLOR;Natural gas TPP;-23.163351;-45.898017;0.00343392;0.0301344;0.01678416
SHOPPING RECIFE;Natural gas TPP;-8.118832;-34.905085;0.00257544;0.0226008;0.01258812
GE CELMA;Natural gas TPP;-22.512743;-43.212955;0.000456282;0.004004108;0.002230195
PORTO DO PECÉM;Natural gas TPP;-3.608361;-38.969488;0.00225351;0.0197757;0.011014605
BIANCOGRÊS;Natural gas TPP;-20.199596;-40.198277;0.002193416;0.019248348;0.010720882
CENTRO OPERACIONAL REGIÃO METROPOLITANA DE SÃO PAULO;Natural gas TPP;-23.548223;-46.624908;0.000143366;0.001258111;0.000700739
CONDOMÍNIO W.T.C.;Natural gas TPP;-23.608316;-46.697210;0.00225351;0.0197757;0.011014605
NORTE SHOPPING;Natural gas TPP;-22.885580;-43.283244;0.00160965;0.0141255;0.007867575
AHLSTROM;Natural gas TPP;-23.077554;-46.953413;0.000558012;0.00489684;0.002727426
POLICAM;Natural gas TPP;-21.762429;-41.318514;0.00171696;0.0150672;0.00839208
SHOPPING INTERLAGOS;Natural gas TPP;-23.675811;-46.676079;0.00075117;0.0065919;0.003671535
SUPERSHOPPING OSASCO;Natural gas TPP;-23.535389;-46.771198;0.000558012;0.00489684;0.002727426
GÁS CAAPIRANGA;Natural gas TPP;-3.115871;-59.972152;0.000944328;0.00828696;0.004615644
GÁS ANORI;Natural gas TPP;-4.261855;-61.843205;0.001416492;0.01243044;0.006923466
GÁS ANAMÃ;Natural gas TPP;-3.584485;-61.460505;0.001416492;0.01243044;0.006923466
LUIZ OSCAR RODRIGUES DE MELO (ANTIGA LINHARES);Natural gas TPP;-19.374243;-40.085200;0.08756496;0.7684272;0.42799608
SHOPPING CAXIAS;Natural gas TPP;-22.786930;-43.286317;0.000558012;0.00489684;0.002727426
MC2 NOVA VENÉCIA 2;Natural gas TPP;-4.833165;-44.482329;0.075632088;0.66371016;0.369671124
LEVORIN;Natural gas TPP;-23.460559;-46.497549;0.001764176;0.015481548;0.008622862
SHOPPING CAMPO GRANDE;Natural gas TPP;-20.458826;-54.588259;0.001998112;0.017534454;0.009766283
MARANHÃO IV (ANTIGA MC2 JOINVILLE);Natural gas TPP;-4.864216;-44.360790;0.144911424;1.27167168;0.708291552
MARANHÃO V (ANTIGA MC2 JOÃO NEIVA);Natural gas TPP;-4.868590;-44.358440;0.144911424;1.27167168;0.708291552
TORRE ELDORADO;Natural gas TPP;-23.570844;-46.697256;0.00169979;0.014916528;0.008308159
SHOPPING TACARUNA;Natural gas TPP;-8.025962;-34.864007;0.001116024;0.00979368;0.005454852
PETRORECÔNCAVO;Natural gas TPP;-12.505389;-38.320309;0.00042924;0.0037668;0.00209802
BRASKEM PVC-AL;Natural gas TPP;-9.678459;-35.766015;0.001244796;0.01092372;0.006084258
BAIXADA FLUMINENSE;Natural gas TPP;-22.723639;-43.649035;0.2274972;1.996404;1.1119506
YUNI GTIS LEOPOLDO GREEN;Natural gas TPP;-23.586605;-46.679399;0.000882088;0.007740774;0.004311431
EDIFÍCIO SKY;Natural gas TPP;-23.607554;-46.697566;0.000558012;0.00489684;0.002727426
SHOPPING CENTER VALE;Natural gas TPP;-23.199599;-45.881243;0.000882088;0.007740774;0.004311431
TS5 TOWER 4;Natural gas TPP;-23.610348;-46.696816;0.002111861;0.018532656;0.010322258
RJR;Natural gas TPP;-22.902819;-43.175527;0.005163757;0.045314604;0.025239181
PARNAÍBA IV;Natural gas TPP;-4.865653;-44.360687;0.024156339;0.211984204;0.118070272
COGERAÇÃO DE MILLUS AV BRASIL;Natural gas TPP;-22.817500;-43.283056;0.000976092;0.008565703;0.004770897
OESTE CANOAS I;Natural gas TPP;-2.759753;-42.825324;0.00153977;0.013512265;0.007526017
ESPIGÃO I;Natural gas TPP;-2.500753;-43.249984;0.00153977;0.013512265;0.007526017
SISTEMA BACKUP DE GERAÇÃO DA ESTAÇÃO DE COMPRESSÃO DE GÁS NATURAL DE PAULÍNIA/SP;Natural gas TPP;-22.770001;-47.154645;0.000493626;0.00433182;0.002412723
CHARQUEADAS;Coal TPP;-29.943834;-51.573889;0.4351968;1.9047744;1.1699856
FIGUEIRA;Coal TPP;-23.852639;-50.390386;0.120888;0.529104;0.324996
JORGE LACERDA I E II;Coal TPP;-28.451793;-48.968880;1.4023008;6.1376064;3.7699536
PRESIDENTE MÉDICI A, B;Coal TPP;-31.551735;-53.681574;2.6958024;11.7990192;7.2474108
SÃO JERÔNIMO;Coal TPP;-29.965889;-51.721737;0.120888;0.529104;0.324996
JORGE LACERDA III;Coal TPP;-28.460391;-48.964919;1.5836328;6.9312624;4.2574476
JORGE LACERDA IV;Coal TPP;-28.454486;-48.969146;2.1941172;9.6032376;5.8986774
ALUNORTE;Coal TPP;-1.545510;-48.736133;0.627735118;2.747478341;1.687606729
ALUMAR;Coal TPP;-2.710080;-44.347869;0.45453888;1.98943104;1.22198496
PORTO DO ITAQUI (ANTIGA TERMOMARANHÃO);Coal TPP;-2.587064;-44.338972;2.176812083;9.527496362;5.852154223
PORTO DO PECÉM I (ANTIGA MPX);Coal TPP;-3.585359;-38.857085;4.353624166;19.05499272;11.70430845
CANDIOTA III;Coal TPP;-31.585236;-53.670803;2.11554;9.25932;5.68743
PORTO DO PECÉM II;Coal TPP;-3.583405;-38.874487;2.206206;9.656148;5.931177
CAMPINA GRANDE;Fuel oil TPP;-7.200901;-35.874785;0.152557502;0.844250256;0.498403879
CELPAV II;Fuel oil TPP;-21.547572;-47.701072;0.029414328;0.16277832;0.096096324
COGERAÇÃO INTERNATIONAL PAPER - FASES I E II;Fuel oil TPP;-22.322119;-46.937936;0.04556514;0.2521566;0.14886087
IGARAPÉ;Fuel oil TPP;-19.941624;-44.318832;0.11819868;0.6541092;0.38615394
NUTEPA;Fuel oil TPP;-30.077355;-51.081358;0.02165472;0.1198368;0.07074576
PIRATININGA;Fuel oil TPP;-23.777330;-46.724389;0.1714332;0.948708;0.5600706
MRN UG I (ANTIGA PORTO TROMBETAS);Fuel oil TPP;-1.749457;-55.853681;0.013804884;0.07639596;0.045100422
REFAP;Fuel oil TPP;-29.936400;-51.148626;0.067418362;0.373091904;0.220255133
MAUÁ;Fuel oil TPP;-2.991764;-60.017982;0.498567446;2.759062565;1.628815005
CADAM;Fuel oil TPP;0.254113;-51.063160;0.022549782;0.124790054;0.073669918
APARECIDA PARTE I;Fuel oil TPP;-3.035503;-60.000610;0.217214887;1.202062968;0.709638928
CAPUAVA;Fuel oil TPP;-23.719169;-46.521041;0.016259086;0.089977464;0.053118275
REMAN;Fuel oil TPP;-3.002589;-59.981384;0.005774592;0.03195648;0.018865536
ORSA;Fuel oil TPP;-24.118094;-48.898865;0.00406026;0.0224694;0.01326483
CITROSUCO;Fuel oil TPP;-22.533771;-47.385714;0.002075244;0.01148436;0.006779802
CNT;Fuel oil TPP;-14.458003;-48.438385;0.03248208;0.1797552;0.10611864
NORTE;Fuel oil TPP;-22.765274;-47.116347;0.003517087;0.019463494;0.011490291
TAMBAQUI;Fuel oil TPP;-3.006704;-59.931859;0.083953545;0.464597287;0.274275416
PONTA NEGRA;Fuel oil TPP;-3.008975;-59.941901;0.077036666;0.426319416;0.251678041
CRISTIANO ROCHA;Fuel oil TPP;-3.010818;-59.962157;0.077036666;0.426319416;0.251678041
CAMAÇARI MURICY I;Fuel oil TPP;-12.693489;-38.303935;0.136875876;0.75746844;0.447172158
CAMAÇARI PÓLO DE APOIO I;Fuel oil TPP;-12.691061;-38.311145;0.135342;0.74898;0.442161
TERMOPARAÍBA;Fuel oil TPP;-7.096830;-34.857626;0.154156343;0.853098206;0.503627274
GLOBAL II;Fuel oil TPP;-12.675504;-38.538919;0.134259264;0.74298816;0.438623712
TERMONORDESTE;Fuel oil TPP;-7.077273;-34.857021;0.154156343;0.853098206;0.503627274
GLOBAL I;Fuel oil TPP;-12.670814;-38.536515;0.134259264;0.74298816;0.438623712
MARACANAÚ I;Fuel oil TPP;-3.854531;-38.617319;0.15158304;0.8388576;0.49522032
VIANA;Fuel oil TPP;-20.365227;-40.433066;0.157538088;0.87181272;0.514675404
GERAMAR II (ANTIGA NOVA OLINDA);Fuel oil TPP;-3.554679;-44.582989;0.149661184;0.828222084;0.488941634
GERAMAR I (ANTIGA TOCANTINÓPOLIS);Fuel oil TPP;-3.562070;-44.581028;0.149661184;0.828222084;0.488941634
SUAPE II;Fuel oil TPP;-8.294746;-35.031216;0.344002371;1.903702439;1.123852405
MRN UG II;Fuel oil TPP;-1.747055;-55.876341;0.041324424;0.22868856;0.135006492
PERNAMBUCO III;Fuel oil TPP;-7.851113;-34.906701;0.181168801;1.002584628;0.591876715
SANTANA;Diesel TPP;-0.008493;-51.173438;4.6024602;22.7782776;13.6903689
PALMEIRAS DE GOIÁS;Diesel TPP;-16.807840;-49.937062;4.53682152;22.45342176;13.49512164
TERMOMANAUS;Diesel TPP;-7.846155;-34.902560;3.6863613;18.2443644;10.96536285
GOIÂNIA II;Diesel TPP;-16.830395;-49.282308;3.61788;17.90544;10.76166
PETROLINA;Diesel TPP;-9.391843;-40.487816;3.5196804;17.4194352;10.4695578
ELECTRON (TG);Diesel TPP;-3.938009;-60.815127;3.10104;15.34752;9.22428
FLORES;Diesel TPP;-3.108356;-60.062581;2.5725711;12.7320468;7.65230895
PAU FERRO I;Diesel TPP;-7.837312;-34.903933;2.43121536;12.03245568;7.23183552
SENADOR ARNON AFONSO FARIAS DE MELLO (FLORESTA);Diesel TPP;2.858820;-60.682830;2.220525534;10.98971959;6.605122563
POTIGUAR III;Diesel TPP;-5.853701;-35.347469;1.7159088;8.4922944;5.1041016
XAVANTES ARUANÃ;Diesel TPP;-16.700689;-49.253174;1.384510992;6.852156096;4.118333544
POTIGUAR;Diesel TPP;-5.857031;-35.362361;1.37272704;6.79383552;4.08328128
MAUÁ PARTE III BLOCO IRANDUBA;Diesel TPP;-3.123320;-60.249414;1.2921;6.3948;3.84345
RIO ACRE;Diesel TPP;-9.942879;-67.843285;1.175736058;5.818897102;3.49731658
DAIA;Diesel TPP;-16.353937;-48.945165;1.14841848;5.68369824;3.41605836
BELO JARDIM;Diesel TPP;-9.934425;-67.811871;1.132887438;5.606832744;3.369860091
RIO MADEIRA;Diesel TPP;-8.794378;-63.881171;1.122783216;5.556825408;3.339804312
MAUÁ PARTE II BLOCO DISTRITO;Diesel TPP;-3.055976;-60.075594;1.03368;5.11584;3.07476
SÃO JOSÉ;Diesel TPP;-3.118640;-60.044729;0.8993016;4.4507808;2.6750412
BAHIA I - CAMAÇARI;Diesel TPP;-12.724634;-38.298763;0.8217756;4.0670928;2.4444342
RIO BRANCO II;Diesel TPP;-9.956067;-67.833157;0.8217756;4.0670928;2.4444342
CRUZEIRO DO SUL;Diesel TPP;-7.626941;-72.663352;0.625645157;3.096413318;1.861029238
VILHENA;Diesel TPP;-12.728126;-60.123216;0.6137475;3.03753;1.82563875
MANACAPURU;Diesel TPP;-3.290058;-60.618917;0.612248664;3.030112032;1.821180348
PARINTINS;Diesel TPP;-2.635442;-56.750101;0.594366;2.941608;1.767987
COARI;Diesel TPP;-4.103067;-63.132625;0.57524292;2.84696496;1.71110394
SERRA DO NAVIO;Diesel TPP;0.922967;-51.999279;0.5581872;2.7625536;1.6603704
TABATINGA;Diesel TPP;-9.228587;-61.888935;0.545214516;2.698349808;1.621782162
ITACOATIARA;Diesel TPP;-3.122047;-58.440624;0.545059464;2.697582432;1.621320948
NOVA BURITIS;Diesel TPP;-10.221932;-63.838957;0.488258748;2.416467024;1.452362886
RIO BRANCO I;Diesel TPP;-9.988190;-67.816849;0.480842094;2.379760872;1.430301483
TEFÉ;Diesel TPP;-3.360214;-64.719116;0.44564529;2.20556652;1.325605905
CIDADE NOVA;Diesel TPP;-3.079559;-60.081807;0.4031352;1.9951776;1.1991564
CAUCAIA;Diesel TPP;-3.729635;-38.647407;0.38142792;1.88774496;1.13458644
IGUATU;Diesel TPP;-6.365816;-39.322222;0.38142792;1.88774496;1.13458644
JUAZEIRO DO NORTE;Diesel TPP;-7.238327;-39.306693;0.38142792;1.88774496;1.13458644
ENGUIA PECÉM;Diesel TPP;-3.612023;-38.966827;0.38142792;1.88774496;1.13458644
MACHADINHO DO OESTE;Diesel TPP;-9.429710;-61.906695;0.344396334;1.704469992;1.024433163
ALTOS;Diesel TPP;-5.045332;-42.467325;0.33904704;1.67799552;1.00852128
CAMPO MAIOR;Diesel TPP;-4.825288;-42.186023;0.33904704;1.67799552;1.00852128
CRATO;Diesel TPP;-7.240891;-39.420606;0.33904704;1.67799552;1.00852128
MARAMBAIA;Diesel TPP;-5.158406;-42.757533;0.33904704;1.67799552;1.00852128
NAZÁRIA;Diesel TPP;-5.066078;-42.791179;0.33904704;1.67799552;1.00852128
PIMENTA BUENO;Diesel TPP;-11.697414;-61.177868;0.335946;1.662648;0.999297
HUMAITÁ;Diesel TPP;-7.519660;-63.041588;0.33413706;1.65369528;0.99391617
BRUMADO;Diesel TPP;-27.101462;-48.865029;0.33323259;1.64921892;0.991225755
ITAÚ MOOCA;Diesel TPP;-23.557717;-46.614142;0.33013155;1.6338714;0.982001475
MAUÉS;Diesel TPP;-3.395058;-57.706983;0.30157614;1.49254632;0.89706123
ARACATI;Diesel TPP;-4.566349;-37.763770;0.29666616;1.46824608;0.88245612
BATURITÉ;Diesel TPP;-4.328580;-38.879105;0.29666616;1.46824608;0.88245612
CATERPILLAR;Diesel TPP;-22.743927;-47.667837;0.29666616;1.46824608;0.88245612
BOCA DO ACRE;Diesel TPP;-8.779490;-67.361449;0.2920146;1.4452248;0.8686197
CARACARAÍ;Diesel TPP;1.825310;-61.140633;0.283124952;1.401228576;0.842176764
COLORADO DO OESTE;Diesel TPP;-13.127585;-60.532022;0.282866532;1.399949616;0.841408074
BRASÍLIA;Diesel TPP;-15.846971;-48.134780;0.25842;1.27896;0.76869
ALCOA BENEFICIAMENTO;Diesel TPP;-2.154843;-56.082131;0.253975176;1.256961888;0.755468532
AEROPORTO INTERNACIONAL DE SÃO PAULO/GUARULHOS-CENTRAL ELÉTRICA DE EMERGÊNCIA CEE;Diesel TPP;-23.467761;-46.542861;0.2480832;1.2278016;0.7379424
VILA RICA;Diesel TPP;-10.020824;-51.115775;0.2390385;1.183038;0.71103825
NOVO PROGRESSO;Diesel TPP;-7.087150;-55.410206;0.23580825;1.167051;0.701429625
CENTRAL GERADORA DE EMERGÊNCIA - CSAC;Diesel TPP;-8.704117;-63.895762;0.23580825;1.167051;0.701429625
BREVES;Diesel TPP;-1.672924;-50.499516;0.224846074;1.112797517;0.668821795
LARANJAL DO JARI;Diesel TPP;-0.822257;-52.500278;0.22417935;1.1094978;0.666838575
ORIXIMINÁ;Diesel TPP;-1.765886;-55.851664;0.219202181;1.08486503;0.652033606
SÃO FRANCISCO DO GUAPORÉ;Diesel TPP;-12.072632;-63.559287;0.217641324;1.077140112;0.647390718
APARECIDA PARTE II;Diesel TPP;-3.028549;-59.951998;0.2170728;1.0743264;0.6456996
OIAPOQUE;Diesel TPP;3.837141;-51.828868;0.2131965;1.055142;0.63416925
SAPEZAL;Diesel TPP;-13.561296;-58.807770;0.21009546;1.03979448;0.62494497
VISTA ALEGRE DO ABUNÃ;Diesel TPP;-8.807949;-63.903659;0.20828652;1.03084176;0.61956414
