Name;Sector;Lat;Long;NOx-low (Gg/year);NOx-high (Gg/year);NOx-mean (Gg/year)
DELOS;Bagasse TPP;-21.161521;-47.988729;0.00112896;0.00145152;0.00129024
DELLA COLETTA;Bagasse TPP;-22.081042;-48.719312;0.0064512;0.0082944;0.0073728
BARRA;Bagasse TPP;-22.478612;-48.545333;0.02548224;0.03276288;0.02912256
BRANCO PERES;Bagasse TPP;-21.688810;-51.046027;0.006418944;0.008252928;0.007335936
PEDERNEIRAS;Bagasse TPP;-23.122203;-47.718601;0.00387072;0.00497664;0.00442368
GASA;Bagasse TPP;-20.931918;-51.379115;0.1322496;0.1700352;0.1511424
URBANO JARAGUÁ;Bagasse TPP;-26.508364;-49.109841;0.0048384;0.0062208;0.0055296
COCAL;Bagasse TPP;-22.393625;-50.591643;0.04548096;0.05847552;0.05197824
DULCINI;Bagasse TPP;-22.602154;-46.935960;0.002985615;0.003838648;0.003412132
DACAL;Bagasse TPP;-21.787154;-50.810506;0.00709632;0.00912384;0.00811008
GUARANI;Bagasse TPP;-20.821616;-48.821199;0.01516032;0.01949184;0.01732608
URUBA;Bagasse TPP;-9.500704;-36.001414;0.016128;0.020736;0.018432
COOCAROL;Bagasse TPP;-23.404581;-52.752034;0.0064512;0.0082944;0.0073728
CATANDUVA (ANTIGA CERRADINHO);Bagasse TPP;-21.135240;-48.976821;0.12096;0.15552;0.13824
BOM RETIRO;Bagasse TPP;-22.978864;-47.506309;0.00580608;0.00746496;0.00663552
DESTIL;Bagasse TPP;-21.256114;-49.139955;0.00548352;0.00705024;0.00626688
FANY;Bagasse TPP;-22.198420;-51.291532;0.00193536;0.00248832;0.00221184
PIONEIROS;Bagasse TPP;-20.684541;-50.917174;0.0677376;0.0870912;0.0774144
SOBAR;Bagasse TPP;-22.686864;-49.419153;0.006231859;0.00801239;0.007122125
ALCOMIRA;Bagasse TPP;-21.121005;-51.090413;0.00387072;0.00497664;0.00442368
LONDRA;Bagasse TPP;-23.410036;-49.105375;0.006257664;0.008045568;0.007151616
DECASA;Bagasse TPP;-22.816385;-50.061069;0.0532224;0.0684288;0.0608256
GUAXUMA;Bagasse TPP;-10.119481;-36.165209;0.023082394;0.029677363;0.026379878
FERRARI;Bagasse TPP;-21.983808;-47.430962;0.1120896;0.1441152;0.1281024
GENERALCO;Bagasse TPP;-20.640629;-50.363694;0.00612864;0.00787968;0.00700416
USINA SÃO LUIZ;Bagasse TPP;-22.971046;-49.909639;0.0258048;0.0331776;0.0294912
PANORÂMICA;Bagasse TPP;-23.420472;-49.097307;0.00596736;0.00767232;0.00681984
CASA DE FORÇA;Bagasse TPP;-20.272784;-50.268888;0.006322176;0.008128512;0.007225344
NOVA TAMOIO;Bagasse TPP;-21.749967;-48.180615;0.00580608;0.00746496;0.00663552
DOIS CÓRREGOS;Bagasse TPP;-22.359716;-48.392853;0.00580608;0.00746496;0.00663552
DESTILARIA MELHORAMENTOS;Bagasse TPP;-23.633356;-52.462851;0.01032192;0.01327104;0.01179648
DESTILARIA PARAGUAÇU;Bagasse TPP;-22.431435;-50.584455;0.00580608;0.00746496;0.00663552
CATANDUVA;Bagasse TPP;-21.193217;-48.784180;0.0145152;0.0186624;0.0165888
COLORADO;Bagasse TPP;-20.311752;-48.298516;0.085091328;0.109403136;0.097247232
NOVA AMÉRICA;Bagasse TPP;-22.745071;-50.600983;0.0387072;0.0497664;0.0442368
EQUIPAV;Bagasse TPP;-21.559317;-49.868596;0.09418752;0.12109824;0.10764288
IBIRÁ;Bagasse TPP;-21.492994;-47.390793;0.012825792;0.016490304;0.014658048
SIDROLÂNDIA (ANTIGA SANTA OLINDA);Bagasse TPP;-20.909544;-54.953320;0.008644608;0.011114496;0.009879552
COOPERNAVI;Bagasse TPP;-23.038283;-54.184956;0.0193536;0.0248832;0.0221184
MARACAJÚ;Bagasse TPP;-21.612245;-55.181926;0.01193472;0.01534464;0.01363968
PASSA TEMPO;Bagasse TPP;-21.782953;-54.530882;0.11902464;0.15303168;0.13602816
JALLES MACHADO;Bagasse TPP;-15.337953;-49.106689;0.08064;0.10368;0.09216
GOIANÉSIA;Bagasse TPP;-15.302771;-49.128490;0.01177344;0.01513728;0.01345536
SANTA HELENA AÇÚCAR E ÁLCOOL;Bagasse TPP;-17.824745;-50.582152;0.00709632;0.00912384;0.00811008
VALE DO VERDÃO;Bagasse TPP;-17.797797;-50.331985;0.03773952;0.04852224;0.04313088
GOIASA;Bagasse TPP;-18.024206;-49.364596;0.075027456;0.096463872;0.085745664
COPRODIA;Bagasse TPP;-13.678132;-57.890803;0.0096768;0.0124416;0.0110592
ITAMARATI;Bagasse TPP;-14.769670;-57.282329;0.06048;0.07776;0.06912
SANTA TEREZINHA PARANACITY;Bagasse TPP;-22.937190;-52.152406;0.0741888;0.0953856;0.0847872
SANTA TEREZINHA (IVATÉ);Bagasse TPP;-23.404349;-53.378860;0.0145152;0.0186624;0.0165888
PEROBÁLCOOL;Bagasse TPP;-23.888840;-53.405361;0.00387072;0.00497664;0.00442368
VALE DO IVAÍ;Bagasse TPP;-23.861497;-51.853163;0.02967552;0.03815424;0.03391488
BIO COOPCANA;Bagasse TPP;-23.306438;-52.479983;0.08064;0.10368;0.09216
SANTA TEREZINHA;Bagasse TPP;-23.748730;-52.880378;0.0814464;0.1047168;0.0930816
SABARÁLCOOL;Bagasse TPP;-23.807811;-52.253667;0.007039872;0.009051264;0.008045568
IGUATEMI (ANTIGA SANTA TEREZINHA - IGUATEMI);Bagasse TPP;-23.401766;-51.903616;0.00548352;0.00705024;0.00626688
JACAREZINHO;Bagasse TPP;-23.134816;-49.939865;0.00741888;0.00953856;0.00847872
DESTILARIA DE ÁLCOOL IBAITI;Bagasse TPP;-23.817147;-50.179785;0.00580608;0.00746496;0.00663552
DACALDA;Bagasse TPP;-23.140795;-49.973382;0.00354816;0.00456192;0.00405504
COFERCATU;Bagasse TPP;-22.873829;-51.411299;0.0064512;0.0082944;0.0073728
COOPERVAL;Bagasse TPP;-23.598322;-51.657237;0.00580608;0.00746496;0.00663552
SÃO FRANCISCO;Bagasse TPP;-23.041734;-47.359096;0.00677376;0.00870912;0.00774144
SANTA RITA;Bagasse TPP;-21.693346;-47.490832;0.01080576;0.01389312;0.01234944
TRIÁLCOOL;Bagasse TPP;-18.730409;-49.203488;0.024192;0.031104;0.027648
USINA DA SERRA;Bagasse TPP;-21.950352;-47.996571;0.024192;0.031104;0.027648
SANTA HELENA;Bagasse TPP;-22.837436;-47.600093;0.00774144;0.00995328;0.00884736
MUMBUCA;Bagasse TPP;-22.626069;-50.201498;0.000812851;0.001045094;0.000928973
DELTA;Bagasse TPP;-19.973386;-47.768499;0.051408;0.066096;0.058752
COSTA PINTO;Bagasse TPP;-22.718278;-47.599516;0.12096;0.15552;0.13824
SANTA ELISA - UNIDADE I;Bagasse TPP;-21.134084;-47.971177;0.0935424;0.1202688;0.1069056
MORENO;Bagasse TPP;-21.548690;-47.702446;0.008902656;0.011446272;0.010174464
CITROSUCO;Bagasse TPP;-21.633410;-48.337381;0.0112896;0.0145152;0.0129024
CLEALCO;Bagasse TPP;-21.561272;-50.452938;0.01806336;0.02322432;0.02064384
ALCOAZUL;Bagasse TPP;-21.185822;-50.467029;0.01193472;0.01534464;0.01363968
QUATÁ;Bagasse TPP;-22.236973;-50.707809;0.104832;0.134784;0.119808
ZANIN;Bagasse TPP;-21.836995;-48.150746;0.0258048;0.0331776;0.0294912
COINBRA - FRUTESP;Bagasse TPP;-20.933129;-48.484139;0.008064;0.010368;0.009216
SANTA MARIA DE LENÇÓIS;Bagasse TPP;-22.570551;-48.815666;0.004902912;0.006303744;0.005603328
SANTO ANTÔNIO;Bagasse TPP;-21.142490;-48.010702;0.0370944;0.0476928;0.0423936
UFA;Bagasse TPP;-22.160442;-51.374044;0.04064256;0.05225472;0.04644864
UJU;Bagasse TPP;-22.850749;-51.973415;0.048384;0.062208;0.055296
JB;Bagasse TPP;-8.115920;-35.264315;0.05354496;0.06884352;0.06119424
SANTA ISABEL;Bagasse TPP;-21.480586;-49.223752;0.0741888;0.0953856;0.0847872
SANTA CLARA;Bagasse TPP;-21.255799;-48.345049;0.000487066;0.000626227;0.000556646
SANTA HERMÍNIA;Bagasse TPP;-22.810175;-50.069052;0.00193536;0.00248832;0.00221184
CEVASA;Bagasse TPP;-20.630383;-47.287820;0.0870912;0.1119744;0.0995328
COOPERFRIGO;Bagasse TPP;-21.562310;-49.851773;0.0064512;0.0082944;0.0073728
DESTIVALE;Bagasse TPP;-21.174617;-50.447803;0.008064;0.010368;0.009216
GRIZZO;Bagasse TPP;-22.335044;-48.547298;0.00317399;0.004080845;0.003627418
VISTA ALEGRE;Bagasse TPP;-23.569946;-48.016382;0.056448;0.072576;0.064512
CAMPO FLORIDO;Bagasse TPP;-19.760626;-48.574949;0.048384;0.062208;0.055296
CORURIPE ITURAMA;Bagasse TPP;-19.717810;-50.192989;0.0387072;0.0497664;0.0442368
CACHOEIRA;Bagasse TPP;-9.612216;-35.715091;0.01193472;0.01534464;0.01363968
ARALCO;Bagasse TPP;-20.938333;-50.496689;0.00774144;0.00995328;0.00884736
JAPUNGU;Bagasse TPP;-7.205941;-34.849883;0.02709504;0.03483648;0.03096576
ITAENGA;Bagasse TPP;-7.933856;-35.287967;0.0758016;0.0974592;0.0866304
VOLTA GRANDE;Bagasse TPP;-19.917887;-48.367224;0.088604006;0.113919437;0.101261722
MARITUBA;Bagasse TPP;-10.132662;-36.650397;0.0330624;0.0425088;0.0377856
SERRA GRANDE;Bagasse TPP;-9.011972;-36.057302;0.02774016;0.03566592;0.03170304
CUCAÚ;Bagasse TPP;-8.677323;-35.159524;0.02032128;0.02612736;0.02322432
SUMAÚMA;Bagasse TPP;-9.755077;-35.840890;0.0064512;0.0082944;0.0073728
PAÍSA;Bagasse TPP;-10.274169;-36.543303;0.00774144;0.00995328;0.00884736
CAPRICHO;Bagasse TPP;-9.397901;-36.145578;0.00387072;0.00497664;0.00442368
LAGINHA-MATRIX;Bagasse TPP;-9.177042;-36.014828;0.00798336;0.01026432;0.00912384
GAMELEIRA;Bagasse TPP;-10.639871;-51.564187;0.00327721;0.004213555;0.003745382
BAÍA FORMOSA;Bagasse TPP;-6.373506;-35.008718;0.064512;0.082944;0.073728
TRAPICHE;Bagasse TPP;-8.594271;-35.109934;0.0419328;0.0539136;0.0479232
ESTIVAS;Bagasse TPP;-6.193552;-35.162355;0.0274176;0.0352512;0.0313344
CENTRAL OLHO D ÁGUA;Bagasse TPP;-7.406727;-35.275149;0.00677376;0.00870912;0.00774144
UNIÃO E INDÚSTRIA;Bagasse TPP;-8.329041;-35.352427;0.00741888;0.00953856;0.00847872
AGROVALE;Bagasse TPP;-9.463096;-40.483824;0.0225792;0.0290304;0.0258048
IPOJUCA;Bagasse TPP;-8.395756;-35.059020;0.01483776;0.01907712;0.01695744
JITITUBA SANTO ANTÔNIO;Bagasse TPP;-9.308071;-35.559876;0.04419072;0.05681664;0.05050368
UNA AÇÚCAR E ENERGIA;Bagasse TPP;-8.757629;-35.113000;0.0048384;0.0062208;0.0055296
SINIMBU;Bagasse TPP;-9.777575;-36.104438;0.0290304;0.0373248;0.0331776
ARTIVINCO (ANTIGA RIO PARDO);Bagasse TPP;-21.493892;-47.390321;0.0072576;0.0093312;0.0082944
PITANGUEIRAS;Bagasse TPP;-21.000597;-48.207559;0.04032;0.05184;0.04608
TERMOCANA;Bagasse TPP;-23.313969;-52.475982;0.01322496;0.01700352;0.01511424
DIAMANTE;Bagasse TPP;-22.254359;-48.554851;0.0112896;0.0145152;0.0129024
SANTA TERESA;Bagasse TPP;-7.559237;-35.021114;0.03257856;0.04188672;0.03723264
VALE DO PARANAÍBA;Bagasse TPP;-18.689223;-49.561962;0.008064;0.010368;0.009216
GIASA II;Bagasse TPP;-7.400483;-35.095411;0.048384;0.062208;0.055296
SÃO JOSÉ COLINA;Bagasse TPP;-20.706936;-48.527504;0.1338624;0.1721088;0.1529856
LASA;Bagasse TPP;-19.374081;-40.062541;0.00516096;0.00663552;0.00589824
SÃO JOSÉ;Bagasse TPP;-7.839948;-34.900929;0.041158656;0.052918272;0.047038464
SANTO ÂNGELO;Bagasse TPP;-19.912785;-48.690355;0.064512;0.082944;0.073728
WD;Bagasse TPP;-17.731139;-46.171271;0.010579968;0.013602816;0.012091392
IPAUSSU;Bagasse TPP;-23.034435;-49.633445;0.0096768;0.0124416;0.0110592
J L G;Bagasse TPP;-21.516709;-48.392901;0.00258048;0.00331776;0.00294912
CANAÃ;Bagasse TPP;-22.407712;-50.579133;0.048384;0.062208;0.055296
SERESTA;Bagasse TPP;-9.902535;-36.357484;0.0153216;0.0196992;0.0175104
USACIGA;Bagasse TPP;-23.369214;-52.931285;0.07838208;0.10077696;0.08957952
DASA;Bagasse TPP;-17.799245;-40.251003;0.00677376;0.00870912;0.00774144
ALCON;Bagasse TPP;-18.572788;-39.735087;0.01806336;0.02322432;0.02064384
IOLANDO LEITE;Bagasse TPP;-10.505835;-37.053074;0.0129024;0.0165888;0.0147456
COOPER-RUBI;Bagasse TPP;-15.167025;-49.797647;0.00387072;0.00497664;0.00442368
NOVA GERAÇÃO;Bagasse TPP;-17.039590;-50.149597;0.00999936;0.01285632;0.01142784
CORURIPE;Bagasse TPP;-10.130596;-36.174135;0.0258048;0.0331776;0.0294912
CRV;Bagasse TPP;-15.356253;-49.695175;0.0064512;0.0082944;0.0073728
COINBRA - FRUTESP;Bagasse TPP;-21.606759;-48.361414;0.0129024;0.0165888;0.0147456
LAGO AZUL;Bagasse TPP;-17.730060;-48.187500;0.0032256;0.0041472;0.0036864
ELDORADO;Bagasse TPP;-21.788293;-54.533714;0.040350643;0.051879398;0.046115021
MÜLLER DESTILARIA;Bagasse TPP;-21.844942;-47.457573;0.003515904;0.004520448;0.004018176
FRONTEIRA;Bagasse TPP;-20.292105;-49.202398;0.00419328;0.00539136;0.00479232
COCAMAR MARINGÁ;Bagasse TPP;-23.376793;-51.909967;0.0209664;0.0269568;0.0239616
SÃO TOMÉ;Bagasse TPP;-23.538115;-52.591992;0.0064512;0.0082944;0.0073728
FARTURA;Bagasse TPP;-21.192154;-49.582546;0.06354432;0.08169984;0.07262208
PETRIBU;Bagasse TPP;-7.926291;-35.295526;0.0588672;0.0756864;0.0672768
RIBEIRÃO;Bagasse TPP;-8.512385;-35.370441;0.01032192;0.01327104;0.01179648
LIMEIRA DO OESTE;Bagasse TPP;-19.547649;-50.583249;0.008064;0.010368;0.009216
QUIRINÓPOLIS;Bagasse TPP;-18.464344;-50.459554;0.129024;0.165888;0.147456
VERTENTE;Bagasse TPP;-20.490354;-48.936114;0.0854784;0.1099008;0.0976896
FRUTAL;Bagasse TPP;-20.026119;-48.884738;0.025953178;0.033368371;0.029660774
OUROESTE;Bagasse TPP;-20.006831;-50.365880;0.0193536;0.0248832;0.0221184
ALCOOLVALE;Bagasse TPP;-20.053653;-51.111467;0.00677376;0.00870912;0.00774144
TRIUNFO;Bagasse TPP;-9.631763;-36.199579;0.0225792;0.0290304;0.0258048
USINA BERTOLO AÇÚCAR E ÁLCOOL;Bagasse TPP;-21.087817;-48.653921;0.00612864;0.00787968;0.00700416
CERBA;Bagasse TPP;-22.721444;-47.597113;0.000580608;0.000746496;0.000663552
PEDROSA;Bagasse TPP;-8.471329;-35.540327;0.00709632;0.00912384;0.00811008
INTERLAGOS;Bagasse TPP;-20.626738;-51.085484;0.064512;0.082944;0.073728
BEM BRASIL;Bagasse TPP;-19.632869;-46.976761;0.0034272;0.0044064;0.0039168
BURITI;Bagasse TPP;-20.182455;-47.716855;0.008064;0.010368;0.009216
CÓRREGO AZUL;Bagasse TPP;-21.560458;-49.868082;0.000838656;0.001078272;0.000958464
ITAPAGIPE;Bagasse TPP;-19.899064;-49.357223;0.0096768;0.0124416;0.0110592
CEM (ANTIGA CAMEN);Bagasse TPP;-17.734926;-49.135929;0.0193536;0.0248832;0.0221184
CENTRO OESTE IGUATEMI;Bagasse TPP;-23.469070;-54.184301;0.0064512;0.0082944;0.0073728
CITROVITA CATANDUVA;Bagasse TPP;-21.124940;-48.961370;0.031972147;0.041107046;0.036539597
UNIDADE SANTO INÁCIO - USI;Bagasse TPP;-22.692087;-51.784801;0.112896;0.145152;0.129024
BOA VISTA;Bagasse TPP;-18.444072;-50.430114;0.129024;0.165888;0.147456
ENERGÉTICA SANTA HELENA;Bagasse TPP;-22.275437;-53.368272;0.00516096;0.00663552;0.00589824
SALI;Bagasse TPP;-9.553958;-35.741719;0.01596672;0.02052864;0.01824768
VERÍSSIMO;Bagasse TPP;-19.669562;-48.308466;0.008064;0.010368;0.009216
CARNEIRINHO;Bagasse TPP;-19.699103;-50.677420;0.0387072;0.0497664;0.0442368
SAFI;Bagasse TPP;-21.475473;-54.376811;0.007483392;0.009621504;0.008552448
TGN;Bagasse TPP;-23.037183;-49.146485;0.00193536;0.00248832;0.00221184
DESTILARIA PORTO ALEGRE;Bagasse TPP;-8.912566;-35.725861;0.00387072;0.00497664;0.00442368
IACANGA;Bagasse TPP;-21.899014;-49.030111;0.0628992;0.0808704;0.0718848
PIONEIROS II;Bagasse TPP;-20.684771;-50.923053;0.056448;0.072576;0.064512
NOVA MORENO;Bagasse TPP;-20.760631;-49.698604;0.025004851;0.032149094;0.028576973
POTIRENDABA (ANTIGA CERRADINHO POTIRENDABA);Bagasse TPP;-21.048518;-49.360706;0.06483456;0.08335872;0.07409664
PAU D´ALHO;Bagasse TPP;-22.813705;-50.059521;0.006709248;0.008626176;0.007667712
USINA BONFIM;Bagasse TPP;-21.347427;-48.225510;0.1790208;0.2301696;0.2045952
JUNCO NOVO;Bagasse TPP;-10.505711;-37.053135;0.00193536;0.00248832;0.00221184
ANGÉLICA;Bagasse TPP;-22.167133;-53.745692;0.1548288;0.1990656;0.1769472
USINA VALE;Bagasse TPP;-20.615896;-49.300069;0.00709632;0.00912384;0.00811008
SÃO JOSÉ DO PINHEIRO;Bagasse TPP;-10.812349;-37.170040;0.02370816;0.03048192;0.02709504
USINA MONTE ALEGRE;Bagasse TPP;-21.311929;-46.364313;0.0298368;0.0383616;0.0340992
CORURIPE ENERGÉTICA - FILIAL CAMPO FLORIDO;Bagasse TPP;-19.767047;-48.582931;0.048384;0.062208;0.055296
CERRADÃO;Bagasse TPP;-20.016696;-48.952405;0.0870912;0.1119744;0.0995328
COCAL II;Bagasse TPP;-22.395095;-51.520753;0.129024;0.165888;0.147456
PIRAPAMA;Bagasse TPP;-8.112096;-35.286631;0.04032;0.05184;0.04608
LDC BIOENERGIA LAGOA DA PRATA (ANTIGA LOUIS DREYFUS LAGOA DA PRATA);Bagasse TPP;-20.018989;-45.514258;0.137088;0.176256;0.156672
LDC BIOENERGIA RIO BRILHANTE (ANTIGA LOUIS DREYFUS RIO BRILHANTE);Bagasse TPP;-21.787157;-54.528522;0.145152;0.186624;0.165888
TOTAL;Bagasse TPP;-20.014332;-45.955029;0.04032;0.05184;0.04608
SÃO JUDAS TADEU;Bagasse TPP;-15.341599;-43.683926;0.0903168;0.1161216;0.1032192
EQUIPAV II;Bagasse TPP;-21.562564;-49.851319;0.129024;0.165888;0.147456
GUARIROBA;Bagasse TPP;-20.186473;-49.698401;0.0193536;0.0248832;0.0221184
COMVAP;Bagasse TPP;-4.591256;-42.867184;0.01419264;0.01824768;0.01622016
DA MATA;Bagasse TPP;-21.244303;-50.869571;0.064512;0.082944;0.073728
NOROESTE PAULISTA;Bagasse TPP;-20.664637;-49.924981;0.096768;0.124416;0.110592
UBERABA;Bagasse TPP;-19.748313;-47.914878;0.0193536;0.0248832;0.0221184
MONÇÕES;Bagasse TPP;-20.876215;-50.129441;0.032256;0.041472;0.036864
USAÇÚCAR - TERRA RICA;Bagasse TPP;-22.701249;-52.629300;0.0266112;0.0342144;0.0304128
SANTA INES;Bagasse TPP;-21.134924;-48.059082;0.00419328;0.00539136;0.00479232
PINDORAMA;Bagasse TPP;-10.119224;-36.168209;0.0064512;0.0082944;0.0073728
LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL;Bagasse TPP;-23.582392;-46.831505;0.0064512;0.0082944;0.0073728
VIRGOLINO DE OLIVEIRA - FAZENDA CANOAS;Bagasse TPP;-21.053407;-49.697843;0.008064;0.010368;0.009216
AGROALCOOL;Bagasse TPP;-20.748645;-49.719217;0.00193536;0.00248832;0.00221184
MONTEVERDE;Bagasse TPP;-22.550974;-55.716097;0.032256;0.041472;0.036864
VISTA ALEGRE I (ANTIGA ENERGÉTICA VISTA ALEGRE);Bagasse TPP;-21.611607;-55.180381;0.048384;0.062208;0.055296
PORTO DAS ÁGUAS;Bagasse TPP;-18.410882;-52.642126;0.112896;0.145152;0.129024
NOBLE ENERGIA;Bagasse TPP;-20.660239;-49.927799;0.048384;0.062208;0.055296
SANTA LUZIA I;Bagasse TPP;-21.452608;-54.381875;0.209664;0.269568;0.239616
PORTO ALEGRE;Bagasse TPP;-8.910043;-35.713931;0.00387072;0.00497664;0.00442368
CONQUISTA DO PONTAL;Bagasse TPP;-22.270824;-51.890038;0.177408;0.228096;0.202752
CAÇÚ I;Bagasse TPP;-18.575739;-51.131785;0.209664;0.269568;0.239616
GUAÍRA ENERGÉTICA;Bagasse TPP;-20.313081;-48.298430;0.088704;0.114048;0.101376
COLOMBO PALESTINA;Bagasse TPP;-20.390335;-49.445647;0.024192;0.031104;0.027648
CACHOEIRA DOURADA;Bagasse TPP;-18.489251;-49.470448;0.064512;0.082944;0.073728
VALE DO TIJUCO;Bagasse TPP;-19.741125;-47.877666;0.072576;0.093312;0.082944
CLEALCO-QUEIROZ;Bagasse TPP;-21.804890;-50.217727;0.072576;0.093312;0.082944
UNIDADE DE BIOENERGIA COSTA RICA;Bagasse TPP;-18.551578;-53.139214;0.128746598;0.165531341;0.14713897
UNIDADE DE BIOENERGIA ALTO TAQUARI;Bagasse TPP;-17.811642;-53.288886;0.11725056;0.15075072;0.13400064
UNIDADE DE BIOENERGIA ÁGUA EMENDADA;Bagasse TPP;-17.525777;-52.084929;0.128746598;0.165531341;0.14713897
UNIDADE DE BIOENERGIA MORRO VERMELHO;Bagasse TPP;-17.580820;-52.541181;0.11725056;0.15075072;0.13400064
CHAPADÃO AGROENERGIA;Bagasse TPP;-21.166517;-50.181425;0.1483776;0.1907712;0.1695744
JATAÍ;Bagasse TPP;-17.908282;-51.681837;0.169344;0.217728;0.193536
SÃO FERNANDO AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.221182;-54.723002;0.0774144;0.0995328;0.0884736
VALE DO SÃO SIMÃO;Bagasse TPP;-18.856949;-50.131334;0.088704;0.114048;0.101376
BARRA BIOENERGIA;Bagasse TPP;-22.476708;-48.536750;0.2193408;0.2820096;0.2506752
BEN BIOENERGIA;Bagasse TPP;-9.915217;-36.333194;0.0854784;0.1099008;0.0976896
BIOPAV II;Bagasse TPP;-21.160740;-50.182912;0.104832;0.134784;0.119808
BIOENERGÉTICA VALE DO PARACATU - BEVAP;Bagasse TPP;-17.734164;-46.172472;0.088704;0.114048;0.101376
RIO PARDO;Bagasse TPP;-23.052979;-49.129748;0.096768;0.124416;0.110592
CANABRAVA;Bagasse TPP;-21.672795;-41.311902;0.0709632;0.0912384;0.0811008
TROPICAL BIOENERGIA;Bagasse TPP;-17.367916;-49.905406;0.088704;0.114048;0.101376
ITUMBIARA;Bagasse TPP;-18.376252;-49.204292;0.0903168;0.1161216;0.1032192
ITUIUTABA;Bagasse TPP;-18.965092;-49.489166;0.0903168;0.1161216;0.1032192
GUARANI - TANABI;Bagasse TPP;-20.618185;-49.665297;0.0612864;0.0787968;0.0700416
TABU;Bagasse TPP;-7.509367;-34.878019;0.01354752;0.01741824;0.01548288
CAARAPÓ;Bagasse TPP;-22.610073;-54.814483;0.1225728;0.1575936;0.1400832
AMANDINA;Bagasse TPP;-22.306109;-53.848312;0.064512;0.082944;0.073728
BIOLINS;Bagasse TPP;-21.675278;-49.780312;0.0451584;0.0580608;0.0516096
PASSOS;Bagasse TPP;-20.732616;-46.573274;0.022724352;0.029217024;0.025970688
MADECAL;Bagasse TPP;-26.784158;-50.954829;0.00516096;0.00663552;0.00589824
SÃO MIGUEL;Bagasse TPP;-9.794159;-36.048588;0.02128896;0.02737152;0.02433024
MONTERREY;Bagasse TPP;-23.387164;-46.510155;0.0056448;0.0072576;0.0064512
SANTA JULIANA;Bagasse TPP;-19.316906;-47.547497;0.1419264;0.1824768;0.1622016
BALDIN;Bagasse TPP;-22.011698;-47.445768;0.072576;0.093312;0.082944
LARANJEIRAS;Bagasse TPP;-7.659250;-35.322135;0.00778176;0.01000512;0.00889344
MUNDIAL;Bagasse TPP;-21.153199;-51.113812;0.00580608;0.00746496;0.00663552
IPAUSSU BIOENERGIA;Bagasse TPP;-23.073656;-49.590730;0.1225728;0.1575936;0.1400832
BOM JESUS;Bagasse TPP;-8.267269;-35.022032;0.00516096;0.00663552;0.00589824
ITAPURANGA;Bagasse TPP;-15.556943;-49.928509;0.00451584;0.00580608;0.00516096
UNIVALEM BIOENERGIA;Bagasse TPP;-21.213473;-50.868156;0.072576;0.093312;0.082944
DVPA;Bagasse TPP;-17.236733;-46.848537;0.0451584;0.0580608;0.0516096
COLOMBO SANTA ALBERTINA;Bagasse TPP;-20.032216;-50.737458;0.08064;0.10368;0.09216
IPÊ (ANTIGA CENI);Bagasse TPP;-21.116831;-51.478740;0.04032;0.05184;0.04608
IACO AGRÍCOLA;Bagasse TPP;-18.802688;-52.603554;0.048384;0.062208;0.055296
JOSÉ BONIFÁCIO;Bagasse TPP;-21.053794;-49.697339;0.0306432;0.0393984;0.0350208
NOBLE ENERGIA II;Bagasse TPP;-20.352886;-50.188008;0.048384;0.062208;0.055296
VICENTINA;Bagasse TPP;-22.404224;-54.446375;0.0032256;0.0041472;0.0036864
MERIDIANO;Bagasse TPP;-20.457000;-50.207081;0.096768;0.124416;0.110592
BIOENERGÉTICA AROEIRA;Bagasse TPP;-18.621175;-48.685711;0.0258048;0.0331776;0.0294912
CODORA;Bagasse TPP;-15.301860;-49.083515;0.0774144;0.0995328;0.0884736
VITÓRIA;Bagasse TPP;-8.686566;-35.580813;0.00681408;0.00876096;0.00778752
VALE DO IVAÍ - CAMBUÍ;Bagasse TPP;-24.003310;-51.821732;0.00580608;0.00746496;0.00663552
CABRERA;Bagasse TPP;-19.542453;-50.581143;0.04032;0.05184;0.04608
SALGADO;Bagasse TPP;-8.395926;-35.058247;0.00580608;0.00746496;0.00663552
COPLASA;Bagasse TPP;-21.025407;-49.918759;0.016128;0.020736;0.018432
CAMPO LINDO;Bagasse TPP;-10.487607;-37.192394;0.04032;0.05184;0.04608
MANACÁ;Bagasse TPP;-18.384051;-49.202310;0.008064;0.010368;0.009216
BURITI;Bagasse TPP;-20.182361;-47.716712;0.08064;0.10368;0.09216
IBÉRIA;Bagasse TPP;-22.251959;-50.545607;0.010515456;0.013519872;0.012017664
VIRALCOOL CASTILHO;Bagasse TPP;-20.891003;-51.501970;0.08064;0.10368;0.09216
MOGIANA BIO-ENERGIA;Bagasse TPP;-20.586554;-47.880019;0.0064512;0.0082944;0.0073728
SELECTA;Bagasse TPP;-18.642740;-48.161331;0.01838592;0.02363904;0.02101248
DA PEDRA;Bagasse TPP;-21.174595;-47.629503;0.112896;0.145152;0.129024
ROSA SA INDÚSTRIA E COMÉRCIO DE PRODUTOS AGRÍCOLAS;Bagasse TPP;-23.274548;-47.699435;0.002064384;0.002654208;0.002359296
VALE DO TIJUCO II;Bagasse TPP;-19.700882;-47.973930;0.064512;0.082944;0.073728
SÃO FERNANDO ENERGIA I;Bagasse TPP;-22.221390;-54.722467;0.08064;0.10368;0.09216
