Name;Sector;Lat;Long;NOx-low (Gg/year);NOx-high (Gg/year);NOx-mean (Gg/year);SOx-low(Gg/year);SOx-high(Gg/year);SOx-mean(Gg/year);CO-low(Gg/year);CO-high(Gg/year);CO-mean(Gg/year);PM-low(Gg/year);PM-high(Gg/year);PM-mean(Gg/year);TOC-low(Gg/year);TOC-high(Gg/year);TOC-mean(Gg/year);CO2-low(Gg/year);CO2-high(Gg/year);CO2-mean(Gg/year)
WEATHERFORD;Natural gas TPP;-29.286516;-51.080283;0.000143366;0.001258111;0.000700739;2.63326E-06;2.63326E-06;2.63326E-06;0.00010533;0.000438876;0.000272103;3.51101E-05;3.51101E-05;3.51101E-05;4.97393E-05;4.97393E-05;4.97393E-05;0.533673216;0.533673216;0.533673216
OPERADORA SÃO PAULO RENAISSANCE;Natural gas TPP;-23.535613;-46.603546;0.000738293;0.006478896;0.003608594;1.35605E-05;1.35605E-05;1.35605E-05;0.000542419;0.00226008;0.00140125;0.000180806;0.000180806;0.000180806;0.000256142;0.000256142;0.000256142;2.74825728;2.74825728;2.74825728
MICROTURGN;Natural gas TPP;-20.466172;-54.629082;0.000042924;0.00037668;0.000209802;7.884E-07;7.884E-07;7.884E-07;0.000031536;0.0001314;0.000081468;0.000010512;0.000010512;0.000010512;0.000014892;0.000014892;0.000014892;0.1597824;0.1597824;0.1597824
SESC SENAC-CASS;Natural gas TPP;-22.991492;-43.413314;0.000686784;0.00602688;0.003356832;1.26144E-05;1.26144E-05;1.26144E-05;0.000504576;0.0021024;0.001303488;0.000168192;0.000168192;0.000168192;0.000238272;0.000238272;0.000238272;2.5565184;2.5565184;2.5565184
PAMESA;Natural gas TPP;-8.296450;-35.031878;0.001747865;0.01533841;0.008543137;3.21036E-05;3.21036E-05;3.21036E-05;0.001284146;0.005350608;0.003317377;0.000428049;0.000428049;0.000428049;0.000606402;0.000606402;0.000606402;6.506339328;6.506339328;6.506339328
IMCOPA;Natural gas TPP;-25.600885;-49.393372;0.00300468;0.0263676;0.01468614;0.000055188;0.000055188;0.000055188;0.00220752;0.009198;0.00570276;0.00073584;0.00073584;0.00073584;0.00104244;0.00104244;0.00104244;11.184768;11.184768;11.184768
JARAQUI;Natural gas TPP;-3.118005;-59.972161;0.032397747;0.284306764;0.158352256;0.000595061;0.000595061;0.000595061;0.023802427;0.099176778;0.061489602;0.007934142;0.007934142;0.007934142;0.011240035;0.011240035;0.011240035;120.598962;120.598962;120.598962
CENU;Natural gas TPP;-23.495330;-46.633762;0.00171696;0.0150672;0.00839208;0.000031536;0.000031536;0.000031536;0.00126144;0.005256;0.00325872;0.00042048;0.00042048;0.00042048;0.00059568;0.00059568;0.00059568;6.391296;6.391296;6.391296
PQU;Natural gas TPP;-23.639305;-46.486915;0.003760142;0.032997168;0.018378655;6.90638E-05;6.90638E-05;6.90638E-05;0.002762554;0.01151064;0.007136597;0.000920851;0.000920851;0.000920851;0.001304539;0.001304539;0.001304539;13.99693824;13.99693824;13.99693824
AEROPORTO DE MACEIÓ;Natural gas TPP;-9.506798;-35.792819;0.0003391;0.002975772;0.001657436;6.22836E-06;6.22836E-06;6.22836E-06;0.000249134;0.00103806;0.000643597;8.30448E-05;8.30448E-05;8.30448E-05;0.000117647;0.000117647;0.000117647;1.26228096;1.26228096;1.26228096
MANAUARA;Natural gas TPP;-3.082314;-60.018386;0.036648511;0.321609384;0.179128948;0.000673136;0.000673136;0.000673136;0.026925437;0.11218932;0.069557378;0.008975146;0.008975146;0.008975146;0.01271479;0.01271479;0.01271479;136.4222131;136.4222131;136.4222131
GERAÇÃO PRÓPRIA DE ENERGIA ELÉTRICA - GPEE;Natural gas TPP;-23.002233;-43.312013;0.00257544;0.0226008;0.01258812;0.000047304;0.000047304;0.000047304;0.00189216;0.007884;0.00488808;0.00063072;0.00063072;0.00063072;0.00089352;0.00089352;0.00089352;9.586944;9.586944;9.586944
CENTRAL DE CO-GERAÇÃO SHOPPING - ARACAJU;Natural gas TPP;-10.919497;-37.067762;0.001116024;0.00979368;0.005454852;2.04984E-05;2.04984E-05;2.04984E-05;0.000819936;0.0034164;0.002118168;0.000273312;0.000273312;0.000273312;0.000387192;0.000387192;0.000387192;4.1543424;4.1543424;4.1543424
