Name;Sector;Lat;Long;CO2-low(Gg/year);CO2-high(Gg/year);CO2-mean(Gg/year)
PIONEIROS;Bagasse TPP;-20.684541;-50.917174;86.84928;113.21856;100.03392
SOBAR;Bagasse TPP;-22.686864;-49.419153;7.99013376;10.41610752;9.20312064
ALCOMIRA;Bagasse TPP;-21.121005;-51.090413;4.962816;6.469632;5.716224
LONDRA;Bagasse TPP;-23.410036;-49.105375;8.0232192;10.4592384;9.2412288
DECASA;Bagasse TPP;-22.816385;-50.061069;68.23872;88.95744;78.59808
GUAXUMA;Bagasse TPP;-10.119481;-36.165209;29.59492608;38.58057216;34.08774912
FERRARI;Bagasse TPP;-21.983808;-47.430962;143.71488;187.34976;165.53232
GENERALCO;Bagasse TPP;-20.640629;-50.363694;7.857792;10.243584;9.050688
USINA SÃO LUIZ;Bagasse TPP;-22.971046;-49.909639;33.08544;43.13088;38.10816
PANORÂMICA;Bagasse TPP;-23.420472;-49.097307;7.651008;9.974016;8.812512
CASA DE FORÇA;Bagasse TPP;-20.272784;-50.268888;8.1059328;10.5670656;9.3364992
NOVA TAMOIO;Bagasse TPP;-21.749967;-48.180615;7.444224;9.704448;8.574336
DOIS CÓRREGOS;Bagasse TPP;-22.359716;-48.392853;7.444224;9.704448;8.574336
DESTILARIA MELHORAMENTOS;Bagasse TPP;-23.633356;-52.462851;13.234176;17.252352;15.243264
DESTILARIA PARAGUAÇU;Bagasse TPP;-22.431435;-50.584455;7.444224;9.704448;8.574336
CATANDUVA;Bagasse TPP;-21.193217;-48.784180;18.61056;24.26112;21.43584
COLORADO;Bagasse TPP;-20.311752;-48.298516;109.0992384;142.2240768;125.6616576
NOVA AMÉRICA;Bagasse TPP;-22.745071;-50.600983;49.62816;64.69632;57.16224
EQUIPAV;Bagasse TPP;-21.559317;-49.868596;120.761856;157.427712;139.094784
IBIRÁ;Bagasse TPP;-21.492994;-47.390793;16.4444976;21.4373952;18.9409464
SIDROLÂNDIA (ANTIGA SANTA OLINDA);Bagasse TPP;-20.909544;-54.953320;11.0836224;14.4488448;12.7662336
COOPERNAVI;Bagasse TPP;-23.038283;-54.184956;24.81408;32.34816;28.58112
MARACAJÚ;Bagasse TPP;-21.612245;-55.181926;15.302016;19.948032;17.625024
PASSA TEMPO;Bagasse TPP;-21.782953;-54.530882;152.606592;198.941184;175.773888
JALLES MACHADO;Bagasse TPP;-15.337953;-49.106689;103.392;134.784;119.088
GOIANÉSIA;Bagasse TPP;-15.302771;-49.128490;15.095232;19.678464;17.386848
SANTA HELENA AÇÚCAR E ÁLCOOL;Bagasse TPP;-17.824745;-50.582152;9.098496;11.860992;10.479744
VALE DO VERDÃO;Bagasse TPP;-17.797797;-50.331985;48.387456;63.078912;55.733184
GOIASA;Bagasse TPP;-18.024206;-49.364596;96.1959168;125.4030336;110.7994752
COPRODIA;Bagasse TPP;-13.678132;-57.890803;12.40704;16.17408;14.29056
ITAMARATI;Bagasse TPP;-14.769670;-57.282329;77.544;101.088;89.316
SANTA TEREZINHA PARANACITY;Bagasse TPP;-22.937190;-52.152406;95.12064;124.00128;109.56096
SANTA TEREZINHA (IVATÉ);Bagasse TPP;-23.404349;-53.378860;18.61056;24.26112;21.43584
PEROBÁLCOOL;Bagasse TPP;-23.888840;-53.405361;4.962816;6.469632;5.716224
VALE DO IVAÍ;Bagasse TPP;-23.861497;-51.853163;38.048256;49.600512;43.824384
BIO COOPCANA;Bagasse TPP;-23.306438;-52.479983;103.392;134.784;119.088
SANTA TEREZINHA;Bagasse TPP;-23.748730;-52.880378;104.42592;136.13184;120.27888
SABARÁLCOOL;Bagasse TPP;-23.807811;-52.253667;9.0261216;11.7666432;10.3963824
IGUATEMI (ANTIGA SANTA TEREZINHA - IGUATEMI);Bagasse TPP;-23.401766;-51.903616;7.030656;9.165312;8.097984
JACAREZINHO;Bagasse TPP;-23.134816;-49.939865;9.512064;12.400128;10.956096
DESTILARIA DE ÁLCOOL IBAITI;Bagasse TPP;-23.817147;-50.179785;7.444224;9.704448;8.574336
DACALDA;Bagasse TPP;-23.140795;-49.973382;4.549248;5.930496;5.239872
COFERCATU;Bagasse TPP;-22.873829;-51.411299;8.27136;10.78272;9.52704
COOPERVAL;Bagasse TPP;-23.598322;-51.657237;7.444224;9.704448;8.574336
SÃO FRANCISCO;Bagasse TPP;-23.041734;-47.359096;8.684928;11.321856;10.003392
SANTA RITA;Bagasse TPP;-21.693346;-47.490832;13.854528;18.061056;15.957792
TRIÁLCOOL;Bagasse TPP;-18.730409;-49.203488;31.0176;40.4352;35.7264
USINA DA SERRA;Bagasse TPP;-21.950352;-47.996571;31.0176;40.4352;35.7264
SANTA HELENA;Bagasse TPP;-22.837436;-47.600093;9.925632;12.939264;11.432448
MUMBUCA;Bagasse TPP;-22.626069;-50.201498;1.04219136;1.35862272;1.20040704
DELTA;Bagasse TPP;-19.973386;-47.768499;65.9124;85.9248;75.9186
COSTA PINTO;Bagasse TPP;-22.718278;-47.599516;155.088;202.176;178.632
SANTA ELISA - UNIDADE I;Bagasse TPP;-21.134084;-47.971177;119.93472;156.34944;138.14208
MORENO;Bagasse TPP;-21.548690;-47.702446;11.4144768;14.8801536;13.1473152
CITROSUCO;Bagasse TPP;-21.633410;-48.337381;14.47488;18.86976;16.67232
CLEALCO;Bagasse TPP;-21.561272;-50.452938;23.159808;30.191616;26.675712
ALCOAZUL;Bagasse TPP;-21.185822;-50.467029;15.302016;19.948032;17.625024
QUATÁ;Bagasse TPP;-22.236973;-50.707809;134.4096;175.2192;154.8144
ZANIN;Bagasse TPP;-21.836995;-48.150746;33.08544;43.13088;38.10816
COINBRA - FRUTESP;Bagasse TPP;-20.933129;-48.484139;10.3392;13.4784;11.9088
SANTA MARIA DE LENÇÓIS;Bagasse TPP;-22.570551;-48.815666;6.2862336;8.1948672;7.2405504
SANTO ANTÔNIO;Bagasse TPP;-21.142490;-48.010702;47.56032;62.00064;54.78048
UFA;Bagasse TPP;-22.160442;-51.374044;52.109568;67.931136;60.020352
UJU;Bagasse TPP;-22.850749;-51.973415;62.0352;80.8704;71.4528
JB;Bagasse TPP;-8.115920;-35.264315;68.652288;89.496576;79.074432
SANTA ISABEL;Bagasse TPP;-21.480586;-49.223752;95.12064;124.00128;109.56096
SANTA CLARA;Bagasse TPP;-21.255799;-48.345049;0.62448768;0.81409536;0.71929152
SANTA HERMÍNIA;Bagasse TPP;-22.810175;-50.069052;2.481408;3.234816;2.858112
CEVASA;Bagasse TPP;-20.630383;-47.287820;111.66336;145.56672;128.61504
COOPERFRIGO;Bagasse TPP;-21.562310;-49.851773;8.27136;10.78272;9.52704
DESTIVALE;Bagasse TPP;-21.174617;-50.447803;10.3392;13.4784;11.9088
GRIZZO;Bagasse TPP;-22.335044;-48.547298;4.06950912;5.30509824;4.68730368
VISTA ALEGRE;Bagasse TPP;-23.569946;-48.016382;72.3744;94.3488;83.3616
CAMPO FLORIDO;Bagasse TPP;-19.760626;-48.574949;62.0352;80.8704;71.4528
CORURIPE ITURAMA;Bagasse TPP;-19.717810;-50.192989;49.62816;64.69632;57.16224
CACHOEIRA;Bagasse TPP;-9.612216;-35.715091;15.302016;19.948032;17.625024
ARALCO;Bagasse TPP;-20.938333;-50.496689;9.925632;12.939264;11.432448
JAPUNGU;Bagasse TPP;-7.205941;-34.849883;34.739712;45.287424;40.013568
ITAENGA;Bagasse TPP;-7.933856;-35.287967;97.18848;126.69696;111.94272
VOLTA GRANDE;Bagasse TPP;-19.917887;-48.367224;113.6029939;148.0952678;130.8491309
MARITUBA;Bagasse TPP;-10.132662;-36.650397;42.39072;55.26144;48.82608
SERRA GRANDE;Bagasse TPP;-9.011972;-36.057302;35.566848;46.365696;40.966272
CUCAÚ;Bagasse TPP;-8.677323;-35.159524;26.054784;33.965568;30.010176
SUMAÚMA;Bagasse TPP;-9.755077;-35.840890;8.27136;10.78272;9.52704
PAÍSA;Bagasse TPP;-10.274169;-36.543303;9.925632;12.939264;11.432448
CAPRICHO;Bagasse TPP;-9.397901;-36.145578;4.962816;6.469632;5.716224
LAGINHA-MATRIX;Bagasse TPP;-9.177042;-36.014828;10.235808;13.343616;11.789712
GAMELEIRA;Bagasse TPP;-10.639871;-51.564187;4.20185088;5.47762176;4.83973632
BAÍA FORMOSA;Bagasse TPP;-6.373506;-35.008718;82.7136;107.8272;95.2704
TRAPICHE;Bagasse TPP;-8.594271;-35.109934;53.76384;70.08768;61.92576
ESTIVAS;Bagasse TPP;-6.193552;-35.162355;35.15328;45.82656;40.48992
CENTRAL OLHO D ÁGUA;Bagasse TPP;-7.406727;-35.275149;8.684928;11.321856;10.003392
UNIÃO E INDÚSTRIA;Bagasse TPP;-8.329041;-35.352427;9.512064;12.400128;10.956096
AGROVALE;Bagasse TPP;-9.463096;-40.483824;28.94976;37.73952;33.34464
IPOJUCA;Bagasse TPP;-8.395756;-35.059020;19.024128;24.800256;21.912192
JITITUBA SANTO ANTÔNIO;Bagasse TPP;-9.308071;-35.559876;56.658816;73.861632;65.260224
UNA AÇÚCAR E ENERGIA;Bagasse TPP;-8.757629;-35.113000;6.20352;8.08704;7.14528
SINIMBU;Bagasse TPP;-9.777575;-36.104438;37.22112;48.52224;42.87168
ARTIVINCO (ANTIGA RIO PARDO);Bagasse TPP;-21.493892;-47.390321;9.30528;12.13056;10.71792
PITANGUEIRAS;Bagasse TPP;-21.000597;-48.207559;51.696;67.392;59.544
TERMOCANA;Bagasse TPP;-23.313969;-52.475982;16.956288;22.104576;19.530432
DIAMANTE;Bagasse TPP;-22.254359;-48.554851;14.47488;18.86976;16.67232
SANTA TERESA;Bagasse TPP;-7.559237;-35.021114;41.770368;54.452736;48.111552
VALE DO PARANAÍBA;Bagasse TPP;-18.689223;-49.561962;10.3392;13.4784;11.9088
GIASA II;Bagasse TPP;-7.400483;-35.095411;62.0352;80.8704;71.4528
SÃO JOSÉ COLINA;Bagasse TPP;-20.706936;-48.527504;171.63072;223.74144;197.68608
LASA;Bagasse TPP;-19.374081;-40.062541;6.617088;8.626176;7.621632
SÃO JOSÉ;Bagasse TPP;-7.839948;-34.900929;52.7712768;68.7937536;60.7825152
SANTO ÂNGELO;Bagasse TPP;-19.912785;-48.690355;82.7136;107.8272;95.2704
WD;Bagasse TPP;-17.731139;-46.171271;13.5650304;17.6836608;15.6243456
IPAUSSU;Bagasse TPP;-23.034435;-49.633445;12.40704;16.17408;14.29056
J L G;Bagasse TPP;-21.516709;-48.392901;3.308544;4.313088;3.810816
CANAÃ;Bagasse TPP;-22.407712;-50.579133;62.0352;80.8704;71.4528
SERESTA;Bagasse TPP;-9.902535;-36.357484;19.64448;25.60896;22.62672
USACIGA;Bagasse TPP;-23.369214;-52.931285;100.497024;131.010048;115.753536
DASA;Bagasse TPP;-17.799245;-40.251003;8.684928;11.321856;10.003392
ALCON;Bagasse TPP;-18.572788;-39.735087;23.159808;30.191616;26.675712
IOLANDO LEITE;Bagasse TPP;-10.505835;-37.053074;16.54272;21.56544;19.05408
COOPER-RUBI;Bagasse TPP;-15.167025;-49.797647;4.962816;6.469632;5.716224
NOVA GERAÇÃO;Bagasse TPP;-17.039590;-50.149597;12.820608;16.713216;14.766912
CORURIPE;Bagasse TPP;-10.130596;-36.174135;33.08544;43.13088;38.10816
CRV;Bagasse TPP;-15.356253;-49.695175;8.27136;10.78272;9.52704
COINBRA - FRUTESP;Bagasse TPP;-21.606759;-48.361414;16.54272;21.56544;19.05408
LAGO AZUL;Bagasse TPP;-17.730060;-48.187500;4.13568;5.39136;4.76352
ELDORADO;Bagasse TPP;-21.788293;-54.533714;51.73528896;67.44321792;59.58925344
MÜLLER DESTILARIA;Bagasse TPP;-21.844942;-47.457573;4.5078912;5.8765824;5.1922368
FRONTEIRA;Bagasse TPP;-20.292105;-49.202398;5.376384;7.008768;6.192576
COCAMAR MARINGÁ;Bagasse TPP;-23.376793;-51.909967;26.88192;35.04384;30.96288
SÃO TOMÉ;Bagasse TPP;-23.538115;-52.591992;8.27136;10.78272;9.52704
FARTURA;Bagasse TPP;-21.192154;-49.582546;81.472896;106.209792;93.841344
PETRIBU;Bagasse TPP;-7.926291;-35.295526;75.47616;98.39232;86.93424
RIBEIRÃO;Bagasse TPP;-8.512385;-35.370441;13.234176;17.252352;15.243264
LIMEIRA DO OESTE;Bagasse TPP;-19.547649;-50.583249;10.3392;13.4784;11.9088
QUIRINÓPOLIS;Bagasse TPP;-18.464344;-50.459554;165.4272;215.6544;190.5408
VERTENTE;Bagasse TPP;-20.490354;-48.936114;109.59552;142.87104;126.23328
FRUTAL;Bagasse TPP;-20.026119;-48.884738;33.27568128;43.37888256;38.32728192
OUROESTE;Bagasse TPP;-20.006831;-50.365880;24.81408;32.34816;28.58112
ALCOOLVALE;Bagasse TPP;-20.053653;-51.111467;8.684928;11.321856;10.003392
TRIUNFO;Bagasse TPP;-9.631763;-36.199579;28.94976;37.73952;33.34464
USINA BERTOLO AÇÚCAR E ÁLCOOL;Bagasse TPP;-21.087817;-48.653921;7.857792;10.243584;9.050688
CERBA;Bagasse TPP;-22.721444;-47.597113;0.7444224;0.9704448;0.8574336
PEDROSA;Bagasse TPP;-8.471329;-35.540327;9.098496;11.860992;10.479744
INTERLAGOS;Bagasse TPP;-20.626738;-51.085484;82.7136;107.8272;95.2704
BEM BRASIL;Bagasse TPP;-19.632869;-46.976761;4.39416;5.72832;5.06124
BURITI;Bagasse TPP;-20.182455;-47.716855;10.3392;13.4784;11.9088
CÓRREGO AZUL;Bagasse TPP;-21.560458;-49.868082;1.0752768;1.4017536;1.2385152
ITAPAGIPE;Bagasse TPP;-19.899064;-49.357223;12.40704;16.17408;14.29056
CEM (ANTIGA CAMEN);Bagasse TPP;-17.734926;-49.135929;24.81408;32.34816;28.58112
CENTRO OESTE IGUATEMI;Bagasse TPP;-23.469070;-54.184301;8.27136;10.78272;9.52704
CITROVITA CATANDUVA;Bagasse TPP;-21.124940;-48.961370;40.99286016;53.43916032;47.21601024
UNIDADE SANTO INÁCIO - USI;Bagasse TPP;-22.692087;-51.784801;144.7488;188.6976;166.7232
BOA VISTA;Bagasse TPP;-18.444072;-50.430114;165.4272;215.6544;190.5408
ENERGÉTICA SANTA HELENA;Bagasse TPP;-22.275437;-53.368272;6.617088;8.626176;7.621632
SALI;Bagasse TPP;-9.553958;-35.741719;20.471616;26.687232;23.579424
VERÍSSIMO;Bagasse TPP;-19.669562;-48.308466;10.3392;13.4784;11.9088
CARNEIRINHO;Bagasse TPP;-19.699103;-50.677420;49.62816;64.69632;57.16224
SAFI;Bagasse TPP;-21.475473;-54.376811;9.5947776;12.5079552;11.0513664
TGN;Bagasse TPP;-23.037183;-49.146485;2.481408;3.234816;2.858112
DESTILARIA PORTO ALEGRE;Bagasse TPP;-8.912566;-35.725861;4.962816;6.469632;5.716224
IACANGA;Bagasse TPP;-21.899014;-49.030111;80.64576;105.13152;92.88864
PIONEIROS II;Bagasse TPP;-20.684771;-50.923053;72.3744;94.3488;83.3616
NOVA MORENO;Bagasse TPP;-20.760631;-49.698604;32.05979136;41.79382272;36.92680704
POTIRENDABA (ANTIGA CERRADINHO POTIRENDABA);Bagasse TPP;-21.048518;-49.360706;83.127168;108.366336;95.746752
PAU D´ALHO;Bagasse TPP;-22.813705;-50.059521;8.6022144;11.2140288;9.9081216
USINA BONFIM;Bagasse TPP;-21.347427;-48.225510;229.53024;299.22048;264.37536
JUNCO NOVO;Bagasse TPP;-10.505711;-37.053135;2.481408;3.234816;2.858112
ANGÉLICA;Bagasse TPP;-22.167133;-53.745692;198.51264;258.78528;228.64896
USINA VALE;Bagasse TPP;-20.615896;-49.300069;9.098496;11.860992;10.479744
SÃO JOSÉ DO PINHEIRO;Bagasse TPP;-10.812349;-37.170040;30.397248;39.626496;35.011872
USINA MONTE ALEGRE;Bagasse TPP;-21.311929;-46.364313;38.25504;49.87008;44.06256
CORURIPE ENERGÉTICA - FILIAL CAMPO FLORIDO;Bagasse TPP;-19.767047;-48.582931;62.0352;80.8704;71.4528
CERRADÃO;Bagasse TPP;-20.016696;-48.952405;111.66336;145.56672;128.61504
COCAL II;Bagasse TPP;-22.395095;-51.520753;165.4272;215.6544;190.5408
PIRAPAMA;Bagasse TPP;-8.112096;-35.286631;51.696;67.392;59.544
LDC BIOENERGIA LAGOA DA PRATA (ANTIGA LOUIS DREYFUS LAGOA DA PRATA);Bagasse TPP;-20.018989;-45.514258;175.7664;229.1328;202.4496
LDC BIOENERGIA RIO BRILHANTE (ANTIGA LOUIS DREYFUS RIO BRILHANTE);Bagasse TPP;-21.787157;-54.528522;186.1056;242.6112;214.3584
TOTAL;Bagasse TPP;-20.014332;-45.955029;51.696;67.392;59.544
SÃO JUDAS TADEU;Bagasse TPP;-15.341599;-43.683926;115.79904;150.95808;133.37856
EQUIPAV II;Bagasse TPP;-21.562564;-49.851319;165.4272;215.6544;190.5408
GUARIROBA;Bagasse TPP;-20.186473;-49.698401;24.81408;32.34816;28.58112
COMVAP;Bagasse TPP;-4.591256;-42.867184;18.196992;23.721984;20.959488
DA MATA;Bagasse TPP;-21.244303;-50.869571;82.7136;107.8272;95.2704
NOROESTE PAULISTA;Bagasse TPP;-20.664637;-49.924981;124.0704;161.7408;142.9056
UBERABA;Bagasse TPP;-19.748313;-47.914878;24.81408;32.34816;28.58112
MONÇÕES;Bagasse TPP;-20.876215;-50.129441;41.3568;53.9136;47.6352
USAÇÚCAR - TERRA RICA;Bagasse TPP;-22.701249;-52.629300;34.11936;44.47872;39.29904
SANTA INES;Bagasse TPP;-21.134924;-48.059082;5.376384;7.008768;6.192576
PINDORAMA;Bagasse TPP;-10.119224;-36.168209;8.27136;10.78272;9.52704
LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL;Bagasse TPP;-23.582392;-46.831505;8.27136;10.78272;9.52704
VIRGOLINO DE OLIVEIRA - FAZENDA CANOAS;Bagasse TPP;-21.053407;-49.697843;10.3392;13.4784;11.9088
AGROALCOOL;Bagasse TPP;-20.748645;-49.719217;2.481408;3.234816;2.858112
MONTEVERDE;Bagasse TPP;-22.550974;-55.716097;41.3568;53.9136;47.6352
VISTA ALEGRE I (ANTIGA ENERGÉTICA VISTA ALEGRE);Bagasse TPP;-21.611607;-55.180381;62.0352;80.8704;71.4528
PORTO DAS ÁGUAS;Bagasse TPP;-18.410882;-52.642126;144.7488;188.6976;166.7232
NOBLE ENERGIA;Bagasse TPP;-20.660239;-49.927799;62.0352;80.8704;71.4528
SANTA LUZIA I;Bagasse TPP;-21.452608;-54.381875;268.8192;350.4384;309.6288
PORTO ALEGRE;Bagasse TPP;-8.910043;-35.713931;4.962816;6.469632;5.716224
CONQUISTA DO PONTAL;Bagasse TPP;-22.270824;-51.890038;227.4624;296.5248;261.9936
CAÇÚ I;Bagasse TPP;-18.575739;-51.131785;268.8192;350.4384;309.6288
GUAÍRA ENERGÉTICA;Bagasse TPP;-20.313081;-48.298430;113.7312;148.2624;130.9968
COLOMBO PALESTINA;Bagasse TPP;-20.390335;-49.445647;31.0176;40.4352;35.7264
CACHOEIRA DOURADA;Bagasse TPP;-18.489251;-49.470448;82.7136;107.8272;95.2704
VALE DO TIJUCO;Bagasse TPP;-19.741125;-47.877666;93.0528;121.3056;107.1792
CLEALCO-QUEIROZ;Bagasse TPP;-21.804890;-50.217727;93.0528;121.3056;107.1792
UNIDADE DE BIOENERGIA COSTA RICA;Bagasse TPP;-18.551578;-53.139214;165.0715315;215.190743;190.1311373
UNIDADE DE BIOENERGIA ALTO TAQUARI;Bagasse TPP;-17.811642;-53.288886;150.331968;195.975936;173.153952
UNIDADE DE BIOENERGIA ÁGUA EMENDADA;Bagasse TPP;-17.525777;-52.084929;165.0715315;215.190743;190.1311373
UNIDADE DE BIOENERGIA MORRO VERMELHO;Bagasse TPP;-17.580820;-52.541181;150.331968;195.975936;173.153952
CHAPADÃO AGROENERGIA;Bagasse TPP;-21.166517;-50.181425;190.24128;248.00256;219.12192
JATAÍ;Bagasse TPP;-17.908282;-51.681837;217.1232;283.0464;250.0848
SÃO FERNANDO AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.221182;-54.723002;99.25632;129.39264;114.32448
VALE DO SÃO SIMÃO;Bagasse TPP;-18.856949;-50.131334;113.7312;148.2624;130.9968
BARRA BIOENERGIA;Bagasse TPP;-22.476708;-48.536750;281.22624;366.61248;323.91936
BEN BIOENERGIA;Bagasse TPP;-9.915217;-36.333194;109.59552;142.87104;126.23328
BIOPAV II;Bagasse TPP;-21.160740;-50.182912;134.4096;175.2192;154.8144
BIOENERGÉTICA VALE DO PARACATU - BEVAP;Bagasse TPP;-17.734164;-46.172472;113.7312;148.2624;130.9968
RIO PARDO;Bagasse TPP;-23.052979;-49.129748;124.0704;161.7408;142.9056
CANABRAVA;Bagasse TPP;-21.672795;-41.311902;90.98496;118.60992;104.79744
TROPICAL BIOENERGIA;Bagasse TPP;-17.367916;-49.905406;113.7312;148.2624;130.9968
ITUMBIARA;Bagasse TPP;-18.376252;-49.204292;115.79904;150.95808;133.37856
ITUIUTABA;Bagasse TPP;-18.965092;-49.489166;115.79904;150.95808;133.37856
GUARANI - TANABI;Bagasse TPP;-20.618185;-49.665297;78.57792;102.43584;90.50688
TABU;Bagasse TPP;-7.509367;-34.878019;17.369856;22.643712;20.006784
CAARAPÓ;Bagasse TPP;-22.610073;-54.814483;157.15584;204.87168;181.01376
AMANDINA;Bagasse TPP;-22.306109;-53.848312;82.7136;107.8272;95.2704
BIOLINS;Bagasse TPP;-21.675278;-49.780312;57.89952;75.47904;66.68928
PASSOS;Bagasse TPP;-20.732616;-46.573274;29.1358656;37.9821312;33.5589984
MADECAL;Bagasse TPP;-26.784158;-50.954829;6.617088;8.626176;7.621632
SÃO MIGUEL;Bagasse TPP;-9.794159;-36.048588;27.295488;35.582976;31.439232
MONTERREY;Bagasse TPP;-23.387164;-46.510155;7.23744;9.43488;8.33616
SANTA JULIANA;Bagasse TPP;-19.316906;-47.547497;181.96992;237.21984;209.59488
BALDIN;Bagasse TPP;-22.011698;-47.445768;93.0528;121.3056;107.1792
LARANJEIRAS;Bagasse TPP;-7.659250;-35.322135;9.977328;13.006656;11.491992
MUNDIAL;Bagasse TPP;-21.153199;-51.113812;7.444224;9.704448;8.574336
IPAUSSU BIOENERGIA;Bagasse TPP;-23.073656;-49.590730;157.15584;204.87168;181.01376
BOM JESUS;Bagasse TPP;-8.267269;-35.022032;6.617088;8.626176;7.621632
ITAPURANGA;Bagasse TPP;-15.556943;-49.928509;5.789952;7.547904;6.668928
UNIVALEM BIOENERGIA;Bagasse TPP;-21.213473;-50.868156;93.0528;121.3056;107.1792
DVPA;Bagasse TPP;-17.236733;-46.848537;57.89952;75.47904;66.68928
COLOMBO SANTA ALBERTINA;Bagasse TPP;-20.032216;-50.737458;103.392;134.784;119.088
IPÊ (ANTIGA CENI);Bagasse TPP;-21.116831;-51.478740;51.696;67.392;59.544
IACO AGRÍCOLA;Bagasse TPP;-18.802688;-52.603554;62.0352;80.8704;71.4528
JOSÉ BONIFÁCIO;Bagasse TPP;-21.053794;-49.697339;39.28896;51.21792;45.25344
NOBLE ENERGIA II;Bagasse TPP;-20.352886;-50.188008;62.0352;80.8704;71.4528
VICENTINA;Bagasse TPP;-22.404224;-54.446375;4.13568;5.39136;4.76352
MERIDIANO;Bagasse TPP;-20.457000;-50.207081;124.0704;161.7408;142.9056
BIOENERGÉTICA AROEIRA;Bagasse TPP;-18.621175;-48.685711;33.08544;43.13088;38.10816
CODORA;Bagasse TPP;-15.301860;-49.083515;99.25632;129.39264;114.32448
VITÓRIA;Bagasse TPP;-8.686566;-35.580813;8.736624;11.389248;10.062936
VALE DO IVAÍ - CAMBUÍ;Bagasse TPP;-24.003310;-51.821732;7.444224;9.704448;8.574336
CABRERA;Bagasse TPP;-19.542453;-50.581143;51.696;67.392;59.544
SALGADO;Bagasse TPP;-8.395926;-35.058247;7.444224;9.704448;8.574336
COPLASA;Bagasse TPP;-21.025407;-49.918759;20.6784;26.9568;23.8176
CAMPO LINDO;Bagasse TPP;-10.487607;-37.192394;51.696;67.392;59.544
MANACÁ;Bagasse TPP;-18.384051;-49.202310;10.3392;13.4784;11.9088
BURITI;Bagasse TPP;-20.182361;-47.716712;103.392;134.784;119.088
IBÉRIA;Bagasse TPP;-22.251959;-50.545607;13.4823168;17.5758336;15.5290752
VIRALCOOL CASTILHO;Bagasse TPP;-20.891003;-51.501970;103.392;134.784;119.088
MOGIANA BIO-ENERGIA;Bagasse TPP;-20.586554;-47.880019;8.27136;10.78272;9.52704
SELECTA;Bagasse TPP;-18.642740;-48.161331;23.573376;30.730752;27.152064
DA PEDRA;Bagasse TPP;-21.174595;-47.629503;144.7488;188.6976;166.7232
ROSA SA INDÚSTRIA E COMÉRCIO DE PRODUTOS AGRÍCOLAS;Bagasse TPP;-23.274548;-47.699435;2.6468352;3.4504704;3.0486528
VALE DO TIJUCO II;Bagasse TPP;-19.700882;-47.973930;82.7136;107.8272;95.2704
SÃO FERNANDO ENERGIA I;Bagasse TPP;-22.221390;-54.722467;103.392;134.784;119.088
USINA LAGUNA AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.478038;-55.746168;4.962816;6.469632;5.716224
UNIDADE BOM SUCESSO;Bagasse TPP;-17.980494;-49.375411;9.30528;12.13056;10.71792
PEDRO AFONSO;Bagasse TPP;-8.998591;-48.166578;165.4272;215.6544;190.5408
BOM SUCESSO;Bagasse TPP;-17.993259;-49.365819;3.10176;4.04352;3.57264
USINA CORURIPE AÇÚCAR E ÁLCOOL;Bagasse TPP;-19.728107;-50.225269;41.3568;53.9136;47.6352
RIO VERMELHO;Bagasse TPP;-21.526519;-51.438565;82.7136;107.8272;95.2704
PARANAPANEMA;Bagasse TPP;-22.462659;-51.760977;124.0704;161.7408;142.9056
FIGUEIRA INDÚSTRIA E COMÉRCIO;Bagasse TPP;-21.076862;-50.122173;9.098496;11.860992;10.479744
FISCHER;Bagasse TPP;-22.527428;-47.393033;10.3392;13.4784;11.9088
COSTA BIOENERGIA;Bagasse TPP;-23.774738;-53.252707;31.0176;40.4352;35.7264
ALCOESTE DESTILARIA FERNANDÓPOLIS;Bagasse TPP;-20.272873;-50.246408;8.8503552;11.5375104;10.1939328
TAQUARI;Bagasse TPP;-10.498619;-37.060283;16.54272;21.56544;19.05408
PAULICÉIA;Bagasse TPP;-21.305357;-51.831764;69.7896;90.9792;80.3844
SÃO SIMÃO;Bagasse TPP;-18.983844;-50.574962;8.684928;11.321856;10.003392
BROTAS;Bagasse TPP;-22.266829;-48.153793;144.7488;188.6976;166.7232
CONQUISTA DE MINAS;Bagasse TPP;-19.933192;-47.538615;7.444224;9.704448;8.574336
ENERVALE;Bagasse TPP;-17.729606;-46.152731;62.0352;80.8704;71.4528
VIRÁLCOOL 2;Bagasse TPP;-20.995790;-48.219425;62.0352;80.8704;71.4528
ENERGÉTICA ITAJUBARA;Bagasse TPP;-4.237171;-43.013909;6.617088;8.626176;7.621632
BIO ALVORADA;Bagasse TPP;-18.426294;-49.192760;103.392;134.784;119.088
SÃO MARTINHO ENERGIA;Bagasse TPP;-21.339502;-48.115602;81.67968;106.47936;94.07952
UFL;Bagasse TPP;-22.859261;-51.386739;86.84928;113.21856;100.03392
UNIÃO;Bagasse TPP;-8.333162;-35.354162;20.6784;26.9568;23.8176
USALPA;Bagasse TPP;-21.500709;-51.421151;6.20352;8.08704;7.14528
PAM DESTILARIA;Bagasse TPP;-17.219287;-46.839849;2.481408;3.234816;2.858112
SANTA MARIA AÇUCAREIRA;Bagasse TPP;-9.045900;-35.402154;9.512064;12.400128;10.956096
FURLAN AVARÉ;Bagasse TPP;-23.112499;-48.905700;62.0352;80.8704;71.4528
