Name;Sector;Lat;Long;TOC-low(Gg/year);TOC-high(Gg/year);TOC-mean(Gg/year)
ITAIQUARA;Bagasse TPP;-21.455312;-46.750967;4.23936E-06;5.5296E-06;4.88448E-06
ÁGUA LIMPA;Bagasse TPP;-20.780958;-49.728315;3.65645E-06;4.76928E-06;4.21286E-06
SANTA ROSA;Bagasse TPP;-23.259627;-47.639170;3.65645E-06;4.76928E-06;4.21286E-06
SANTA FÉ;Bagasse TPP;-21.768898;-48.557412;8.47872E-06;1.10592E-05;9.76896E-06
LWARCEL;Bagasse TPP;-22.546772;-48.814894;5.2992E-06;0.000006912;6.1056E-06
SANTO ANTÔNIO;Bagasse TPP;-22.659797;-47.643290;1.53677E-06;2.00448E-06;1.77062E-06
FLORAPLAC;Bagasse TPP;-2.963406;-47.375360;0.000001656;0.00000216;0.000001908
DELOS;Bagasse TPP;-21.161521;-47.988729;9.2736E-07;1.2096E-06;1.06848E-06
DELLA COLETTA;Bagasse TPP;-22.081042;-48.719312;5.2992E-06;0.000006912;6.1056E-06
BARRA;Bagasse TPP;-22.478612;-48.545333;2.09318E-05;2.73024E-05;2.41171E-05
BRANCO PERES;Bagasse TPP;-21.688810;-51.046027;5.2727E-06;6.87744E-06;6.07507E-06
PEDERNEIRAS;Bagasse TPP;-23.122203;-47.718601;3.17952E-06;4.1472E-06;3.66336E-06
GASA;Bagasse TPP;-20.931918;-51.379115;0.000108634;0.000141696;0.000125165
URBANO JARAGUÁ;Bagasse TPP;-26.508364;-49.109841;3.9744E-06;0.000005184;4.5792E-06
COCAL;Bagasse TPP;-22.393625;-50.591643;3.73594E-05;4.87296E-05;4.30445E-05
DULCINI;Bagasse TPP;-22.602154;-46.935960;2.45247E-06;3.19887E-06;2.82567E-06
DACAL;Bagasse TPP;-21.787154;-50.810506;5.82912E-06;7.6032E-06;6.71616E-06
GUARANI;Bagasse TPP;-20.821616;-48.821199;1.24531E-05;1.62432E-05;1.43482E-05
URUBA;Bagasse TPP;-9.500704;-36.001414;0.000013248;0.00001728;0.000015264
COOCAROL;Bagasse TPP;-23.404581;-52.752034;5.2992E-06;0.000006912;6.1056E-06
CATANDUVA (ANTIGA CERRADINHO);Bagasse TPP;-21.135240;-48.976821;0.00009936;0.0001296;0.00011448
BOM RETIRO;Bagasse TPP;-22.978864;-47.506309;4.76928E-06;6.2208E-06;5.49504E-06
DESTIL;Bagasse TPP;-21.256114;-49.139955;4.50432E-06;5.8752E-06;5.18976E-06
FANY;Bagasse TPP;-22.198420;-51.291532;1.58976E-06;2.0736E-06;1.83168E-06
PIONEIROS;Bagasse TPP;-20.684541;-50.917174;5.56416E-05;0.000072576;6.41088E-05
SOBAR;Bagasse TPP;-22.686864;-49.419153;5.11903E-06;6.67699E-06;5.89801E-06
ALCOMIRA;Bagasse TPP;-21.121005;-51.090413;3.17952E-06;4.1472E-06;3.66336E-06
LONDRA;Bagasse TPP;-23.410036;-49.105375;5.14022E-06;6.70464E-06;5.92243E-06
DECASA;Bagasse TPP;-22.816385;-50.061069;4.37184E-05;0.000057024;5.03712E-05
GUAXUMA;Bagasse TPP;-10.119481;-36.165209;1.89605E-05;2.47311E-05;2.18458E-05
FERRARI;Bagasse TPP;-21.983808;-47.430962;9.20736E-05;0.000120096;0.000106085
GENERALCO;Bagasse TPP;-20.640629;-50.363694;5.03424E-06;6.5664E-06;5.80032E-06
USINA SÃO LUIZ;Bagasse TPP;-22.971046;-49.909639;2.11968E-05;0.000027648;2.44224E-05
PANORÂMICA;Bagasse TPP;-23.420472;-49.097307;4.90176E-06;6.3936E-06;5.64768E-06
CASA DE FORÇA;Bagasse TPP;-20.272784;-50.268888;5.19322E-06;6.77376E-06;5.98349E-06
NOVA TAMOIO;Bagasse TPP;-21.749967;-48.180615;4.76928E-06;6.2208E-06;5.49504E-06
DOIS CÓRREGOS;Bagasse TPP;-22.359716;-48.392853;4.76928E-06;6.2208E-06;5.49504E-06
DESTILARIA MELHORAMENTOS;Bagasse TPP;-23.633356;-52.462851;8.47872E-06;1.10592E-05;9.76896E-06
DESTILARIA PARAGUAÇU;Bagasse TPP;-22.431435;-50.584455;4.76928E-06;6.2208E-06;5.49504E-06
CATANDUVA;Bagasse TPP;-21.193217;-48.784180;1.19232E-05;0.000015552;1.37376E-05
COLORADO;Bagasse TPP;-20.311752;-48.298516;6.98964E-05;9.11693E-05;8.05329E-05
NOVA AMÉRICA;Bagasse TPP;-22.745071;-50.600983;3.17952E-05;0.000041472;3.66336E-05
EQUIPAV;Bagasse TPP;-21.559317;-49.868596;7.73683E-05;0.000100915;8.91418E-05
IBIRÁ;Bagasse TPP;-21.492994;-47.390793;1.05355E-05;1.37419E-05;1.21387E-05
SIDROLÂNDIA (ANTIGA SANTA OLINDA);Bagasse TPP;-20.909544;-54.953320;7.10093E-06;9.26208E-06;8.1815E-06
COOPERNAVI;Bagasse TPP;-23.038283;-54.184956;1.58976E-05;0.000020736;1.83168E-05
MARACAJÚ;Bagasse TPP;-21.612245;-55.181926;9.80352E-06;1.27872E-05;1.12954E-05
PASSA TEMPO;Bagasse TPP;-21.782953;-54.530882;9.77702E-05;0.000127526;0.000112648
JALLES MACHADO;Bagasse TPP;-15.337953;-49.106689;0.00006624;0.0000864;0.00007632
GOIANÉSIA;Bagasse TPP;-15.302771;-49.128490;9.67104E-06;1.26144E-05;1.11427E-05
SANTA HELENA AÇÚCAR E ÁLCOOL;Bagasse TPP;-17.824745;-50.582152;5.82912E-06;7.6032E-06;6.71616E-06
VALE DO VERDÃO;Bagasse TPP;-17.797797;-50.331985;3.10003E-05;4.04352E-05;3.57178E-05
GOIASA;Bagasse TPP;-18.024206;-49.364596;6.16297E-05;8.03866E-05;7.10081E-05
COPRODIA;Bagasse TPP;-13.678132;-57.890803;7.9488E-06;0.000010368;9.1584E-06
ITAMARATI;Bagasse TPP;-14.769670;-57.282329;0.00004968;0.0000648;0.00005724
SANTA TEREZINHA PARANACITY;Bagasse TPP;-22.937190;-52.152406;6.09408E-05;0.000079488;7.02144E-05
SANTA TEREZINHA (IVATÉ);Bagasse TPP;-23.404349;-53.378860;1.19232E-05;0.000015552;1.37376E-05
PEROBÁLCOOL;Bagasse TPP;-23.888840;-53.405361;3.17952E-06;4.1472E-06;3.66336E-06
VALE DO IVAÍ;Bagasse TPP;-23.861497;-51.853163;2.43763E-05;3.17952E-05;2.80858E-05
BIO COOPCANA;Bagasse TPP;-23.306438;-52.479983;0.00006624;0.0000864;0.00007632
SANTA TEREZINHA;Bagasse TPP;-23.748730;-52.880378;6.69024E-05;0.000087264;7.70832E-05
SABARÁLCOOL;Bagasse TPP;-23.807811;-52.253667;5.78275E-06;7.54272E-06;6.66274E-06
IGUATEMI (ANTIGA SANTA TEREZINHA - IGUATEMI);Bagasse TPP;-23.401766;-51.903616;4.50432E-06;5.8752E-06;5.18976E-06
JACAREZINHO;Bagasse TPP;-23.134816;-49.939865;6.09408E-06;7.9488E-06;7.02144E-06
DESTILARIA DE ÁLCOOL IBAITI;Bagasse TPP;-23.817147;-50.179785;4.76928E-06;6.2208E-06;5.49504E-06
DACALDA;Bagasse TPP;-23.140795;-49.973382;2.91456E-06;3.8016E-06;3.35808E-06
COFERCATU;Bagasse TPP;-22.873829;-51.411299;5.2992E-06;0.000006912;6.1056E-06
COOPERVAL;Bagasse TPP;-23.598322;-51.657237;4.76928E-06;6.2208E-06;5.49504E-06
SÃO FRANCISCO;Bagasse TPP;-23.041734;-47.359096;5.56416E-06;7.2576E-06;6.41088E-06
SANTA RITA;Bagasse TPP;-21.693346;-47.490832;8.87616E-06;1.15776E-05;1.02269E-05
TRIÁLCOOL;Bagasse TPP;-18.730409;-49.203488;0.000019872;0.00002592;0.000022896
USINA DA SERRA;Bagasse TPP;-21.950352;-47.996571;0.000019872;0.00002592;0.000022896
SANTA HELENA;Bagasse TPP;-22.837436;-47.600093;6.35904E-06;8.2944E-06;7.32672E-06
MUMBUCA;Bagasse TPP;-22.626069;-50.201498;6.67699E-07;8.70912E-07;7.69306E-07
DELTA;Bagasse TPP;-19.973386;-47.768499;0.000042228;0.00005508;0.000048654
COSTA PINTO;Bagasse TPP;-22.718278;-47.599516;0.00009936;0.0001296;0.00011448
SANTA ELISA - UNIDADE I;Bagasse TPP;-21.134084;-47.971177;7.68384E-05;0.000100224;8.85312E-05
MORENO;Bagasse TPP;-21.548690;-47.702446;7.3129E-06;9.53856E-06;8.42573E-06
CITROSUCO;Bagasse TPP;-21.633410;-48.337381;9.2736E-06;0.000012096;1.06848E-05
CLEALCO;Bagasse TPP;-21.561272;-50.452938;1.48378E-05;1.93536E-05;1.70957E-05
ALCOAZUL;Bagasse TPP;-21.185822;-50.467029;9.80352E-06;1.27872E-05;1.12954E-05
QUATÁ;Bagasse TPP;-22.236973;-50.707809;0.000086112;0.00011232;0.000099216
ZANIN;Bagasse TPP;-21.836995;-48.150746;2.11968E-05;0.000027648;2.44224E-05
COINBRA - FRUTESP;Bagasse TPP;-20.933129;-48.484139;0.000006624;0.00000864;0.000007632
SANTA MARIA DE LENÇÓIS;Bagasse TPP;-22.570551;-48.815666;4.02739E-06;5.25312E-06;4.64026E-06
SANTO ANTÔNIO;Bagasse TPP;-21.142490;-48.010702;3.04704E-05;0.000039744;3.51072E-05
UFA;Bagasse TPP;-22.160442;-51.374044;3.3385E-05;4.35456E-05;3.84653E-05
UJU;Bagasse TPP;-22.850749;-51.973415;0.000039744;0.00005184;0.000045792
JB;Bagasse TPP;-8.115920;-35.264315;4.39834E-05;5.73696E-05;5.06765E-05
SANTA ISABEL;Bagasse TPP;-21.480586;-49.223752;6.09408E-05;0.000079488;7.02144E-05
SANTA CLARA;Bagasse TPP;-21.255799;-48.345049;4.0009E-07;5.21856E-07;4.60973E-07
SANTA HERMÍNIA;Bagasse TPP;-22.810175;-50.069052;1.58976E-06;2.0736E-06;1.83168E-06
CEVASA;Bagasse TPP;-20.630383;-47.287820;7.15392E-05;0.000093312;8.24256E-05
COOPERFRIGO;Bagasse TPP;-21.562310;-49.851773;5.2992E-06;0.000006912;6.1056E-06
DESTIVALE;Bagasse TPP;-21.174617;-50.447803;0.000006624;0.00000864;0.000007632
GRIZZO;Bagasse TPP;-22.335044;-48.547298;2.60721E-06;3.4007E-06;3.00396E-06
VISTA ALEGRE;Bagasse TPP;-23.569946;-48.016382;0.000046368;0.00006048;0.000053424
CAMPO FLORIDO;Bagasse TPP;-19.760626;-48.574949;0.000039744;0.00005184;0.000045792
CORURIPE ITURAMA;Bagasse TPP;-19.717810;-50.192989;3.17952E-05;0.000041472;3.66336E-05
CACHOEIRA;Bagasse TPP;-9.612216;-35.715091;9.80352E-06;1.27872E-05;1.12954E-05
ARALCO;Bagasse TPP;-20.938333;-50.496689;6.35904E-06;8.2944E-06;7.32672E-06
JAPUNGU;Bagasse TPP;-7.205941;-34.849883;2.22566E-05;2.90304E-05;2.56435E-05
ITAENGA;Bagasse TPP;-7.933856;-35.287967;6.22656E-05;0.000081216;7.17408E-05
VOLTA GRANDE;Bagasse TPP;-19.917887;-48.367224;7.27819E-05;9.49329E-05;8.38574E-05
MARITUBA;Bagasse TPP;-10.132662;-36.650397;2.71584E-05;0.000035424;3.12912E-05
SERRA GRANDE;Bagasse TPP;-9.011972;-36.057302;2.27866E-05;2.97216E-05;2.62541E-05
CUCAÚ;Bagasse TPP;-8.677323;-35.159524;1.66925E-05;2.17728E-05;1.92326E-05
SUMAÚMA;Bagasse TPP;-9.755077;-35.840890;5.2992E-06;0.000006912;6.1056E-06
PAÍSA;Bagasse TPP;-10.274169;-36.543303;6.35904E-06;8.2944E-06;7.32672E-06
CAPRICHO;Bagasse TPP;-9.397901;-36.145578;3.17952E-06;4.1472E-06;3.66336E-06
LAGINHA-MATRIX;Bagasse TPP;-9.177042;-36.014828;6.55776E-06;8.5536E-06;7.55568E-06
GAMELEIRA;Bagasse TPP;-10.639871;-51.564187;2.69199E-06;3.5113E-06;3.10164E-06
BAÍA FORMOSA;Bagasse TPP;-6.373506;-35.008718;0.000052992;0.00006912;0.000061056
TRAPICHE;Bagasse TPP;-8.594271;-35.109934;3.44448E-05;0.000044928;3.96864E-05
ESTIVAS;Bagasse TPP;-6.193552;-35.162355;2.25216E-05;0.000029376;2.59488E-05
CENTRAL OLHO D ÁGUA;Bagasse TPP;-7.406727;-35.275149;5.56416E-06;7.2576E-06;6.41088E-06
UNIÃO E INDÚSTRIA;Bagasse TPP;-8.329041;-35.352427;6.09408E-06;7.9488E-06;7.02144E-06
AGROVALE;Bagasse TPP;-9.463096;-40.483824;1.85472E-05;0.000024192;2.13696E-05
IPOJUCA;Bagasse TPP;-8.395756;-35.059020;1.21882E-05;1.58976E-05;1.40429E-05
JITITUBA SANTO ANTÔNIO;Bagasse TPP;-9.308071;-35.559876;3.62995E-05;4.73472E-05;4.18234E-05
UNA AÇÚCAR E ENERGIA;Bagasse TPP;-8.757629;-35.113000;3.9744E-06;0.000005184;4.5792E-06
SINIMBU;Bagasse TPP;-9.777575;-36.104438;2.38464E-05;0.000031104;2.74752E-05
ARTIVINCO (ANTIGA RIO PARDO);Bagasse TPP;-21.493892;-47.390321;5.9616E-06;0.000007776;6.8688E-06
PITANGUEIRAS;Bagasse TPP;-21.000597;-48.207559;0.00003312;0.0000432;0.00003816
TERMOCANA;Bagasse TPP;-23.313969;-52.475982;1.08634E-05;1.41696E-05;1.25165E-05
DIAMANTE;Bagasse TPP;-22.254359;-48.554851;9.2736E-06;0.000012096;1.06848E-05
SANTA TERESA;Bagasse TPP;-7.559237;-35.021114;2.6761E-05;3.49056E-05;3.08333E-05
VALE DO PARANAÍBA;Bagasse TPP;-18.689223;-49.561962;0.000006624;0.00000864;0.000007632
GIASA II;Bagasse TPP;-7.400483;-35.095411;0.000039744;0.00005184;0.000045792
SÃO JOSÉ COLINA;Bagasse TPP;-20.706936;-48.527504;0.000109958;0.000143424;0.000126691
LASA;Bagasse TPP;-19.374081;-40.062541;4.23936E-06;5.5296E-06;4.88448E-06
SÃO JOSÉ;Bagasse TPP;-7.839948;-34.900929;3.38089E-05;4.40986E-05;3.89537E-05
SANTO ÂNGELO;Bagasse TPP;-19.912785;-48.690355;0.000052992;0.00006912;0.000061056
WD;Bagasse TPP;-17.731139;-46.171271;8.69069E-06;1.13357E-05;1.00132E-05
IPAUSSU;Bagasse TPP;-23.034435;-49.633445;7.9488E-06;0.000010368;9.1584E-06
J L G;Bagasse TPP;-21.516709;-48.392901;2.11968E-06;2.7648E-06;2.44224E-06
CANAÃ;Bagasse TPP;-22.407712;-50.579133;0.000039744;0.00005184;0.000045792
SERESTA;Bagasse TPP;-9.902535;-36.357484;1.25856E-05;0.000016416;1.45008E-05
USACIGA;Bagasse TPP;-23.369214;-52.931285;6.43853E-05;8.39808E-05;7.4183E-05
DASA;Bagasse TPP;-17.799245;-40.251003;5.56416E-06;7.2576E-06;6.41088E-06
ALCON;Bagasse TPP;-18.572788;-39.735087;1.48378E-05;1.93536E-05;1.70957E-05
IOLANDO LEITE;Bagasse TPP;-10.505835;-37.053074;1.05984E-05;0.000013824;1.22112E-05
COOPER-RUBI;Bagasse TPP;-15.167025;-49.797647;3.17952E-06;4.1472E-06;3.66336E-06
NOVA GERAÇÃO;Bagasse TPP;-17.039590;-50.149597;8.21376E-06;1.07136E-05;9.46368E-06
CORURIPE;Bagasse TPP;-10.130596;-36.174135;2.11968E-05;0.000027648;2.44224E-05
CRV;Bagasse TPP;-15.356253;-49.695175;5.2992E-06;0.000006912;6.1056E-06
COINBRA - FRUTESP;Bagasse TPP;-21.606759;-48.361414;1.05984E-05;0.000013824;1.22112E-05
LAGO AZUL;Bagasse TPP;-17.730060;-48.187500;2.6496E-06;0.000003456;3.0528E-06
ELDORADO;Bagasse TPP;-21.788293;-54.533714;3.31452E-05;4.32328E-05;3.8189E-05
MÜLLER DESTILARIA;Bagasse TPP;-21.844942;-47.457573;2.88806E-06;3.76704E-06;3.32755E-06
FRONTEIRA;Bagasse TPP;-20.292105;-49.202398;3.44448E-06;4.4928E-06;3.96864E-06
COCAMAR MARINGÁ;Bagasse TPP;-23.376793;-51.909967;1.72224E-05;0.000022464;1.98432E-05
SÃO TOMÉ;Bagasse TPP;-23.538115;-52.591992;5.2992E-06;0.000006912;6.1056E-06
FARTURA;Bagasse TPP;-21.192154;-49.582546;5.21971E-05;6.80832E-05;6.01402E-05
PETRIBU;Bagasse TPP;-7.926291;-35.295526;4.83552E-05;0.000063072;5.57136E-05
RIBEIRÃO;Bagasse TPP;-8.512385;-35.370441;8.47872E-06;1.10592E-05;9.76896E-06
LIMEIRA DO OESTE;Bagasse TPP;-19.547649;-50.583249;0.000006624;0.00000864;0.000007632
QUIRINÓPOLIS;Bagasse TPP;-18.464344;-50.459554;0.000105984;0.00013824;0.000122112
VERTENTE;Bagasse TPP;-20.490354;-48.936114;7.02144E-05;0.000091584;8.08992E-05
FRUTAL;Bagasse TPP;-20.026119;-48.884738;2.13187E-05;2.7807E-05;2.45628E-05
OUROESTE;Bagasse TPP;-20.006831;-50.365880;1.58976E-05;0.000020736;1.83168E-05
ALCOOLVALE;Bagasse TPP;-20.053653;-51.111467;5.56416E-06;7.2576E-06;6.41088E-06
TRIUNFO;Bagasse TPP;-9.631763;-36.199579;1.85472E-05;0.000024192;2.13696E-05
USINA BERTOLO AÇÚCAR E ÁLCOOL;Bagasse TPP;-21.087817;-48.653921;5.03424E-06;6.5664E-06;5.80032E-06
CERBA;Bagasse TPP;-22.721444;-47.597113;4.76928E-07;6.2208E-07;5.49504E-07
PEDROSA;Bagasse TPP;-8.471329;-35.540327;5.82912E-06;7.6032E-06;6.71616E-06
INTERLAGOS;Bagasse TPP;-20.626738;-51.085484;0.000052992;0.00006912;0.000061056
BEM BRASIL;Bagasse TPP;-19.632869;-46.976761;2.8152E-06;0.000003672;3.2436E-06
BURITI;Bagasse TPP;-20.182455;-47.716855;0.000006624;0.00000864;0.000007632
CÓRREGO AZUL;Bagasse TPP;-21.560458;-49.868082;6.88896E-07;8.9856E-07;7.93728E-07
ITAPAGIPE;Bagasse TPP;-19.899064;-49.357223;7.9488E-06;0.000010368;9.1584E-06
CEM (ANTIGA CAMEN);Bagasse TPP;-17.734926;-49.135929;1.58976E-05;0.000020736;1.83168E-05
CENTRO OESTE IGUATEMI;Bagasse TPP;-23.469070;-54.184301;5.2992E-06;0.000006912;6.1056E-06
CITROVITA CATANDUVA;Bagasse TPP;-21.124940;-48.961370;2.62628E-05;3.42559E-05;3.02594E-05
UNIDADE SANTO INÁCIO - USI;Bagasse TPP;-22.692087;-51.784801;0.000092736;0.00012096;0.000106848
BOA VISTA;Bagasse TPP;-18.444072;-50.430114;0.000105984;0.00013824;0.000122112
ENERGÉTICA SANTA HELENA;Bagasse TPP;-22.275437;-53.368272;4.23936E-06;5.5296E-06;4.88448E-06
SALI;Bagasse TPP;-9.553958;-35.741719;1.31155E-05;1.71072E-05;1.51114E-05
VERÍSSIMO;Bagasse TPP;-19.669562;-48.308466;0.000006624;0.00000864;0.000007632
CARNEIRINHO;Bagasse TPP;-19.699103;-50.677420;3.17952E-05;0.000041472;3.66336E-05
SAFI;Bagasse TPP;-21.475473;-54.376811;6.14707E-06;8.01792E-06;7.0825E-06
TGN;Bagasse TPP;-23.037183;-49.146485;1.58976E-06;2.0736E-06;1.83168E-06
DESTILARIA PORTO ALEGRE;Bagasse TPP;-8.912566;-35.725861;3.17952E-06;4.1472E-06;3.66336E-06
IACANGA;Bagasse TPP;-21.899014;-49.030111;5.16672E-05;0.000067392;5.95296E-05
PIONEIROS II;Bagasse TPP;-20.684771;-50.923053;0.000046368;0.00006048;0.000053424
NOVA MORENO;Bagasse TPP;-20.760631;-49.698604;2.05397E-05;2.67909E-05;2.36653E-05
POTIRENDABA (ANTIGA CERRADINHO POTIRENDABA);Bagasse TPP;-21.048518;-49.360706;5.3257E-05;6.94656E-05;6.13613E-05
PAU D´ALHO;Bagasse TPP;-22.813705;-50.059521;5.51117E-06;7.18848E-06;6.34982E-06
USINA BONFIM;Bagasse TPP;-21.347427;-48.225510;0.000147053;0.000191808;0.00016943
JUNCO NOVO;Bagasse TPP;-10.505711;-37.053135;1.58976E-06;2.0736E-06;1.83168E-06
ANGÉLICA;Bagasse TPP;-22.167133;-53.745692;0.000127181;0.000165888;0.000146534
USINA VALE;Bagasse TPP;-20.615896;-49.300069;5.82912E-06;7.6032E-06;6.71616E-06
SÃO JOSÉ DO PINHEIRO;Bagasse TPP;-10.812349;-37.170040;1.94746E-05;2.54016E-05;2.24381E-05
USINA MONTE ALEGRE;Bagasse TPP;-21.311929;-46.364313;2.45088E-05;0.000031968;2.82384E-05
CORURIPE ENERGÉTICA - FILIAL CAMPO FLORIDO;Bagasse TPP;-19.767047;-48.582931;0.000039744;0.00005184;0.000045792
CERRADÃO;Bagasse TPP;-20.016696;-48.952405;7.15392E-05;0.000093312;8.24256E-05
COCAL II;Bagasse TPP;-22.395095;-51.520753;0.000105984;0.00013824;0.000122112
PIRAPAMA;Bagasse TPP;-8.112096;-35.286631;0.00003312;0.0000432;0.00003816
LDC BIOENERGIA LAGOA DA PRATA (ANTIGA LOUIS DREYFUS LAGOA DA PRATA);Bagasse TPP;-20.018989;-45.514258;0.000112608;0.00014688;0.000129744
LDC BIOENERGIA RIO BRILHANTE (ANTIGA LOUIS DREYFUS RIO BRILHANTE);Bagasse TPP;-21.787157;-54.528522;0.000119232;0.00015552;0.000137376
TOTAL;Bagasse TPP;-20.014332;-45.955029;0.00003312;0.0000432;0.00003816
SÃO JUDAS TADEU;Bagasse TPP;-15.341599;-43.683926;7.41888E-05;0.000096768;8.54784E-05
EQUIPAV II;Bagasse TPP;-21.562564;-49.851319;0.000105984;0.00013824;0.000122112
GUARIROBA;Bagasse TPP;-20.186473;-49.698401;1.58976E-05;0.000020736;1.83168E-05
COMVAP;Bagasse TPP;-4.591256;-42.867184;1.16582E-05;1.52064E-05;1.34323E-05
DA MATA;Bagasse TPP;-21.244303;-50.869571;0.000052992;0.00006912;0.000061056
NOROESTE PAULISTA;Bagasse TPP;-20.664637;-49.924981;0.000079488;0.00010368;0.000091584
UBERABA;Bagasse TPP;-19.748313;-47.914878;1.58976E-05;0.000020736;1.83168E-05
MONÇÕES;Bagasse TPP;-20.876215;-50.129441;0.000026496;0.00003456;0.000030528
USAÇÚCAR - TERRA RICA;Bagasse TPP;-22.701249;-52.629300;2.18592E-05;0.000028512;2.51856E-05
SANTA INES;Bagasse TPP;-21.134924;-48.059082;3.44448E-06;4.4928E-06;3.96864E-06
PINDORAMA;Bagasse TPP;-10.119224;-36.168209;5.2992E-06;0.000006912;6.1056E-06
LOUIS DREYFUS COMMODITIES AGROINDUSTRIAL;Bagasse TPP;-23.582392;-46.831505;5.2992E-06;0.000006912;6.1056E-06
VIRGOLINO DE OLIVEIRA - FAZENDA CANOAS;Bagasse TPP;-21.053407;-49.697843;0.000006624;0.00000864;0.000007632
AGROALCOOL;Bagasse TPP;-20.748645;-49.719217;1.58976E-06;2.0736E-06;1.83168E-06
MONTEVERDE;Bagasse TPP;-22.550974;-55.716097;0.000026496;0.00003456;0.000030528
VISTA ALEGRE I (ANTIGA ENERGÉTICA VISTA ALEGRE);Bagasse TPP;-21.611607;-55.180381;0.000039744;0.00005184;0.000045792
PORTO DAS ÁGUAS;Bagasse TPP;-18.410882;-52.642126;0.000092736;0.00012096;0.000106848
NOBLE ENERGIA;Bagasse TPP;-20.660239;-49.927799;0.000039744;0.00005184;0.000045792
SANTA LUZIA I;Bagasse TPP;-21.452608;-54.381875;0.000172224;0.00022464;0.000198432
PORTO ALEGRE;Bagasse TPP;-8.910043;-35.713931;3.17952E-06;4.1472E-06;3.66336E-06
CONQUISTA DO PONTAL;Bagasse TPP;-22.270824;-51.890038;0.000145728;0.00019008;0.000167904
CAÇÚ I;Bagasse TPP;-18.575739;-51.131785;0.000172224;0.00022464;0.000198432
GUAÍRA ENERGÉTICA;Bagasse TPP;-20.313081;-48.298430;0.000072864;0.00009504;0.000083952
COLOMBO PALESTINA;Bagasse TPP;-20.390335;-49.445647;0.000019872;0.00002592;0.000022896
CACHOEIRA DOURADA;Bagasse TPP;-18.489251;-49.470448;0.000052992;0.00006912;0.000061056
VALE DO TIJUCO;Bagasse TPP;-19.741125;-47.877666;0.000059616;0.00007776;0.000068688
CLEALCO-QUEIROZ;Bagasse TPP;-21.804890;-50.217727;0.000059616;0.00007776;0.000068688
UNIDADE DE BIOENERGIA COSTA RICA;Bagasse TPP;-18.551578;-53.139214;0.000105756;0.000137943;0.000121849
UNIDADE DE BIOENERGIA ALTO TAQUARI;Bagasse TPP;-17.811642;-53.288886;9.6313E-05;0.000125626;0.000110969
UNIDADE DE BIOENERGIA ÁGUA EMENDADA;Bagasse TPP;-17.525777;-52.084929;0.000105756;0.000137943;0.000121849
UNIDADE DE BIOENERGIA MORRO VERMELHO;Bagasse TPP;-17.580820;-52.541181;9.6313E-05;0.000125626;0.000110969
CHAPADÃO AGROENERGIA;Bagasse TPP;-21.166517;-50.181425;0.000121882;0.000158976;0.000140429
JATAÍ;Bagasse TPP;-17.908282;-51.681837;0.000139104;0.00018144;0.000160272
SÃO FERNANDO AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.221182;-54.723002;6.35904E-05;0.000082944;7.32672E-05
VALE DO SÃO SIMÃO;Bagasse TPP;-18.856949;-50.131334;0.000072864;0.00009504;0.000083952
BARRA BIOENERGIA;Bagasse TPP;-22.476708;-48.536750;0.000180173;0.000235008;0.00020759
BEN BIOENERGIA;Bagasse TPP;-9.915217;-36.333194;7.02144E-05;0.000091584;8.08992E-05
BIOPAV II;Bagasse TPP;-21.160740;-50.182912;0.000086112;0.00011232;0.000099216
BIOENERGÉTICA VALE DO PARACATU - BEVAP;Bagasse TPP;-17.734164;-46.172472;0.000072864;0.00009504;0.000083952
RIO PARDO;Bagasse TPP;-23.052979;-49.129748;0.000079488;0.00010368;0.000091584
CANABRAVA;Bagasse TPP;-21.672795;-41.311902;5.82912E-05;0.000076032;6.71616E-05
TROPICAL BIOENERGIA;Bagasse TPP;-17.367916;-49.905406;0.000072864;0.00009504;0.000083952
ITUMBIARA;Bagasse TPP;-18.376252;-49.204292;7.41888E-05;0.000096768;8.54784E-05
ITUIUTABA;Bagasse TPP;-18.965092;-49.489166;7.41888E-05;0.000096768;8.54784E-05
GUARANI - TANABI;Bagasse TPP;-20.618185;-49.665297;5.03424E-05;0.000065664;5.80032E-05
TABU;Bagasse TPP;-7.509367;-34.878019;1.11283E-05;1.45152E-05;1.28218E-05
CAARAPÓ;Bagasse TPP;-22.610073;-54.814483;0.000100685;0.000131328;0.000116006
AMANDINA;Bagasse TPP;-22.306109;-53.848312;0.000052992;0.00006912;0.000061056
BIOLINS;Bagasse TPP;-21.675278;-49.780312;3.70944E-05;0.000048384;4.27392E-05
PASSOS;Bagasse TPP;-20.732616;-46.573274;1.86664E-05;2.43475E-05;2.1507E-05
MADECAL;Bagasse TPP;-26.784158;-50.954829;4.23936E-06;5.5296E-06;4.88448E-06
SÃO MIGUEL;Bagasse TPP;-9.794159;-36.048588;1.74874E-05;2.28096E-05;2.01485E-05
MONTERREY;Bagasse TPP;-23.387164;-46.510155;4.6368E-06;0.000006048;5.3424E-06
SANTA JULIANA;Bagasse TPP;-19.316906;-47.547497;0.000116582;0.000152064;0.000134323
BALDIN;Bagasse TPP;-22.011698;-47.445768;0.000059616;0.00007776;0.000068688
LARANJEIRAS;Bagasse TPP;-7.659250;-35.322135;6.39216E-06;8.3376E-06;7.36488E-06
MUNDIAL;Bagasse TPP;-21.153199;-51.113812;4.76928E-06;6.2208E-06;5.49504E-06
