Name;Sector;Lat;Long;TOC-low(Gg/year);TOC-high(Gg/year);TOC-mean(Gg/year)
IPAUSSU BIOENERGIA;Bagasse TPP;-23.073656;-49.590730;0.000100685;0.000131328;0.000116006
BOM JESUS;Bagasse TPP;-8.267269;-35.022032;4.23936E-06;5.5296E-06;4.88448E-06
ITAPURANGA;Bagasse TPP;-15.556943;-49.928509;3.70944E-06;4.8384E-06;4.27392E-06
UNIVALEM BIOENERGIA;Bagasse TPP;-21.213473;-50.868156;0.000059616;0.00007776;0.000068688
DVPA;Bagasse TPP;-17.236733;-46.848537;3.70944E-05;0.000048384;4.27392E-05
COLOMBO SANTA ALBERTINA;Bagasse TPP;-20.032216;-50.737458;0.00006624;0.0000864;0.00007632
IPÊ (ANTIGA CENI);Bagasse TPP;-21.116831;-51.478740;0.00003312;0.0000432;0.00003816
IACO AGRÍCOLA;Bagasse TPP;-18.802688;-52.603554;0.000039744;0.00005184;0.000045792
JOSÉ BONIFÁCIO;Bagasse TPP;-21.053794;-49.697339;2.51712E-05;0.000032832;2.90016E-05
NOBLE ENERGIA II;Bagasse TPP;-20.352886;-50.188008;0.000039744;0.00005184;0.000045792
VICENTINA;Bagasse TPP;-22.404224;-54.446375;2.6496E-06;0.000003456;3.0528E-06
MERIDIANO;Bagasse TPP;-20.457000;-50.207081;0.000079488;0.00010368;0.000091584
BIOENERGÉTICA AROEIRA;Bagasse TPP;-18.621175;-48.685711;2.11968E-05;0.000027648;2.44224E-05
CODORA;Bagasse TPP;-15.301860;-49.083515;6.35904E-05;0.000082944;7.32672E-05
VITÓRIA;Bagasse TPP;-8.686566;-35.580813;5.59728E-06;7.3008E-06;6.44904E-06
VALE DO IVAÍ - CAMBUÍ;Bagasse TPP;-24.003310;-51.821732;4.76928E-06;6.2208E-06;5.49504E-06
CABRERA;Bagasse TPP;-19.542453;-50.581143;0.00003312;0.0000432;0.00003816
SALGADO;Bagasse TPP;-8.395926;-35.058247;4.76928E-06;6.2208E-06;5.49504E-06
COPLASA;Bagasse TPP;-21.025407;-49.918759;0.000013248;0.00001728;0.000015264
CAMPO LINDO;Bagasse TPP;-10.487607;-37.192394;0.00003312;0.0000432;0.00003816
MANACÁ;Bagasse TPP;-18.384051;-49.202310;0.000006624;0.00000864;0.000007632
BURITI;Bagasse TPP;-20.182361;-47.716712;0.00006624;0.0000864;0.00007632
IBÉRIA;Bagasse TPP;-22.251959;-50.545607;8.6377E-06;1.12666E-05;9.95213E-06
VIRALCOOL CASTILHO;Bagasse TPP;-20.891003;-51.501970;0.00006624;0.0000864;0.00007632
MOGIANA BIO-ENERGIA;Bagasse TPP;-20.586554;-47.880019;5.2992E-06;0.000006912;6.1056E-06
SELECTA;Bagasse TPP;-18.642740;-48.161331;1.51027E-05;1.96992E-05;1.7401E-05
DA PEDRA;Bagasse TPP;-21.174595;-47.629503;0.000092736;0.00012096;0.000106848
ROSA SA INDÚSTRIA E COMÉRCIO DE PRODUTOS AGRÍCOLAS;Bagasse TPP;-23.274548;-47.699435;1.69574E-06;2.21184E-06;1.95379E-06
VALE DO TIJUCO II;Bagasse TPP;-19.700882;-47.973930;0.000052992;0.00006912;0.000061056
SÃO FERNANDO ENERGIA I;Bagasse TPP;-22.221390;-54.722467;0.00006624;0.0000864;0.00007632
USINA LAGUNA AÇÚCAR E ÁLCOOL;Bagasse TPP;-22.478038;-55.746168;3.17952E-06;4.1472E-06;3.66336E-06
UNIDADE BOM SUCESSO;Bagasse TPP;-17.980494;-49.375411;5.9616E-06;0.000007776;6.8688E-06
PEDRO AFONSO;Bagasse TPP;-8.998591;-48.166578;0.000105984;0.00013824;0.000122112
BOM SUCESSO;Bagasse TPP;-17.993259;-49.365819;1.9872E-06;0.000002592;2.2896E-06
USINA CORURIPE AÇÚCAR E ÁLCOOL;Bagasse TPP;-19.728107;-50.225269;0.000026496;0.00003456;0.000030528
RIO VERMELHO;Bagasse TPP;-21.526519;-51.438565;0.000052992;0.00006912;0.000061056
PARANAPANEMA;Bagasse TPP;-22.462659;-51.760977;0.000079488;0.00010368;0.000091584
FIGUEIRA INDÚSTRIA E COMÉRCIO;Bagasse TPP;-21.076862;-50.122173;5.82912E-06;7.6032E-06;6.71616E-06
FISCHER;Bagasse TPP;-22.527428;-47.393033;0.000006624;0.00000864;0.000007632
COSTA BIOENERGIA;Bagasse TPP;-23.774738;-53.252707;0.000019872;0.00002592;0.000022896
ALCOESTE DESTILARIA FERNANDÓPOLIS;Bagasse TPP;-20.272873;-50.246408;5.67014E-06;7.39584E-06;6.53299E-06
TAQUARI;Bagasse TPP;-10.498619;-37.060283;1.05984E-05;0.000013824;1.22112E-05
PAULICÉIA;Bagasse TPP;-21.305357;-51.831764;0.000044712;0.00005832;0.000051516
SÃO SIMÃO;Bagasse TPP;-18.983844;-50.574962;5.56416E-06;7.2576E-06;6.41088E-06
BROTAS;Bagasse TPP;-22.266829;-48.153793;0.000092736;0.00012096;0.000106848
CONQUISTA DE MINAS;Bagasse TPP;-19.933192;-47.538615;4.76928E-06;6.2208E-06;5.49504E-06
ENERVALE;Bagasse TPP;-17.729606;-46.152731;0.000039744;0.00005184;0.000045792
VIRÁLCOOL 2;Bagasse TPP;-20.995790;-48.219425;0.000039744;0.00005184;0.000045792
ENERGÉTICA ITAJUBARA;Bagasse TPP;-4.237171;-43.013909;4.23936E-06;5.5296E-06;4.88448E-06
BIO ALVORADA;Bagasse TPP;-18.426294;-49.192760;0.00006624;0.0000864;0.00007632
SÃO MARTINHO ENERGIA;Bagasse TPP;-21.339502;-48.115602;5.23296E-05;0.000068256;6.02928E-05
UFL;Bagasse TPP;-22.859261;-51.386739;5.56416E-05;0.000072576;6.41088E-05
UNIÃO;Bagasse TPP;-8.333162;-35.354162;0.000013248;0.00001728;0.000015264
USALPA;Bagasse TPP;-21.500709;-51.421151;3.9744E-06;0.000005184;4.5792E-06
PAM DESTILARIA;Bagasse TPP;-17.219287;-46.839849;1.58976E-06;2.0736E-06;1.83168E-06
SANTA MARIA AÇUCAREIRA;Bagasse TPP;-9.045900;-35.402154;6.09408E-06;7.9488E-06;7.02144E-06
FURLAN AVARÉ;Bagasse TPP;-23.112499;-48.905700;0.000039744;0.00005184;0.000045792
BAMBUÍ;Bagasse TPP;-20.016243;-45.980555;0.000039744;0.00005184;0.000045792
CEPASA;Bagasse TPP;-8.126722;-34.996710;0.000006624;0.00000864;0.000007632
ANAMÃ;Natural gas TPP;-3.615548;-61.447581;0.000193447;0.000193447;0.000193447
ANORI;Natural gas TPP;-3.740979;-61.658565;0.000408339;0.000408339;0.000408339
ASFOR;Natural gas TPP;-3.755883;-38.521551;0.000498882;0.000498882;0.000498882
CAAPIRANGA;Natural gas TPP;-3.755883;-38.521551;0.000193447;0.000193447;0.000193447
CAMAÇARI;Natural gas TPP;-12.706047;-38.303425;0.019465333;0.019465333;0.019465333
CODAJÁS;Natural gas TPP;-3.839333;-62.058371;0.000544452;0.000544452;0.000544452
ENERGY WORKS KAISER PACATUBA;Natural gas TPP;-3.930491;-38.607034;0.000826804;0.000826804;0.000826804
GLOBO;Natural gas TPP;-22.789215;-43.301665;0.000768427;0.000768427;0.000768427
AURELIANO CHAVES (ANTIGA IBIRITÉ);Natural gas TPP;-20.028628;-44.055764;0.03365592;0.03365592;0.03365592
ILHA PLAZA SHOPPING;Natural gas TPP;-22.989471;-43.432752;0.000193596;0.000193596;0.000193596
JUIZ DE FORA;Natural gas TPP;-21.750927;-43.360178;0.012963188;0.012963188;0.012963188
NORTE FLUMINENSE;Natural gas TPP;-22.378914;-41.798399;0.129400311;0.129400311;0.129400311
CTS-CENTRAL TERMELÉTRICA SUL (ANTIGA RHODIA SANTO ANDRÉ);Natural gas TPP;-23.647339;-46.512655;0.00163812;0.00163812;0.00163812
SOLVAY;Natural gas TPP;-23.624116;-46.516077;0.001876392;0.001876392;0.001876392
SUAPE, CGDE, KOBLITZ ENERGIA LTDA;Natural gas TPP;-8.287947;-35.033770;0.00059568;0.00059568;0.00059568
SUZANO;Natural gas TPP;-23.552984;-46.315180;0.005718528;0.005718528;0.005718528
CELPAV IV;Natural gas TPP;-23.308796;-45.962328;0.020763022;0.020763022;0.020763022
URUGUAIANA;Natural gas TPP;-29.776215;-57.089583;0.095293908;0.095293908;0.095293908
CUIABÁ (MÁRIO COVAS);Natural gas TPP;-15.600190;-56.064620;0.078808464;0.078808464;0.078808464
CTE II;Natural gas TPP;-22.504897;-44.093392;0.026503292;0.026503292;0.026503292
MODULAR DE CAMPO GRANDE (WILLIAN ARJONA);Natural gas TPP;-20.511636;-54.634819;0.030729642;0.030729642;0.030729642
ENERGY WORKS KAISER JACAREÍ;Natural gas TPP;-23.302971;-45.966578;0.001279521;0.001279521;0.001279521
SANTA CRUZ;Natural gas TPP;-23.000372;-43.421579;0.12449712;0.12449712;0.12449712
CELSO FURTADO (ANTIGA TERMOBAHIA FASE I);Natural gas TPP;-12.621587;-38.678957;0.027682888;0.027682888;0.027682888
BRAHMA;Natural gas TPP;-22.991491;-43.401602;0.001947874;0.001947874;0.001947874
REFINARIA DUQUE DE CAXIAS - REDUC;Natural gas TPP;-22.787143;-43.297404;0.009426636;0.009426636;0.009426636
UGPU;Natural gas TPP;-23.192062;-46.877181;0.001146684;0.001146684;0.001146684
ARAUCÁRIA;Natural gas TPP;-25.573015;-49.402634;0.072099618;0.072099618;0.072099618
PROJAC CENTRAL GLOBO DE PRODUÇÃO;Natural gas TPP;-22.998467;-43.398843;0.000737154;0.000737154;0.000737154
GOVERNADOR LEONEL BRIZOLA (ANTIGA TERMORIO);Natural gas TPP;-22.779913;-43.315996;0.157602036;0.157602036;0.157602036
CAMAÇARI;Natural gas TPP;-12.602019;-38.303688;0.051645903;0.051645903;0.051645903
CAMPOS (ANTIGA ROBERTO SILVEIRA);Natural gas TPP;-21.726099;-41.311317;0.0044676;0.0044676;0.0044676
BARBOSA LIMA SOBRINHO (ANTIGA ELETROBOLT);Natural gas TPP;-22.738838;-43.708921;0.05586287;0.05586287;0.05586287
RHODIA PAULÍNIA;Natural gas TPP;-22.759084;-47.153951;0.001801634;0.001801634;0.001801634
LUIZ CARLOS PRESTES (ANTIGA TRÊS LAGOAS);Natural gas TPP;-20.775059;-51.688207;0.057456165;0.057456165;0.057456165
IGUATEMI FORTALEZA;Natural gas TPP;-3.741120;-38.486830;0.000713922;0.000713922;0.000713922
VITÓRIA APART HOSPITAL;Natural gas TPP;-20.116467;-40.284150;0.000312732;0.000312732;0.000312732
CESAR PARK BUSINESS HOTEL/GLOBENERGY;Natural gas TPP;-23.434855;-46.532333;0.000312732;0.000312732;0.000312732
BAYER;Natural gas TPP;-23.551987;-46.634139;0.000571853;0.000571853;0.000571853
EUZÉBIO ROCHA (ANTIGA CUBATÃO - CCBS);Natural gas TPP;-23.854429;-46.414827;0.037215108;0.037215108;0.037215108
CTE FIBRA;Natural gas TPP;-22.379286;-41.797380;0.001312283;0.001312283;0.001312283
MÁRIO LAGO (ANTIGA MACAÉ MERCHANT);Natural gas TPP;-22.377646;-41.784973;0.137395826;0.137395826;0.137395826
TERMOPERNAMBUCO;Natural gas TPP;-8.399111;-35.060564;0.079337979;0.079337979;0.079337979
TERMO NORTE II;Natural gas TPP;-8.754679;-63.862460;0.052114554;0.052114554;0.052114554
SEPÉ TIARAJU (ANTIGA CANOAS);Natural gas TPP;-29.906946;-51.162713;0.037017432;0.037017432;0.037017432
IGUATEMI BAHIA;Natural gas TPP;-12.960972;-38.492457;0.001238419;0.001238419;0.001238419
ENERGYWORKS CORN PRODUCTS MOGI;Natural gas TPP;-22.351021;-46.943427;0.004583013;0.004583013;0.004583013
ENERGYWORKS CORN PRODUCTS BALSA;Natural gas TPP;-25.581870;-49.628309;0.001369915;0.001369915;0.001369915
PETROFLEX;Natural gas TPP;-22.763209;-43.301635;0.0022338;0.0022338;0.0022338
SHOPPING TABOÃO;Natural gas TPP;-23.617756;-46.781516;0.000499627;0.000499627;0.000499627
FERNANDO GASPARIAN (ANTIGA NOVA PIRATININGA);Natural gas TPP;-23.546678;-46.644394;0.057495034;0.057495034;0.057495034
PONTA DO COSTA;Natural gas TPP;-22.797070;-42.013650;0.00059568;0.00059568;0.00059568
RÔMULO ALMEIDA UNIDADE I (ANTIGA USINA DE COGERAÇÃO CAMAÇARI - FAFEN ENERGIA);Natural gas TPP;-12.695511;-38.309967;0.020553938;0.020553938;0.020553938
JESUS SOARES PEREIRA ;Natural gas TPP;-5.292244;-36.755156;0.048096246;0.048096246;0.048096246
CINAL/TRIKEM;Natural gas TPP;-9.716004;-35.895135;0.000474683;0.000474683;0.000474683
CARIOCA SHOPPING;Natural gas TPP;-23.011379;-43.505355;0.000476544;0.000476544;0.000476544
METALURGIA CARAÍBA;Natural gas TPP;-12.617585;-38.295373;0.00268056;0.00268056;0.00268056
MACAÍBA (ANTIGA TERMO TOALIA);Natural gas TPP;-5.848229;-35.353888;0.000845866;0.000845866;0.000845866
TERMOCABO;Natural gas TPP;-8.287038;-35.027005;0.00737154;0.00737154;0.00737154
IGW/SERVICE ENERGY;Natural gas TPP;-23.499105;-46.629643;0.000420699;0.000420699;0.000420699
STEPIE ULB;Natural gas TPP;-29.900996;-51.191879;0.000491436;0.000491436;0.000491436
FORTALEZA;Natural gas TPP;-3.729310;-38.658845;0.05162014;0.05162014;0.05162014
TERMOCEARÁ;Natural gas TPP;-3.718276;-38.660809;0.032624947;0.032624947;0.032624947
INAPEL;Natural gas TPP;-23.434212;-46.552920;0.0001793;0.0001793;0.0001793
EUCATEX;Natural gas TPP;-23.200639;-47.296043;0.001459416;0.001459416;0.001459416
JACAREÍ;Natural gas TPP;-23.299812;-45.968806;0.00156366;0.00156366;0.00156366
VULCABRÁS;Natural gas TPP;-4.095220;-38.492557;0.000741622;0.000741622;0.000741622
CASA DE GERADORES DE ENERGIA ELÉTRICA F-242;Natural gas TPP;-23.239686;-45.889117;0.00134028;0.00134028;0.00134028
ATALAIA;Natural gas TPP;-10.923527;-37.063641;0.000685032;0.000685032;0.000685032
MILLENNIUM;Natural gas TPP;-12.697761;-38.299141;0.000711987;0.000711987;0.000711987
CONTAGEM;Natural gas TPP;-19.921321;-44.076537;0.002874007;0.002874007;0.002874007
CENPES - PETROBRÁS;Natural gas TPP;-22.993370;-43.337520;0.0023924;0.0023924;0.0023924
PARAIBUNA;Natural gas TPP;-21.778043;-43.338874;0.00029784;0.00029784;0.00029784
SOUZA CRUZ CACHOEIRINHA;Natural gas TPP;-29.927448;-51.089605;0.000439612;0.000439612;0.000439612
WEATHERFORD;Natural gas TPP;-29.286516;-51.080283;4.97393E-05;4.97393E-05;4.97393E-05
OPERADORA SÃO PAULO RENAISSANCE;Natural gas TPP;-23.535613;-46.603546;0.000256142;0.000256142;0.000256142
MICROTURGN;Natural gas TPP;-20.466172;-54.629082;0.000014892;0.000014892;0.000014892
SESC SENAC-CASS;Natural gas TPP;-22.991492;-43.413314;0.000238272;0.000238272;0.000238272
PAMESA;Natural gas TPP;-8.296450;-35.031878;0.000606402;0.000606402;0.000606402
IMCOPA;Natural gas TPP;-25.600885;-49.393372;0.00104244;0.00104244;0.00104244
JARAQUI;Natural gas TPP;-3.118005;-59.972161;0.011240035;0.011240035;0.011240035
CENU;Natural gas TPP;-23.495330;-46.633762;0.00059568;0.00059568;0.00059568
PQU;Natural gas TPP;-23.639305;-46.486915;0.001304539;0.001304539;0.001304539
AEROPORTO DE MACEIÓ;Natural gas TPP;-9.506798;-35.792819;0.000117647;0.000117647;0.000117647
MANAUARA;Natural gas TPP;-3.082314;-60.018386;0.01271479;0.01271479;0.01271479
GERAÇÃO PRÓPRIA DE ENERGIA ELÉTRICA - GPEE;Natural gas TPP;-23.002233;-43.312013;0.00089352;0.00089352;0.00089352
CENTRAL DE CO-GERAÇÃO SHOPPING - ARACAJU;Natural gas TPP;-10.919497;-37.067762;0.000387192;0.000387192;0.000387192
CRYLOR;Natural gas TPP;-23.163351;-45.898017;0.00119136;0.00119136;0.00119136
SHOPPING RECIFE;Natural gas TPP;-8.118832;-34.905085;0.00089352;0.00089352;0.00089352
GE CELMA;Natural gas TPP;-22.512743;-43.212955;0.000158302;0.000158302;0.000158302
PORTO DO PECÉM;Natural gas TPP;-3.608361;-38.969488;0.00078183;0.00078183;0.00078183
BIANCOGRÊS;Natural gas TPP;-20.199596;-40.198277;0.000760981;0.000760981;0.000760981
CENTRO OPERACIONAL REGIÃO METROPOLITANA DE SÃO PAULO;Natural gas TPP;-23.548223;-46.624908;4.97393E-05;4.97393E-05;4.97393E-05
CONDOMÍNIO W.T.C.;Natural gas TPP;-23.608316;-46.697210;0.00078183;0.00078183;0.00078183
NORTE SHOPPING;Natural gas TPP;-22.885580;-43.283244;0.00055845;0.00055845;0.00055845
AHLSTROM;Natural gas TPP;-23.077554;-46.953413;0.000193596;0.000193596;0.000193596
POLICAM;Natural gas TPP;-21.762429;-41.318514;0.00059568;0.00059568;0.00059568
SHOPPING INTERLAGOS;Natural gas TPP;-23.675811;-46.676079;0.00026061;0.00026061;0.00026061
SUPERSHOPPING OSASCO;Natural gas TPP;-23.535389;-46.771198;0.000193596;0.000193596;0.000193596
GÁS CAAPIRANGA;Natural gas TPP;-3.115871;-59.972152;0.000327624;0.000327624;0.000327624
GÁS ANORI;Natural gas TPP;-4.261855;-61.843205;0.000491436;0.000491436;0.000491436
GÁS ANAMÃ;Natural gas TPP;-3.584485;-61.460505;0.000491436;0.000491436;0.000491436
LUIZ OSCAR RODRIGUES DE MELO (ANTIGA LINHARES);Natural gas TPP;-19.374243;-40.085200;0.03037968;0.03037968;0.03037968
SHOPPING CAXIAS;Natural gas TPP;-22.786930;-43.286317;0.000193596;0.000193596;0.000193596
MC2 NOVA VENÉCIA 2;Natural gas TPP;-4.833165;-44.482329;0.026239704;0.026239704;0.026239704
LEVORIN;Natural gas TPP;-23.460559;-46.497549;0.000612061;0.000612061;0.000612061
SHOPPING CAMPO GRANDE;Natural gas TPP;-20.458826;-54.588259;0.000693223;0.000693223;0.000693223
MARANHÃO IV (ANTIGA MC2 JOINVILLE);Natural gas TPP;-4.864216;-44.360790;0.050275392;0.050275392;0.050275392
MARANHÃO V (ANTIGA MC2 JOÃO NEIVA);Natural gas TPP;-4.868590;-44.358440;0.050275392;0.050275392;0.050275392
TORRE ELDORADO;Natural gas TPP;-23.570844;-46.697256;0.000589723;0.000589723;0.000589723
SHOPPING TACARUNA;Natural gas TPP;-8.025962;-34.864007;0.000387192;0.000387192;0.000387192
PETRORECÔNCAVO;Natural gas TPP;-12.505389;-38.320309;0.00014892;0.00014892;0.00014892
BRASKEM PVC-AL;Natural gas TPP;-9.678459;-35.766015;0.000431868;0.000431868;0.000431868
BAIXADA FLUMINENSE;Natural gas TPP;-22.723639;-43.649035;0.0789276;0.0789276;0.0789276
YUNI GTIS LEOPOLDO GREEN;Natural gas TPP;-23.586605;-46.679399;0.000306031;0.000306031;0.000306031
EDIFÍCIO SKY;Natural gas TPP;-23.607554;-46.697566;0.000193596;0.000193596;0.000193596
SHOPPING CENTER VALE;Natural gas TPP;-23.199599;-45.881243;0.000306031;0.000306031;0.000306031
TS5 TOWER 4;Natural gas TPP;-23.610348;-46.696816;0.000732686;0.000732686;0.000732686
RJR;Natural gas TPP;-22.902819;-43.175527;0.001791508;0.001791508;0.001791508
PARNAÍBA IV;Natural gas TPP;-4.865653;-44.360687;0.008380771;0.008380771;0.008380771
COGERAÇÃO DE MILLUS AV BRASIL;Natural gas TPP;-22.817500;-43.283056;0.000338644;0.000338644;0.000338644
OESTE CANOAS I;Natural gas TPP;-2.759753;-42.825324;0.000534206;0.000534206;0.000534206
ESPIGÃO I;Natural gas TPP;-2.500753;-43.249984;0.000534206;0.000534206;0.000534206
SISTEMA BACKUP DE GERAÇÃO DA ESTAÇÃO DE COMPRESSÃO DE GÁS NATURAL DE PAULÍNIA/SP;Natural gas TPP;-22.770001;-47.154645;0.000171258;0.000171258;0.000171258
CHARQUEADAS;Coal TPP;-29.943834;-51.573889;0.00567648;1.1479104;0.57679344
FIGUEIRA;Coal TPP;-23.852639;-50.390386;0.0015768;0.318864;0.1602204
JORGE LACERDA I E II;Coal TPP;-28.451793;-48.968880;0.01829088;3.6988224;1.85855664
PRESIDENTE MÉDICI A, B;Coal TPP;-31.551735;-53.681574;0.03516264;7.1106672;3.57291492
SÃO JERÔNIMO;Coal TPP;-29.965889;-51.721737;0.0015768;0.318864;0.1602204
JORGE LACERDA III;Coal TPP;-28.460391;-48.964919;0.02065608;4.1771184;2.09888724
JORGE LACERDA IV;Coal TPP;-28.454486;-48.969146;0.02861892;5.7873816;2.90800026
ALUNORTE;Coal TPP;-1.545510;-48.736133;0.008187849;1.655765093;0.831976471
ALUMAR;Coal TPP;-2.710080;-44.347869;0.005928768;1.19892864;0.602428704
PORTO DO ITAQUI (ANTIGA TERMOMARANHÃO);Coal TPP;-2.587064;-44.338972;0.028393201;5.741736218;2.88506471
PORTO DO PECÉM I (ANTIGA MPX);Coal TPP;-3.585359;-38.857085;0.056786402;11.48347244;5.770129419
CANDIOTA III;Coal TPP;-31.585236;-53.670803;0.027594;5.58012;2.803857
PORTO DO PECÉM II;Coal TPP;-3.583405;-38.874487;0.0287766;5.819268;2.9240223
CAMPINA GRANDE;Fuel oil TPP;-7.200901;-35.874785;0.003850966;0.038065319;0.020958142
CELPAV II;Fuel oil TPP;-21.547572;-47.701072;0.000742498;0.007339303;0.0040409
COGERAÇÃO INTERNATIONAL PAPER - FASES I E II;Fuel oil TPP;-22.322119;-46.937936;0.001150188;0.011369166;0.006259677
IGARAPÉ;Fuel oil TPP;-19.941624;-44.318832;0.002983656;0.029492292;0.016237974
NUTEPA;Fuel oil TPP;-30.077355;-51.081358;0.000546624;0.005403168;0.002974896
PIRATININGA;Fuel oil TPP;-23.777330;-46.724389;0.00432744;0.04277508;0.02355126
MRN UG I (ANTIGA PORTO TROMBETAS);Fuel oil TPP;-1.749457;-55.853681;0.000348473;0.00344452;0.001896496
REFAP;Fuel oil TPP;-29.936400;-51.148626;0.001701823;0.016821863;0.009261843
MAUÁ;Fuel oil TPP;-2.991764;-60.017982;0.012585198;0.124399838;0.068492518
CADAM;Fuel oil TPP;0.254113;-51.063160;0.000569218;0.005626499;0.003097858
APARECIDA PARTE I;Fuel oil TPP;-3.035503;-60.000610;0.005483094;0.054198278;0.029840686
CAPUAVA;Fuel oil TPP;-23.719169;-46.521041;0.000410424;0.004056879;0.002233651
REMAN;Fuel oil TPP;-3.002589;-59.981384;0.000145766;0.001440845;0.000793306
ORSA;Fuel oil TPP;-24.118094;-48.898865;0.000102492;0.001013094;0.000557793
CITROSUCO;Fuel oil TPP;-22.533771;-47.385714;5.23848E-05;0.000517804;0.000285094
CNT;Fuel oil TPP;-14.458003;-48.438385;0.000819936;0.008104752;0.004462344
NORTE;Fuel oil TPP;-22.765274;-47.116347;8.87808E-05;0.000877565;0.000483173
TAMBAQUI;Fuel oil TPP;-3.006704;-59.931859;0.002119216;0.020947632;0.011533424
PONTA NEGRA;Fuel oil TPP;-3.008975;-59.941901;0.001944615;0.01922177;0.010583193
CRISTIANO ROCHA;Fuel oil TPP;-3.010818;-59.962157;0.001944615;0.01922177;0.010583193
CAMAÇARI MURICY I;Fuel oil TPP;-12.693489;-38.303935;0.003455119;0.034152524;0.018803822
CAMAÇARI PÓLO DE APOIO I;Fuel oil TPP;-12.691061;-38.311145;0.0034164;0.0337698;0.0185931
TERMOPARAÍBA;Fuel oil TPP;-7.096830;-34.857626;0.003891325;0.038464252;0.021177789
GLOBAL II;Fuel oil TPP;-12.675504;-38.538919;0.003389069;0.033499642;0.018444355
TERMONORDESTE;Fuel oil TPP;-7.077273;-34.857021;0.003891325;0.038464252;0.021177789
GLOBAL I;Fuel oil TPP;-12.670814;-38.536515;0.003389069;0.033499642;0.018444355
MARACANAÚ I;Fuel oil TPP;-3.854531;-38.617319;0.003826368;0.037822176;0.020824272
VIANA;Fuel oil TPP;-20.365227;-40.433066;0.00397669;0.039308047;0.021642368
GERAMAR II (ANTIGA NOVA OLINDA);Fuel oil TPP;-3.554679;-44.582989;0.003777855;0.037342645;0.02056025
GERAMAR I (ANTIGA TOCANTINÓPOLIS);Fuel oil TPP;-3.562070;-44.581028;0.003777855;0.037342645;0.02056025
SUAPE II;Fuel oil TPP;-8.294746;-35.031216;0.008683555;0.085833601;0.047258578
MRN UG II;Fuel oil TPP;-1.747055;-55.876341;0.001043141;0.010311046;0.005677093
PERNAMBUCO III;Fuel oil TPP;-7.851113;-34.906701;0.004573193;0.045204254;0.024888724
SANTANA;Diesel TPP;-0.008493;-51.173438;6.44344E-10;0.67086708;0.33543354
PALMEIRAS DE GOIÁS;Diesel TPP;-16.807840;-49.937062;6.35155E-10;0.661299408;0.330649704
TERMOMANAUS;Diesel TPP;-7.846155;-34.902560;5.16091E-10;0.53733402;0.26866701
GOIÂNIA II;Diesel TPP;-16.830395;-49.282308;5.06503E-10;0.527352;0.263676
PETROLINA;Diesel TPP;-9.391843;-40.487816;4.92755E-10;0.51303816;0.25651908
ELECTRON (TG);Diesel TPP;-3.938009;-60.815127;4.34146E-10;0.452016;0.226008
FLORES;Diesel TPP;-3.108356;-60.062581;3.6016E-10;0.37498494;0.18749247
PAU FERRO I;Diesel TPP;-7.837312;-34.903933;3.4037E-10;0.354380544;0.177190272
SENADOR ARNON AFONSO FARIAS DE MELLO (FLORESTA);Diesel TPP;2.858820;-60.682830;3.10874E-10;0.323669824;0.161834912
POTIGUAR III;Diesel TPP;-5.853701;-35.347469;2.40227E-10;0.25011552;0.12505776
XAVANTES ARUANÃ;Diesel TPP;-16.700689;-49.253174;1.93832E-10;0.201810077;0.100905038
POTIGUAR;Diesel TPP;-5.857031;-35.362361;1.92182E-10;0.200092416;0.100046208
MAUÁ PARTE III BLOCO IRANDUBA;Diesel TPP;-3.123320;-60.249414;1.80894E-10;0.18834;0.09417
RIO ACRE;Diesel TPP;-9.942879;-67.843285;1.64603E-10;0.171378476;0.085689238
DAIA;Diesel TPP;-16.353937;-48.945165;1.60779E-10;0.167396592;0.083698296
BELO JARDIM;Diesel TPP;-9.934425;-67.811871;1.58604E-10;0.165132745;0.082566373
RIO MADEIRA;Diesel TPP;-8.794378;-63.881171;1.5719E-10;0.163659926;0.081829963
MAUÁ PARTE II BLOCO DISTRITO;Diesel TPP;-3.055976;-60.075594;1.44715E-10;0.150672;0.075336
SÃO JOSÉ;Diesel TPP;-3.118640;-60.044729;1.25902E-10;0.13108464;0.06554232
BAHIA I - CAMAÇARI;Diesel TPP;-12.724634;-38.298763;1.15049E-10;0.11978424;0.05989212
RIO BRANCO II;Diesel TPP;-9.956067;-67.833157;1.15049E-10;0.11978424;0.05989212
CRUZEIRO DO SUL;Diesel TPP;-7.626941;-72.663352;8.75903E-11;0.091195735;0.045597867
VILHENA;Diesel TPP;-12.728126;-60.123216;8.59247E-11;0.0894615;0.04473075
MANACAPURU;Diesel TPP;-3.290058;-60.618917;8.57148E-11;0.089243026;0.044621513
PARINTINS;Diesel TPP;-2.635442;-56.750101;8.32112E-11;0.0866364;0.0433182
COARI;Diesel TPP;-4.103067;-63.132625;8.0534E-11;0.083848968;0.041924484
SERRA DO NAVIO;Diesel TPP;0.922967;-51.999279;7.81462E-11;0.08136288;0.04068144
TABATINGA;Diesel TPP;-9.228587;-61.888935;7.633E-11;0.079471946;0.039735973
ITACOATIARA;Diesel TPP;-3.122047;-58.440624;7.63083E-11;0.079449346;0.039724673
NOVA BURITIS;Diesel TPP;-10.221932;-63.838957;6.83562E-11;0.071169919;0.03558496
RIO BRANCO I;Diesel TPP;-9.988190;-67.816849;6.73179E-11;0.070088848;0.035044424
