Name;Sector;Lat;Long;SOx-low(Gg/year);SOx-high(Gg/year);SOx-mean(Gg/year)
CAMAÇARI;Natural gas TPP;-12.602019;-38.303688;0.002734195;0.002734195;0.002734195
CAMPOS (ANTIGA ROBERTO SILVEIRA);Natural gas TPP;-21.726099;-41.311317;0.00023652;0.00023652;0.00023652
BARBOSA LIMA SOBRINHO (ANTIGA ELETROBOLT);Natural gas TPP;-22.738838;-43.708921;0.002957446;0.002957446;0.002957446
RHODIA PAULÍNIA;Natural gas TPP;-22.759084;-47.153951;9.53806E-05;9.53806E-05;9.53806E-05
LUIZ CARLOS PRESTES (ANTIGA TRÊS LAGOAS);Natural gas TPP;-20.775059;-51.688207;0.003041797;0.003041797;0.003041797
IGUATEMI FORTALEZA;Natural gas TPP;-3.741120;-38.486830;3.77959E-05;3.77959E-05;3.77959E-05
VITÓRIA APART HOSPITAL;Natural gas TPP;-20.116467;-40.284150;1.65564E-05;1.65564E-05;1.65564E-05
CESAR PARK BUSINESS HOTEL/GLOBENERGY;Natural gas TPP;-23.434855;-46.532333;1.65564E-05;1.65564E-05;1.65564E-05
BAYER;Natural gas TPP;-23.551987;-46.634139;3.02746E-05;3.02746E-05;3.02746E-05
EUZÉBIO ROCHA (ANTIGA CUBATÃO - CCBS);Natural gas TPP;-23.854429;-46.414827;0.001970212;0.001970212;0.001970212
CTE FIBRA;Natural gas TPP;-22.379286;-41.797380;6.94738E-05;6.94738E-05;6.94738E-05
MÁRIO LAGO (ANTIGA MACAÉ MERCHANT);Natural gas TPP;-22.377646;-41.784973;0.007273897;0.007273897;0.007273897
TERMOPERNAMBUCO;Natural gas TPP;-8.399111;-35.060564;0.004200246;0.004200246;0.004200246
TERMO NORTE II;Natural gas TPP;-8.754679;-63.862460;0.002759006;0.002759006;0.002759006
SEPÉ TIARAJU (ANTIGA CANOAS);Natural gas TPP;-29.906946;-51.162713;0.001959746;0.001959746;0.001959746
IGUATEMI BAHIA;Natural gas TPP;-12.960972;-38.492457;6.55633E-05;6.55633E-05;6.55633E-05
ENERGYWORKS CORN PRODUCTS MOGI;Natural gas TPP;-22.351021;-46.943427;0.00024263;0.00024263;0.00024263
ENERGYWORKS CORN PRODUCTS BALSA;Natural gas TPP;-25.581870;-49.628309;7.25249E-05;7.25249E-05;7.25249E-05
PETROFLEX;Natural gas TPP;-22.763209;-43.301635;0.00011826;0.00011826;0.00011826
SHOPPING TABOÃO;Natural gas TPP;-23.617756;-46.781516;2.64508E-05;2.64508E-05;2.64508E-05
FERNANDO GASPARIAN (ANTIGA NOVA PIRATININGA);Natural gas TPP;-23.546678;-46.644394;0.003043855;0.003043855;0.003043855
PONTA DO COSTA;Natural gas TPP;-22.797070;-42.013650;0.000031536;0.000031536;0.000031536
RÔMULO ALMEIDA UNIDADE I (ANTIGA USINA DE COGERAÇÃO CAMAÇARI - FAFEN ENERGIA);Natural gas TPP;-12.695511;-38.309967;0.00108815;0.00108815;0.00108815
JESUS SOARES PEREIRA ;Natural gas TPP;-5.292244;-36.755156;0.002546272;0.002546272;0.002546272
CINAL/TRIKEM;Natural gas TPP;-9.716004;-35.895135;2.51303E-05;2.51303E-05;2.51303E-05
CARIOCA SHOPPING;Natural gas TPP;-23.011379;-43.505355;2.52288E-05;2.52288E-05;2.52288E-05
METALURGIA CARAÍBA;Natural gas TPP;-12.617585;-38.295373;0.000141912;0.000141912;0.000141912
MACAÍBA (ANTIGA TERMO TOALIA);Natural gas TPP;-5.848229;-35.353888;4.47811E-05;4.47811E-05;4.47811E-05
TERMOCABO;Natural gas TPP;-8.287038;-35.027005;0.000390258;0.000390258;0.000390258
IGW/SERVICE ENERGY;Natural gas TPP;-23.499105;-46.629643;2.22723E-05;2.22723E-05;2.22723E-05
STEPIE ULB;Natural gas TPP;-29.900996;-51.191879;2.60172E-05;2.60172E-05;2.60172E-05
FORTALEZA;Natural gas TPP;-3.729310;-38.658845;0.002732831;0.002732831;0.002732831
TERMOCEARÁ;Natural gas TPP;-3.718276;-38.660809;0.001727203;0.001727203;0.001727203
INAPEL;Natural gas TPP;-23.434212;-46.552920;9.49234E-06;9.49234E-06;9.49234E-06
EUCATEX;Natural gas TPP;-23.200639;-47.296043;7.72632E-05;7.72632E-05;7.72632E-05
JACAREÍ;Natural gas TPP;-23.299812;-45.968806;0.000082782;0.000082782;0.000082782
VULCABRÁS;Natural gas TPP;-4.095220;-38.492557;3.92623E-05;3.92623E-05;3.92623E-05
CASA DE GERADORES DE ENERGIA ELÉTRICA F-242;Natural gas TPP;-23.239686;-45.889117;0.000070956;0.000070956;0.000070956
ATALAIA;Natural gas TPP;-10.923527;-37.063641;3.62664E-05;3.62664E-05;3.62664E-05
MILLENNIUM;Natural gas TPP;-12.697761;-38.299141;3.76934E-05;3.76934E-05;3.76934E-05
CONTAGEM;Natural gas TPP;-19.921321;-44.076537;0.000152153;0.000152153;0.000152153
CENPES - PETROBRÁS;Natural gas TPP;-22.993370;-43.337520;0.000126656;0.000126656;0.000126656
PARAIBUNA;Natural gas TPP;-21.778043;-43.338874;0.000015768;0.000015768;0.000015768
SOUZA CRUZ CACHOEIRINHA;Natural gas TPP;-29.927448;-51.089605;2.32736E-05;2.32736E-05;2.32736E-05
WEATHERFORD;Natural gas TPP;-29.286516;-51.080283;2.63326E-06;2.63326E-06;2.63326E-06
OPERADORA SÃO PAULO RENAISSANCE;Natural gas TPP;-23.535613;-46.603546;1.35605E-05;1.35605E-05;1.35605E-05
MICROTURGN;Natural gas TPP;-20.466172;-54.629082;7.884E-07;7.884E-07;7.884E-07
SESC SENAC-CASS;Natural gas TPP;-22.991492;-43.413314;1.26144E-05;1.26144E-05;1.26144E-05
PAMESA;Natural gas TPP;-8.296450;-35.031878;3.21036E-05;3.21036E-05;3.21036E-05
IMCOPA;Natural gas TPP;-25.600885;-49.393372;0.000055188;0.000055188;0.000055188
JARAQUI;Natural gas TPP;-3.118005;-59.972161;0.000595061;0.000595061;0.000595061
CENU;Natural gas TPP;-23.495330;-46.633762;0.000031536;0.000031536;0.000031536
PQU;Natural gas TPP;-23.639305;-46.486915;6.90638E-05;6.90638E-05;6.90638E-05
AEROPORTO DE MACEIÓ;Natural gas TPP;-9.506798;-35.792819;6.22836E-06;6.22836E-06;6.22836E-06
MANAUARA;Natural gas TPP;-3.082314;-60.018386;0.000673136;0.000673136;0.000673136
GERAÇÃO PRÓPRIA DE ENERGIA ELÉTRICA - GPEE;Natural gas TPP;-23.002233;-43.312013;0.000047304;0.000047304;0.000047304
CENTRAL DE CO-GERAÇÃO SHOPPING - ARACAJU;Natural gas TPP;-10.919497;-37.067762;2.04984E-05;2.04984E-05;2.04984E-05
CRYLOR;Natural gas TPP;-23.163351;-45.898017;0.000063072;0.000063072;0.000063072
SHOPPING RECIFE;Natural gas TPP;-8.118832;-34.905085;0.000047304;0.000047304;0.000047304
GE CELMA;Natural gas TPP;-22.512743;-43.212955;8.38069E-06;8.38069E-06;8.38069E-06
PORTO DO PECÉM;Natural gas TPP;-3.608361;-38.969488;0.000041391;0.000041391;0.000041391
BIANCOGRÊS;Natural gas TPP;-20.199596;-40.198277;4.02872E-05;4.02872E-05;4.02872E-05
CENTRO OPERACIONAL REGIÃO METROPOLITANA DE SÃO PAULO;Natural gas TPP;-23.548223;-46.624908;2.63326E-06;2.63326E-06;2.63326E-06
CONDOMÍNIO W.T.C.;Natural gas TPP;-23.608316;-46.697210;0.000041391;0.000041391;0.000041391
NORTE SHOPPING;Natural gas TPP;-22.885580;-43.283244;0.000029565;0.000029565;0.000029565
AHLSTROM;Natural gas TPP;-23.077554;-46.953413;1.02492E-05;1.02492E-05;1.02492E-05
POLICAM;Natural gas TPP;-21.762429;-41.318514;0.000031536;0.000031536;0.000031536
SHOPPING INTERLAGOS;Natural gas TPP;-23.675811;-46.676079;0.000013797;0.000013797;0.000013797
SUPERSHOPPING OSASCO;Natural gas TPP;-23.535389;-46.771198;1.02492E-05;1.02492E-05;1.02492E-05
GÁS CAAPIRANGA;Natural gas TPP;-3.115871;-59.972152;1.73448E-05;1.73448E-05;1.73448E-05
GÁS ANORI;Natural gas TPP;-4.261855;-61.843205;2.60172E-05;2.60172E-05;2.60172E-05
GÁS ANAMÃ;Natural gas TPP;-3.584485;-61.460505;2.60172E-05;2.60172E-05;2.60172E-05
LUIZ OSCAR RODRIGUES DE MELO (ANTIGA LINHARES);Natural gas TPP;-19.374243;-40.085200;0.001608336;0.001608336;0.001608336
SHOPPING CAXIAS;Natural gas TPP;-22.786930;-43.286317;1.02492E-05;1.02492E-05;1.02492E-05
MC2 NOVA VENÉCIA 2;Natural gas TPP;-4.833165;-44.482329;0.001389161;0.001389161;0.001389161
LEVORIN;Natural gas TPP;-23.460559;-46.497549;3.24032E-05;3.24032E-05;3.24032E-05
SHOPPING CAMPO GRANDE;Natural gas TPP;-20.458826;-54.588259;3.67E-05;3.67E-05;3.67E-05
MARANHÃO IV (ANTIGA MC2 JOINVILLE);Natural gas TPP;-4.864216;-44.360790;0.002661638;0.002661638;0.002661638
MARANHÃO V (ANTIGA MC2 JOÃO NEIVA);Natural gas TPP;-4.868590;-44.358440;0.002661638;0.002661638;0.002661638
TORRE ELDORADO;Natural gas TPP;-23.570844;-46.697256;3.12206E-05;3.12206E-05;3.12206E-05
SHOPPING TACARUNA;Natural gas TPP;-8.025962;-34.864007;2.04984E-05;2.04984E-05;2.04984E-05
PETRORECÔNCAVO;Natural gas TPP;-12.505389;-38.320309;0.000007884;0.000007884;0.000007884
BRASKEM PVC-AL;Natural gas TPP;-9.678459;-35.766015;2.28636E-05;2.28636E-05;2.28636E-05
BAIXADA FLUMINENSE;Natural gas TPP;-22.723639;-43.649035;0.00417852;0.00417852;0.00417852
YUNI GTIS LEOPOLDO GREEN;Natural gas TPP;-23.586605;-46.679399;1.62016E-05;1.62016E-05;1.62016E-05
EDIFÍCIO SKY;Natural gas TPP;-23.607554;-46.697566;1.02492E-05;1.02492E-05;1.02492E-05
SHOPPING CENTER VALE;Natural gas TPP;-23.199599;-45.881243;1.62016E-05;1.62016E-05;1.62016E-05
TS5 TOWER 4;Natural gas TPP;-23.610348;-46.696816;3.87893E-05;3.87893E-05;3.87893E-05
RJR;Natural gas TPP;-22.902819;-43.175527;9.48445E-05;9.48445E-05;9.48445E-05
PARNAÍBA IV;Natural gas TPP;-4.865653;-44.360687;0.000443688;0.000443688;0.000443688
COGERAÇÃO DE MILLUS AV BRASIL;Natural gas TPP;-22.817500;-43.283056;1.79282E-05;1.79282E-05;1.79282E-05
OESTE CANOAS I;Natural gas TPP;-2.759753;-42.825324;2.82815E-05;2.82815E-05;2.82815E-05
ESPIGÃO I;Natural gas TPP;-2.500753;-43.249984;2.82815E-05;2.82815E-05;2.82815E-05
SISTEMA BACKUP DE GERAÇÃO DA ESTAÇÃO DE COMPRESSÃO DE GÁS NATURAL DE PAULÍNIA/SP;Natural gas TPP;-22.770001;-47.154645;9.0666E-06;9.0666E-06;9.0666E-06
CHARQUEADAS;Coal TPP;-29.943834;-51.573889;0.9082368;19.4703264;10.1892816
FIGUEIRA;Coal TPP;-23.852639;-50.390386;0.252288;5.408424;2.830356
JORGE LACERDA I E II;Coal TPP;-28.451793;-48.968880;2.9265408;62.7377184;32.8321296
PRESIDENTE MÉDICI A, B;Coal TPP;-31.551735;-53.681574;5.6260224;120.6078552;63.1169388
SÃO JERÔNIMO;Coal TPP;-29.965889;-51.721737;0.252288;5.408424;2.830356
JORGE LACERDA III;Coal TPP;-28.460391;-48.964919;3.3049728;70.8503544;37.0776636
JORGE LACERDA IV;Coal TPP;-28.454486;-48.969146;4.5790272;98.1628956;51.3709614
ALUNORTE;Coal TPP;-1.545510;-48.736133;1.310055898;28.0843233;14.6971896
ALUMAR;Coal TPP;-2.710080;-44.347869;0.94860288;20.33567424;10.64213856
PORTO DO ITAQUI (ANTIGA TERMOMARANHÃO);Coal TPP;-2.587064;-44.338972;4.542912173;97.3886797;50.96579594
PORTO DO PECÉM I (ANTIGA MPX);Coal TPP;-3.585359;-38.857085;9.085824346;194.7773594;101.9315919
CANDIOTA III;Coal TPP;-31.585236;-53.670803;4.41504;94.64742;49.53123
PORTO DO PECÉM II;Coal TPP;-3.583405;-38.874487;4.604256;98.703738;51.653997
CAMPINA GRANDE;Fuel oil TPP;-7.200901;-35.874785;2.058785712;2.488316544;2.273551128
CELPAV II;Fuel oil TPP;-21.547572;-47.701072;0.39695064;0.47976768;0.43835916
COGERAÇÃO INTERNATIONAL PAPER - FASES I E II;Fuel oil TPP;-22.322119;-46.937936;0.6149082;0.7431984;0.6790533
IGARAPÉ;Fuel oil TPP;-19.941624;-44.318832;1.5951084;1.9279008;1.7615046
NUTEPA;Fuel oil TPP;-30.077355;-51.081358;0.2922336;0.3532032;0.3227184
PIRATININGA;Fuel oil TPP;-23.777330;-46.724389;2.313516;2.796192;2.554854
MRN UG I (ANTIGA PORTO TROMBETAS);Fuel oil TPP;-1.749457;-55.853681;0.18629892;0.22516704;0.20573298
REFAP;Fuel oil TPP;-29.936400;-51.148626;0.909820608;1.099639296;1.004729952
MAUÁ;Fuel oil TPP;-2.991764;-60.017982;6.72824029;8.131973875;7.430107082
CADAM;Fuel oil TPP;0.254113;-51.063160;0.304312589;0.367802266;0.336057427
APARECIDA PARTE I;Fuel oil TPP;-3.035503;-60.000610;2.931346536;3.542922432;3.237134484
CAPUAVA;Fuel oil TPP;-23.719169;-46.521041;0.219418728;0.265196736;0.242307732
REMAN;Fuel oil TPP;-3.002589;-59.981384;0.07792896;0.09418752;0.08605824
ORSA;Fuel oil TPP;-24.118094;-48.898865;0.0547938;0.0662256;0.0605097
CITROSUCO;Fuel oil TPP;-22.533771;-47.385714;0.02800572;0.03384864;0.03092718
CNT;Fuel oil TPP;-14.458003;-48.438385;0.4383504;0.5298048;0.4840776
NORTE;Fuel oil TPP;-22.765274;-47.116347;0.047463607;0.057366086;0.052414847
TAMBAQUI;Fuel oil TPP;-3.006704;-59.931859;1.132965314;1.369339373;1.251152344
PONTA NEGRA;Fuel oil TPP;-3.008975;-59.941901;1.039621032;1.256520384;1.148070708
CRISTIANO ROCHA;Fuel oil TPP;-3.010818;-59.962157;1.039621032;1.256520384;1.148070708
CAMAÇARI MURICY I;Fuel oil TPP;-12.693489;-38.303935;1.84715988;2.23253856;2.03984922
CAMAÇARI PÓLO DE APOIO I;Fuel oil TPP;-12.691061;-38.311145;1.82646;2.20752;2.01699
TERMOPARAÍBA;Fuel oil TPP;-7.096830;-34.857626;2.080362293;2.514394714;2.297378503
GLOBAL II;Fuel oil TPP;-12.675504;-38.538919;1.81184832;2.18985984;2.00085408
TERMONORDESTE;Fuel oil TPP;-7.077273;-34.857021;2.080362293;2.514394714;2.297378503
GLOBAL I;Fuel oil TPP;-12.670814;-38.536515;1.81184832;2.18985984;2.00085408
MARACANAÚ I;Fuel oil TPP;-3.854531;-38.617319;2.0456352;2.4724224;2.2590288
VIANA;Fuel oil TPP;-20.365227;-40.433066;2.12599944;2.56955328;2.34777636
GERAMAR II (ANTIGA NOVA OLINDA);Fuel oil TPP;-3.554679;-44.582989;2.019699468;2.441075616;2.230387542
GERAMAR I (ANTIGA TOCANTINÓPOLIS);Fuel oil TPP;-3.562070;-44.581028;2.019699468;2.441075616;2.230387542
SUAPE II;Fuel oil TPP;-8.294746;-35.031216;4.642362088;5.610912451;5.126637269
MRN UG II;Fuel oil TPP;-1.747055;-55.876341;0.55767912;0.67402944;0.61585428
PERNAMBUCO III;Fuel oil TPP;-7.851113;-34.906701;2.444899356;2.954986272;2.699942814
SANTANA;Diesel TPP;-0.008493;-51.173438;2.44944492;7.67596752;5.06270622
PALMEIRAS DE GOIÁS;Diesel TPP;-16.807840;-49.937062;2.414511792;7.566495552;4.990503672
TERMOMANAUS;Diesel TPP;-7.846155;-34.902560;1.96189398;6.14810088;4.05499743
GOIÂNIA II;Diesel TPP;-16.830395;-49.282308;1.925448;6.033888;3.979668
PETROLINA;Diesel TPP;-9.391843;-40.487816;1.87318584;5.87011104;3.87164844
ELECTRON (TG);Diesel TPP;-3.938009;-60.815127;1.650384;5.171904;3.411144
FLORES;Diesel TPP;-3.108356;-60.062581;1.36913106;4.29052536;2.82982821
PAU FERRO I;Diesel TPP;-7.837312;-34.903933;1.293901056;4.054772736;2.674336896
SENADOR ARNON AFONSO FARIAS DE MELLO (FLORESTA);Diesel TPP;2.858820;-60.682830;1.181771216;3.703384958;2.442578087
POTIGUAR III;Diesel TPP;-5.853701;-35.347469;0.91321248;2.86178688;1.88749968
XAVANTES ARUANÃ;Diesel TPP;-16.700689;-49.253174;0.736841443;2.309082739;1.522962091
POTIGUAR;Diesel TPP;-5.857031;-35.362361;0.730569984;2.289429504;1.509999744
MAUÁ PARTE III BLOCO IRANDUBA;Diesel TPP;-3.123320;-60.249414;0.68766;2.15496;1.42131
RIO ACRE;Diesel TPP;-9.942879;-67.843285;0.625730716;1.960888612;1.293309664
DAIA;Diesel TPP;-16.353937;-48.945165;0.611192208;1.915328448;1.263260328
BELO JARDIM;Diesel TPP;-9.934425;-67.811871;0.602926535;1.889425829;1.246176182
RIO MADEIRA;Diesel TPP;-8.794378;-63.881171;0.597549034;1.872574042;1.235061538
MAUÁ PARTE II BLOCO DISTRITO;Diesel TPP;-3.055976;-60.075594;0.550128;1.723968;1.137048
SÃO JOSÉ;Diesel TPP;-3.118640;-60.044729;0.47861136;1.49985216;0.98923176
BAHIA I - CAMAÇARI;Diesel TPP;-12.724634;-38.298763;0.43735176;1.37055456;0.90395316
RIO BRANCO II;Diesel TPP;-9.956067;-67.833157;0.43735176;1.37055456;0.90395316
CRUZEIRO DO SUL;Diesel TPP;-7.626941;-72.663352;0.332970473;1.043448872;0.688209672
VILHENA;Diesel TPP;-12.728126;-60.123216;0.3266385;1.023606;0.67512225
MANACAPURU;Diesel TPP;-3.290058;-60.618917;0.325840814;1.021106246;0.67347353
PARINTINS;Diesel TPP;-2.635442;-56.750101;0.3163236;0.9912816;0.6538026
COARI;Diesel TPP;-4.103067;-63.132625;0.306146232;0.959388192;0.632767212
SERRA DO NAVIO;Diesel TPP;0.922967;-51.999279;0.29706912;0.93094272;0.61400592
TABATINGA;Diesel TPP;-9.228587;-61.888935;0.290165014;0.909306922;0.599735968
ITACOATIARA;Diesel TPP;-3.122047;-58.440624;0.290082494;0.909048326;0.59956541
NOVA BURITIS;Diesel TPP;-10.221932;-63.838957;0.259852961;0.814316285;0.537084623
RIO BRANCO I;Diesel TPP;-9.988190;-67.816849;0.255905792;0.801946814;0.528926303
TEFÉ;Diesel TPP;-3.360214;-64.719116;0.237173934;0.743245704;0.490209819
CIDADE NOVA;Diesel TPP;-3.079559;-60.081807;0.21454992;0.67234752;0.44344872
CAUCAIA;Diesel TPP;-3.729635;-38.647407;0.202997232;0.636144192;0.419570712
IGUATU;Diesel TPP;-6.365816;-39.322222;0.202997232;0.636144192;0.419570712
JUAZEIRO DO NORTE;Diesel TPP;-7.238327;-39.306693;0.202997232;0.636144192;0.419570712
ENGUIA PECÉM;Diesel TPP;-3.612023;-38.966827;0.202997232;0.636144192;0.419570712
MACHADINHO DO OESTE;Diesel TPP;-9.429710;-61.906695;0.183288896;0.574383038;0.378835967
ALTOS;Diesel TPP;-5.045332;-42.467325;0.180441984;0.565461504;0.372951744
CAMPO MAIOR;Diesel TPP;-4.825288;-42.186023;0.180441984;0.565461504;0.372951744
CRATO;Diesel TPP;-7.240891;-39.420606;0.180441984;0.565461504;0.372951744
MARAMBAIA;Diesel TPP;-5.158406;-42.757533;0.180441984;0.565461504;0.372951744
NAZÁRIA;Diesel TPP;-5.066078;-42.791179;0.180441984;0.565461504;0.372951744
PIMENTA BUENO;Diesel TPP;-11.697414;-61.177868;0.1787916;0.5602896;0.3695406
HUMAITÁ;Diesel TPP;-7.519660;-63.041588;0.177828876;0.557272656;0.367550766
BRUMADO;Diesel TPP;-27.101462;-48.865029;0.177347514;0.555764184;0.366555849
ITAÚ MOOCA;Diesel TPP;-23.557717;-46.614142;0.17569713;0.55059228;0.363144705
MAUÉS;Diesel TPP;-3.395058;-57.706983;0.160499844;0.502967664;0.331733754
ARACATI;Diesel TPP;-4.566349;-37.763770;0.157886736;0.494778816;0.326332776
BATURITÉ;Diesel TPP;-4.328580;-38.879105;0.157886736;0.494778816;0.326332776
CATERPILLAR;Diesel TPP;-22.743927;-47.667837;0.157886736;0.494778816;0.326332776
BOCA DO ACRE;Diesel TPP;-8.779490;-67.361449;0.15541116;0.48702096;0.32121606
CARACARAÍ;Diesel TPP;1.825310;-61.140633;0.150680059;0.472194835;0.311437447
COLORADO DO OESTE;Diesel TPP;-13.127585;-60.532022;0.150542527;0.471763843;0.311153185
BRASÍLIA;Diesel TPP;-15.846971;-48.134780;0.137532;0.430992;0.284262
ALCOA BENEFICIAMENTO;Diesel TPP;-2.154843;-56.082131;0.13516645;0.423578938;0.279372694
AEROPORTO INTERNACIONAL DE SÃO PAULO/GUARULHOS-CENTRAL ELÉTRICA DE EMERGÊNCIA CEE;Diesel TPP;-23.467761;-46.542861;0.13203072;0.41375232;0.27289152
VILA RICA;Diesel TPP;-10.020824;-51.115775;0.1272171;0.3986676;0.26294235
NOVO PROGRESSO;Diesel TPP;-7.087150;-55.410206;0.12549795;0.3932802;0.259389075
CENTRAL GERADORA DE EMERGÊNCIA - CSAC;Diesel TPP;-8.704117;-63.895762;0.12549795;0.3932802;0.259389075
BREVES;Diesel TPP;-1.672924;-50.499516;0.119663843;0.374997519;0.247330681
LARANJAL DO JARI;Diesel TPP;-0.822257;-52.500278;0.11930901;0.37388556;0.246597285
ORIXIMINÁ;Diesel TPP;-1.765886;-55.851664;0.116660144;0.365584654;0.241122399
SÃO FRANCISCO DO GUAPORÉ;Diesel TPP;-12.072632;-63.559287;0.11582945;0.362981462;0.239405456
APARECIDA PARTE II;Diesel TPP;-3.028549;-59.951998;0.11552688;0.36203328;0.23878008
OIAPOQUE;Diesel TPP;3.837141;-51.828868;0.1134639;0.3555684;0.23451615
SAPEZAL;Diesel TPP;-13.561296;-58.807770;0.111813516;0.350396496;0.231105006
VISTA ALEGRE DO ABUNÃ;Diesel TPP;-8.807949;-63.903659;0.110850792;0.347379552;0.229115172
MUNGUBA;Diesel TPP;-1.501644;-52.590907;0.1100256;0.3447936;0.2274096
ALTEROSA;Diesel TPP;-19.828745;-44.602319;0.1100256;0.3447936;0.2274096
HERMASA;Diesel TPP;-3.141802;-58.434466;0.104386788;0.327122928;0.215754858
SÃO JOSÉ DO RIO CLARO;Diesel TPP;-13.448112;-56.735056;0.103974192;0.325829952;0.214902072
CALÇADOS AZALÉIA;Diesel TPP;-15.347641;-40.019111;0.103149;0.323244;0.2131965
SANTANA DO ARAGUAIA;Diesel TPP;-9.339164;-50.330631;0.101014503;0.316555004;0.208784754
ITAÚSA;Diesel TPP;-23.525113;-46.727822;0.10039836;0.31462416;0.20751126
CUJUBIM;Diesel TPP;-9.366478;-62.594616;0.091898882;0.287988854;0.189943868
MONTE ALEGRE;Diesel TPP;-1.987823;-54.085127;0.091678831;0.287299267;0.189489049
ITAUTINGA;Diesel TPP;-3.117517;-60.040974;0.090220992;0.282730752;0.186475872
3M SUMARÉ;Diesel TPP;-22.809053;-47.273350;0.08802048;0.27583488;0.18192768
BORBA;Diesel TPP;-4.406794;-59.599754;0.087882948;0.275403888;0.181643418
EIRUNEPÉ;Diesel TPP;-6.850469;-70.242271;0.087057756;0.272817936;0.179937846
ALVORADA D´OESTE;Diesel TPP;-11.358026;-62.298663;0.086796445;0.271999051;0.179397748
LÁBREA;Diesel TPP;-7.266740;-64.782003;0.08664516;0.27152496;0.17908506
AUTAZES;Diesel TPP;-3.584836;-59.116852;0.083096834;0.260405366;0.1717511
CASTANHO;Diesel TPP;-3.814581;-60.351126;0.0825192;0.2585952;0.1705572
SÃO GABRIEL DA CACHOEIRA;Diesel TPP;-0.114796;-67.087488;0.08045622;0.25213032;0.16629327
ALCOA PORTO;Diesel TPP;-27.812284;-50.304971;0.077623061;0.243251885;0.160437473
MONTE DOURADO;Diesel TPP;-1.527495;-52.585298;0.07529877;0.23596812;0.155633445
TIVIT BARRA (ANTIGA OPTIGLOBE RIO);Diesel TPP;-23.041175;-43.554073;0.075290518;0.23594226;0.155616389
TIVIT TRANSAMÉRICA (ANTIGA OPTIGLOBE SÃO PAULO);Diesel TPP;-23.651232;-46.721660;0.075290518;0.23594226;0.155616389
EDIFÍCIO ROCHAVERÁ;Diesel TPP;-23.568234;-46.669525;0.075230004;0.235752624;0.155491314
CARAUARI;Diesel TPP;-4.867313;-66.898690;0.075037459;0.235149235;0.155093347
CHUPINGUAIA;Diesel TPP;-12.548982;-60.911644;0.074404812;0.233166672;0.153785742
CODAJÁS;Diesel TPP;-3.840531;-62.059850;0.07151664;0.22411584;0.14781624
MANICORÉ;Diesel TPP;-5.813654;-61.282751;0.070278852;0.220236912;0.145257882
BENJAMIN CONSTANT;Diesel TPP;-4.382773;-70.018284;0.07014132;0.21980592;0.14497362
APUÍ;Diesel TPP;-7.205666;-59.881458;0.068766;0.215496;0.142131
COSTA MARQUES;Diesel TPP;-12.441442;-64.223649;0.068573455;0.214892611;0.141733033
JBS ANDRADINA;Diesel TPP;-20.904327;-51.390530;0.068215872;0.213772032;0.140993952
ALBRÁS;Diesel TPP;-1.517284;-48.615369;0.068215872;0.213772032;0.140993952
FRANGO SERTANEJO;Diesel TPP;-20.797257;-49.226139;0.067995821;0.213082445;0.140539133
TERMOMECÂNICA SÃO PAULO;Diesel TPP;-23.654819;-46.572277;0.067720757;0.212220461;0.139970609
CAIMA;Diesel TPP;-4.255558;-55.998945;0.067665744;0.212048064;0.139856904
NOVA OLINDA DO NORTE;Diesel TPP;-3.583702;-59.123495;0.067528212;0.211617072;0.139572642
FEIJÓ;Diesel TPP;-8.165956;-70.363976;0.067203636;0.210599931;0.138901784
AGUDOS AMBEV;Diesel TPP;-22.464784;-48.981483;0.06601536;0.20687616;0.13644576
MARFRIG MINEIROS;Diesel TPP;-16.641489;-49.251801;0.06601536;0.20687616;0.13644576
ÓBIDOS;Diesel TPP;-1.901346;-55.506479;0.06601536;0.20687616;0.13644576
RÁDIO E TELEVISÃO RECORD;Diesel TPP;-23.666155;-46.715713;0.065465232;0.205152192;0.135308712
TARAUACÁ;Diesel TPP;-8.160583;-70.768790;0.065300194;0.204635002;0.134967598
NOVO ARIPUANÃ;Diesel TPP;-5.125476;-60.384666;0.064227444;0.201273264;0.132750354
COMODORO;Diesel TPP;-13.664935;-59.777403;0.063935876;0.200359561;0.132147719
AMAPÁ GARDEN SHOPPING;Diesel TPP;0.168033;-51.073171;0.06326472;0.19825632;0.13076052
LATASA SANTA CRUZ;Diesel TPP;-23.000730;-43.446956;0.061614336;0.193084416;0.127349376
ITAGUASSU AGRO INDUSTRIAL;Diesel TPP;-10.855831;-37.123670;0.061207241;0.19180868;0.12650796
SHOPPING CENTER IGUATEMI PORTO ALEGRE;Diesel TPP;-30.189000;-51.118437;0.061064208;0.191360448;0.126212328
FBA;Diesel TPP;-23.376182;-47.894920;0.061064208;0.191360448;0.126212328
TUBARÃO;Diesel TPP;-3.863279;-32.427055;0.06012899;0.188429702;0.124279346
CERVEJARIA PETRÓPOLIS;Diesel TPP;-22.406336;-42.966538;0.059853926;0.187567718;0.123710822
ROVEMA-TRIUNFO;Diesel TPP;-8.809639;-63.696598;0.059688888;0.187050528;0.123369708
ANORI;Diesel TPP;-3.746233;-61.657769;0.059551356;0.186619536;0.123085446
SOURE;Diesel TPP;-0.393838;-48.610756;0.058731665;0.184050824;0.121391244
SISTEMA DE GERAÇÃO DO MUNICÍPIO DE FEIJÓ;Diesel TPP;-8.167023;-70.346755;0.058627141;0.18372327;0.121175205
