Name;Sector;Lat;Long;CO-low(Gg/year);CO-high(Gg/year);CO-mean(Gg/year)
LUIZ CARLOS PRESTES (ANTIGA TRÊS LAGOAS);Natural gas TPP;-20.775059;-51.688207;0.12167188;0.506966166;0.314319023
IGUATEMI FORTALEZA;Natural gas TPP;-3.741120;-38.486830;0.001511836;0.006299316;0.003905576
VITÓRIA APART HOSPITAL;Natural gas TPP;-20.116467;-40.284150;0.000662256;0.0027594;0.001710828
CESAR PARK BUSINESS HOTEL/GLOBENERGY;Natural gas TPP;-23.434855;-46.532333;0.000662256;0.0027594;0.001710828
BAYER;Natural gas TPP;-23.551987;-46.634139;0.001210982;0.00504576;0.003128371
EUZÉBIO ROCHA (ANTIGA CUBATÃO - CCBS);Natural gas TPP;-23.854429;-46.414827;0.078808464;0.3283686;0.203588532
CTE FIBRA;Natural gas TPP;-22.379286;-41.797380;0.002778952;0.011578968;0.00717896
MÁRIO LAGO (ANTIGA MACAÉ MERCHANT);Natural gas TPP;-22.377646;-41.784973;0.290955866;1.21231611;0.751635988
TERMOPERNAMBUCO;Natural gas TPP;-8.399111;-35.060564;0.168009838;0.70004099;0.434025414
TERMO NORTE II;Natural gas TPP;-8.754679;-63.862460;0.110360232;0.4598343;0.285097266
SEPÉ TIARAJU (ANTIGA CANOAS);Natural gas TPP;-29.906946;-51.162713;0.078389855;0.326624396;0.202507126
IGUATEMI BAHIA;Natural gas TPP;-12.960972;-38.492457;0.002622534;0.010927224;0.006774879
ENERGYWORKS CORN PRODUCTS MOGI;Natural gas TPP;-22.351021;-46.943427;0.009705204;0.04043835;0.025071777
ENERGYWORKS CORN PRODUCTS BALSA;Natural gas TPP;-25.581870;-49.628309;0.002900997;0.012087486;0.007494241
PETROFLEX;Natural gas TPP;-22.763209;-43.301635;0.0047304;0.01971;0.0122202
SHOPPING TABOÃO;Natural gas TPP;-23.617756;-46.781516;0.001058033;0.00440847;0.002733251
FERNANDO GASPARIAN (ANTIGA NOVA PIRATININGA);Natural gas TPP;-23.546678;-46.644394;0.121754189;0.50730912;0.314531654
PONTA DO COSTA;Natural gas TPP;-22.797070;-42.013650;0.00126144;0.005256;0.00325872
RÔMULO ALMEIDA UNIDADE I (ANTIGA USINA DE COGERAÇÃO CAMAÇARI - FAFEN ENERGIA);Natural gas TPP;-12.695511;-38.309967;0.043525987;0.18135828;0.112442134
JESUS SOARES PEREIRA ;Natural gas TPP;-5.292244;-36.755156;0.101850873;0.424378638;0.263114756
CINAL/TRIKEM;Natural gas TPP;-9.716004;-35.895135;0.00100521;0.004188375;0.002596793
CARIOCA SHOPPING;Natural gas TPP;-23.011379;-43.505355;0.001009152;0.0042048;0.002606976
METALURGIA CARAÍBA;Natural gas TPP;-12.617585;-38.295373;0.00567648;0.023652;0.01466424
MACAÍBA (ANTIGA TERMO TOALIA);Natural gas TPP;-5.848229;-35.353888;0.001791245;0.00746352;0.004627382
TERMOCABO;Natural gas TPP;-8.287038;-35.027005;0.01561032;0.065043;0.04032666
IGW/SERVICE ENERGY;Natural gas TPP;-23.499105;-46.629643;0.000890892;0.00371205;0.002301471
STEPIE ULB;Natural gas TPP;-29.900996;-51.191879;0.001040688;0.0043362;0.002688444
FORTALEZA;Natural gas TPP;-3.729310;-38.658845;0.109313237;0.45547182;0.282392528
TERMOCEARÁ;Natural gas TPP;-3.718276;-38.660809;0.069088123;0.287867178;0.17847765
INAPEL;Natural gas TPP;-23.434212;-46.552920;0.000379693;0.001582056;0.000980875
EUCATEX;Natural gas TPP;-23.200639;-47.296043;0.003090528;0.0128772;0.007983864
JACAREÍ;Natural gas TPP;-23.299812;-45.968806;0.00331128;0.013797;0.00855414
VULCABRÁS;Natural gas TPP;-4.095220;-38.492557;0.001570493;0.00654372;0.004057106
CASA DE GERADORES DE ENERGIA ELÉTRICA F-242;Natural gas TPP;-23.239686;-45.889117;0.00283824;0.011826;0.00733212
ATALAIA;Natural gas TPP;-10.923527;-37.063641;0.001450656;0.0060444;0.003747528
MILLENNIUM;Natural gas TPP;-12.697761;-38.299141;0.001507736;0.006282234;0.003894985
CONTAGEM;Natural gas TPP;-19.921321;-44.076537;0.006086133;0.025358886;0.015722509
CENPES - PETROBRÁS;Natural gas TPP;-22.993370;-43.337520;0.005066258;0.02110941;0.013087834
PARAIBUNA;Natural gas TPP;-21.778043;-43.338874;0.00063072;0.002628;0.00162936
SOUZA CRUZ CACHOEIRINHA;Natural gas TPP;-29.927448;-51.089605;0.000930943;0.003878928;0.002404935
WEATHERFORD;Natural gas TPP;-29.286516;-51.080283;0.00010533;0.000438876;0.000272103
OPERADORA SÃO PAULO RENAISSANCE;Natural gas TPP;-23.535613;-46.603546;0.000542419;0.00226008;0.00140125
MICROTURGN;Natural gas TPP;-20.466172;-54.629082;0.000031536;0.0001314;0.000081468
SESC SENAC-CASS;Natural gas TPP;-22.991492;-43.413314;0.000504576;0.0021024;0.001303488
PAMESA;Natural gas TPP;-8.296450;-35.031878;0.001284146;0.005350608;0.003317377
IMCOPA;Natural gas TPP;-25.600885;-49.393372;0.00220752;0.009198;0.00570276
JARAQUI;Natural gas TPP;-3.118005;-59.972161;0.023802427;0.099176778;0.061489602
CENU;Natural gas TPP;-23.495330;-46.633762;0.00126144;0.005256;0.00325872
PQU;Natural gas TPP;-23.639305;-46.486915;0.002762554;0.01151064;0.007136597
AEROPORTO DE MACEIÓ;Natural gas TPP;-9.506798;-35.792819;0.000249134;0.00103806;0.000643597
MANAUARA;Natural gas TPP;-3.082314;-60.018386;0.026925437;0.11218932;0.069557378
GERAÇÃO PRÓPRIA DE ENERGIA ELÉTRICA - GPEE;Natural gas TPP;-23.002233;-43.312013;0.00189216;0.007884;0.00488808
CENTRAL DE CO-GERAÇÃO SHOPPING - ARACAJU;Natural gas TPP;-10.919497;-37.067762;0.000819936;0.0034164;0.002118168
CRYLOR;Natural gas TPP;-23.163351;-45.898017;0.00252288;0.010512;0.00651744
SHOPPING RECIFE;Natural gas TPP;-8.118832;-34.905085;0.00189216;0.007884;0.00488808
GE CELMA;Natural gas TPP;-22.512743;-43.212955;0.000335228;0.001396782;0.000866005
PORTO DO PECÉM;Natural gas TPP;-3.608361;-38.969488;0.00165564;0.0068985;0.00427707
BIANCOGRÊS;Natural gas TPP;-20.199596;-40.198277;0.00161149;0.00671454;0.004163015
CENTRO OPERACIONAL REGIÃO METROPOLITANA DE SÃO PAULO;Natural gas TPP;-23.548223;-46.624908;0.00010533;0.000438876;0.000272103
CONDOMÍNIO W.T.C.;Natural gas TPP;-23.608316;-46.697210;0.00165564;0.0068985;0.00427707
NORTE SHOPPING;Natural gas TPP;-22.885580;-43.283244;0.0011826;0.0049275;0.00305505
AHLSTROM;Natural gas TPP;-23.077554;-46.953413;0.000409968;0.0017082;0.001059084
POLICAM;Natural gas TPP;-21.762429;-41.318514;0.00126144;0.005256;0.00325872
SHOPPING INTERLAGOS;Natural gas TPP;-23.675811;-46.676079;0.00055188;0.0022995;0.00142569
SUPERSHOPPING OSASCO;Natural gas TPP;-23.535389;-46.771198;0.000409968;0.0017082;0.001059084
GÁS CAAPIRANGA;Natural gas TPP;-3.115871;-59.972152;0.000693792;0.0028908;0.001792296
GÁS ANORI;Natural gas TPP;-4.261855;-61.843205;0.001040688;0.0043362;0.002688444
GÁS ANAMÃ;Natural gas TPP;-3.584485;-61.460505;0.001040688;0.0043362;0.002688444
LUIZ OSCAR RODRIGUES DE MELO (ANTIGA LINHARES);Natural gas TPP;-19.374243;-40.085200;0.06433344;0.268056;0.16619472
SHOPPING CAXIAS;Natural gas TPP;-22.786930;-43.286317;0.000409968;0.0017082;0.001059084
MC2 NOVA VENÉCIA 2;Natural gas TPP;-4.833165;-44.482329;0.055566432;0.2315268;0.143546616
LEVORIN;Natural gas TPP;-23.460559;-46.497549;0.00129613;0.00540054;0.003348335
SHOPPING CAMPO GRANDE;Natural gas TPP;-20.458826;-54.588259;0.001468001;0.00611667;0.003792335
MARANHÃO IV (ANTIGA MC2 JOINVILLE);Natural gas TPP;-4.864216;-44.360790;0.106465536;0.4436064;0.275035968
MARANHÃO V (ANTIGA MC2 JOÃO NEIVA);Natural gas TPP;-4.868590;-44.358440;0.106465536;0.4436064;0.275035968
TORRE ELDORADO;Natural gas TPP;-23.570844;-46.697256;0.001248826;0.00520344;0.003226133
SHOPPING TACARUNA;Natural gas TPP;-8.025962;-34.864007;0.000819936;0.0034164;0.002118168
PETRORECÔNCAVO;Natural gas TPP;-12.505389;-38.320309;0.00031536;0.001314;0.00081468
BRASKEM PVC-AL;Natural gas TPP;-9.678459;-35.766015;0.000914544;0.0038106;0.002362572
BAIXADA FLUMINENSE;Natural gas TPP;-22.723639;-43.649035;0.1671408;0.69642;0.4317804
YUNI GTIS LEOPOLDO GREEN;Natural gas TPP;-23.586605;-46.679399;0.000648065;0.00270027;0.001674167
EDIFÍCIO SKY;Natural gas TPP;-23.607554;-46.697566;0.000409968;0.0017082;0.001059084
SHOPPING CENTER VALE;Natural gas TPP;-23.199599;-45.881243;0.000648065;0.00270027;0.001674167
TS5 TOWER 4;Natural gas TPP;-23.610348;-46.696816;0.001551571;0.00646488;0.004008226
RJR;Natural gas TPP;-22.902819;-43.175527;0.003793781;0.01580742;0.0098006
PARNAÍBA IV;Natural gas TPP;-4.865653;-44.360687;0.017747515;0.073947978;0.045847746
COGERAÇÃO DE MILLUS AV BRASIL;Natural gas TPP;-22.817500;-43.283056;0.000717129;0.002988036;0.001852582
OESTE CANOAS I;Natural gas TPP;-2.759753;-42.825324;0.001131259;0.004713581;0.00292242
ESPIGÃO I;Natural gas TPP;-2.500753;-43.249984;0.001131259;0.004713581;0.00292242
SISTEMA BACKUP DE GERAÇÃO DA ESTAÇÃO DE COMPRESSÃO DE GÁS NATURAL DE PAULÍNIA/SP;Natural gas TPP;-22.770001;-47.154645;0.000362664;0.0015111;0.000936882
CHARQUEADAS;Coal TPP;-29.943834;-51.573889;0.02585952;0.3973536;0.21160656
FIGUEIRA;Coal TPP;-23.852639;-50.390386;0.0071832;0.110376;0.0587796
JORGE LACERDA I E II;Coal TPP;-28.451793;-48.968880;0.08332512;1.2803616;0.68184336
PRESIDENTE MÉDICI A, B;Coal TPP;-31.551735;-53.681574;0.16018536;2.4613848;1.31078508
SÃO JERÔNIMO;Coal TPP;-29.965889;-51.721737;0.0071832;0.110376;0.0587796
JORGE LACERDA III;Coal TPP;-28.460391;-48.964919;0.09409992;1.4459256;0.77001276
JORGE LACERDA IV;Coal TPP;-28.454486;-48.969146;0.13037508;2.0033244;1.06684974
ALUNORTE;Coal TPP;-1.545510;-48.736133;0.037300203;0.573149455;0.305224829
ALUMAR;Coal TPP;-2.710080;-44.347869;0.027008832;0.41501376;0.221011296
PORTO DO ITAQUI (ANTIGA TERMOMARANHÃO);Coal TPP;-2.587064;-44.338972;0.129346805;1.987524076;1.05843544
PORTO DO PECÉM I (ANTIGA MPX);Coal TPP;-3.585359;-38.857085;0.25869361;3.975048151;2.116870881
CANDIOTA III;Coal TPP;-31.585236;-53.670803;0.125706;1.93158;1.028643
PORTO DO PECÉM II;Coal TPP;-3.583405;-38.874487;0.1310934;2.014362;1.0727277
CAMPINA GRANDE;Fuel oil TPP;-7.200901;-35.874785;0.077019322;7.70193216;3.889475741
CELPAV II;Fuel oil TPP;-21.547572;-47.701072;0.014849952;1.4849952;0.749922576
COGERAÇÃO INTERNATIONAL PAPER - FASES I E II;Fuel oil TPP;-22.322119;-46.937936;0.02300376;2.300376;1.16168988
IGARAPÉ;Fuel oil TPP;-19.941624;-44.318832;0.05967312;5.967312;3.01349256
NUTEPA;Fuel oil TPP;-30.077355;-51.081358;0.01093248;1.093248;0.55209024
PIRATININGA;Fuel oil TPP;-23.777330;-46.724389;0.0865488;8.65488;4.3707144
MRN UG I (ANTIGA PORTO TROMBETAS);Fuel oil TPP;-1.749457;-55.853681;0.006969456;0.6969456;0.351957528
REFAP;Fuel oil TPP;-29.936400;-51.148626;0.034036454;3.40364544;1.718840947
MAUÁ;Fuel oil TPP;-2.991764;-60.017982;0.251703953;25.17039533;12.71104964
CADAM;Fuel oil TPP;0.254113;-51.063160;0.011384356;1.138435584;0.57490997
APARECIDA PARTE I;Fuel oil TPP;-3.035503;-60.000610;0.109661885;10.96618848;5.537925182
CAPUAVA;Fuel oil TPP;-23.719169;-46.521041;0.00820847;0.82084704;0.414527755
REMAN;Fuel oil TPP;-3.002589;-59.981384;0.002915328;0.2915328;0.147224064
ORSA;Fuel oil TPP;-24.118094;-48.898865;0.00204984;0.204984;0.10351692
CITROSUCO;Fuel oil TPP;-22.533771;-47.385714;0.001047696;0.1047696;0.052908648
CNT;Fuel oil TPP;-14.458003;-48.438385;0.01639872;1.639872;0.82813536
NORTE;Fuel oil TPP;-22.765274;-47.116347;0.001775617;0.177561696;0.089668656
TAMBAQUI;Fuel oil TPP;-3.006704;-59.931859;0.042384314;4.238431392;2.140407853
PONTA NEGRA;Fuel oil TPP;-3.008975;-59.941901;0.038892298;3.88922976;1.964061029
CRISTIANO ROCHA;Fuel oil TPP;-3.010818;-59.962157;0.038892298;3.88922976;1.964061029
CAMAÇARI MURICY I;Fuel oil TPP;-12.693489;-38.303935;0.069102384;6.9102384;3.489670392
CAMAÇARI PÓLO DE APOIO I;Fuel oil TPP;-12.691061;-38.311145;0.068328;6.8328;3.450564
TERMOPARAÍBA;Fuel oil TPP;-7.096830;-34.857626;0.077826503;7.782650304;3.930238404
GLOBAL II;Fuel oil TPP;-12.675504;-38.538919;0.067781376;6.7781376;3.422959488
TERMONORDESTE;Fuel oil TPP;-7.077273;-34.857021;0.077826503;7.782650304;3.930238404
GLOBAL I;Fuel oil TPP;-12.670814;-38.536515;0.067781376;6.7781376;3.422959488
MARACANAÚ I;Fuel oil TPP;-3.854531;-38.617319;0.07652736;7.652736;3.86463168
VIANA;Fuel oil TPP;-20.365227;-40.433066;0.079533792;7.9533792;4.016456496
GERAMAR II (ANTIGA NOVA OLINDA);Fuel oil TPP;-3.554679;-44.582989;0.075557102;7.55571024;3.815633671
GERAMAR I (ANTIGA TOCANTINÓPOLIS);Fuel oil TPP;-3.562070;-44.581028;0.075557102;7.55571024;3.815633671
SUAPE II;Fuel oil TPP;-8.294746;-35.031216;0.1736711;17.36710997;8.770390534
MRN UG II;Fuel oil TPP;-1.747055;-55.876341;0.020862816;2.0862816;1.053572208
PERNAMBUCO III;Fuel oil TPP;-7.851113;-34.906701;0.091463861;9.14638608;4.61892497
SANTANA;Diesel TPP;-0.008493;-51.173438;2.05940592;5.2265226;3.64296426
PALMEIRAS DE GOIÁS;Diesel TPP;-16.807840;-49.937062;2.030035392;5.15198376;3.591009576
TERMOMANAUS;Diesel TPP;-7.846155;-34.902560;1.64949048;4.1862069;2.91784869
GOIÂNIA II;Diesel TPP;-16.830395;-49.282308;1.618848;4.10844;2.863644
PETROLINA;Diesel TPP;-9.391843;-40.487816;1.57490784;3.9969252;2.78591652
ELECTRON (TG);Diesel TPP;-3.938009;-60.815127;1.387584;3.52152;2.454552
FLORES;Diesel TPP;-3.108356;-60.062581;1.15111656;2.9213943;2.03625543
PAU FERRO I;Diesel TPP;-7.837312;-34.903933;1.087865856;2.76087168;1.924368768
SENADOR ARNON AFONSO FARIAS DE MELLO (FLORESTA);Diesel TPP;2.858820;-60.682830;0.993591086;2.521613742;1.757602414
POTIGUAR III;Diesel TPP;-5.853701;-35.347469;0.76779648;1.9485744;1.35818544
XAVANTES ARUANÃ;Diesel TPP;-16.700689;-49.253174;0.619510003;1.572241296;1.09587565
POTIGUAR;Diesel TPP;-5.857031;-35.362361;0.614237184;1.55885952;1.086548352
MAUÁ PARTE III BLOCO IRANDUBA;Diesel TPP;-3.123320;-60.249414;0.57816;1.4673;1.02273
RIO ACRE;Diesel TPP;-9.942879;-67.843285;0.526092067;1.335157897;0.930624982
DAIA;Diesel TPP;-16.353937;-48.945165;0.513868608;1.30413624;0.909002424
BELO JARDIM;Diesel TPP;-9.934425;-67.811871;0.506919125;1.286499294;0.896709209
RIO MADEIRA;Diesel TPP;-8.794378;-63.881171;0.502397914;1.275025008;0.888711461
MAUÁ PARTE II BLOCO DISTRITO;Diesel TPP;-3.055976;-60.075594;0.462528;1.17384;0.818184
SÃO JOSÉ;Diesel TPP;-3.118640;-60.044729;0.40239936;1.0212408;0.71182008
BAHIA I - CAMAÇARI;Diesel TPP;-12.724634;-38.298763;0.36770976;0.9332028;0.65045628
RIO BRANCO II;Diesel TPP;-9.956067;-67.833157;0.36770976;0.9332028;0.65045628
CRUZEIRO DO SUL;Diesel TPP;-7.626941;-72.663352;0.279949697;0.710478398;0.495214048
VILHENA;Diesel TPP;-12.728126;-60.123216;0.274626;0.6969675;0.48579675
MANACAPURU;Diesel TPP;-3.290058;-60.618917;0.273955334;0.695265432;0.484610383
PARINTINS;Diesel TPP;-2.635442;-56.750101;0.2659536;0.674958;0.4704558
COARI;Diesel TPP;-4.103067;-63.132625;0.257396832;0.65324196;0.455319396
SERRA DO NAVIO;Diesel TPP;0.922967;-51.999279;0.24976512;0.6338736;0.44181936
TABATINGA;Diesel TPP;-9.228587;-61.888935;0.243960394;0.619141908;0.431551151
ITACOATIARA;Diesel TPP;-3.122047;-58.440624;0.243891014;0.618965832;0.431428423
NOVA BURITIS;Diesel TPP;-10.221932;-63.838957;0.218475101;0.554463324;0.386469212
RIO BRANCO I;Diesel TPP;-9.988190;-67.816849;0.215156462;0.546041022;0.380598742
TEFÉ;Diesel TPP;-3.360214;-64.719116;0.199407384;0.50607177;0.352739577
CIDADE NOVA;Diesel TPP;-3.079559;-60.081807;0.18038592;0.4577976;0.31909176
CAUCAIA;Diesel TPP;-3.729635;-38.647407;0.170672832;0.43314696;0.301909896
IGUATU;Diesel TPP;-6.365816;-39.322222;0.170672832;0.43314696;0.301909896
JUAZEIRO DO NORTE;Diesel TPP;-7.238327;-39.306693;0.170672832;0.43314696;0.301909896
ENGUIA PECÉM;Diesel TPP;-3.612023;-38.966827;0.170672832;0.43314696;0.301909896
MACHADINHO DO OESTE;Diesel TPP;-9.429710;-61.906695;0.154102766;0.391094142;0.272598454
ALTOS;Diesel TPP;-5.045332;-42.467325;0.151709184;0.38501952;0.268364352
CAMPO MAIOR;Diesel TPP;-4.825288;-42.186023;0.151709184;0.38501952;0.268364352
CRATO;Diesel TPP;-7.240891;-39.420606;0.151709184;0.38501952;0.268364352
MARAMBAIA;Diesel TPP;-5.158406;-42.757533;0.151709184;0.38501952;0.268364352
NAZÁRIA;Diesel TPP;-5.066078;-42.791179;0.151709184;0.38501952;0.268364352
PIMENTA BUENO;Diesel TPP;-11.697414;-61.177868;0.1503216;0.381498;0.2659098
HUMAITÁ;Diesel TPP;-7.519660;-63.041588;0.149512176;0.37944378;0.264477978
BRUMADO;Diesel TPP;-27.101462;-48.865029;0.149107464;0.37841667;0.263762067
ITAÚ MOOCA;Diesel TPP;-23.557717;-46.614142;0.14771988;0.37489515;0.261307515
MAUÉS;Diesel TPP;-3.395058;-57.706983;0.134942544;0.34246782;0.238705182
ARACATI;Diesel TPP;-4.566349;-37.763770;0.132745536;0.33689208;0.234818808
BATURITÉ;Diesel TPP;-4.328580;-38.879105;0.132745536;0.33689208;0.234818808
CATERPILLAR;Diesel TPP;-22.743927;-47.667837;0.132745536;0.33689208;0.234818808
BOCA DO ACRE;Diesel TPP;-8.779490;-67.361449;0.13066416;0.3316098;0.23113698
CARACARAÍ;Diesel TPP;1.825310;-61.140633;0.126686419;0.321514776;0.224100598
COLORADO DO OESTE;Diesel TPP;-13.127585;-60.532022;0.126570787;0.321221316;0.223896052
BRASÍLIA;Diesel TPP;-15.846971;-48.134780;0.115632;0.29346;0.204546
ALCOA BENEFICIAMENTO;Diesel TPP;-2.154843;-56.082131;0.11364313;0.288412488;0.201027809
AEROPORTO INTERNACIONAL DE SÃO PAULO/GUARULHOS-CENTRAL ELÉTRICA DE EMERGÊNCIA CEE;Diesel TPP;-23.467761;-46.542861;0.11100672;0.2817216;0.19636416
VILA RICA;Diesel TPP;-10.020824;-51.115775;0.1069596;0.2714505;0.18920505
NOVO PROGRESSO;Diesel TPP;-7.087150;-55.410206;0.1055142;0.26778225;0.186648225
CENTRAL GERADORA DE EMERGÊNCIA - CSAC;Diesel TPP;-8.704117;-63.895762;0.1055142;0.26778225;0.186648225
BREVES;Diesel TPP;-1.672924;-50.499516;0.100609091;0.255333677;0.177971384
LARANJAL DO JARI;Diesel TPP;-0.822257;-52.500278;0.10031076;0.25457655;0.177443655
ORIXIMINÁ;Diesel TPP;-1.765886;-55.851664;0.098083688;0.24892451;0.173504099
SÃO FRANCISCO DO GUAPORÉ;Diesel TPP;-12.072632;-63.559287;0.09738527;0.247152012;0.172268641
APARECIDA PARTE II;Diesel TPP;-3.028549;-59.951998;0.09713088;0.2465064;0.17181864
OIAPOQUE;Diesel TPP;3.837141;-51.828868;0.0953964;0.2421045;0.16875045
SAPEZAL;Diesel TPP;-13.561296;-58.807770;0.094008816;0.23858298;0.166295898
VISTA ALEGRE DO ABUNÃ;Diesel TPP;-8.807949;-63.903659;0.093199392;0.23652876;0.164864076
MUNGUBA;Diesel TPP;-1.501644;-52.590907;0.0925056;0.234768;0.1636368
ALTEROSA;Diesel TPP;-19.828745;-44.602319;0.0925056;0.234768;0.1636368
HERMASA;Diesel TPP;-3.141802;-58.434466;0.087764688;0.22273614;0.155250414
SÃO JOSÉ DO RIO CLARO;Diesel TPP;-13.448112;-56.735056;0.087417792;0.22185576;0.154636776
CALÇADOS AZALÉIA;Diesel TPP;-15.347641;-40.019111;0.086724;0.220095;0.1534095
SANTANA DO ARAGUAIA;Diesel TPP;-9.339164;-50.330631;0.084929391;0.215540501;0.150234946
ITAÚSA;Diesel TPP;-23.525113;-46.727822;0.08441136;0.2142258;0.14931858
CUJUBIM;Diesel TPP;-9.366478;-62.594616;0.077265302;0.196089972;0.136677637
MONTE ALEGRE;Diesel TPP;-1.987823;-54.085127;0.077080291;0.195620436;0.136350364
ITAUTINGA;Diesel TPP;-3.117517;-60.040974;0.075854592;0.19250976;0.134182176
3M SUMARÉ;Diesel TPP;-22.809053;-47.273350;0.07400448;0.1878144;0.13090944
BORBA;Diesel TPP;-4.406794;-59.599754;0.073888848;0.18752094;0.130704894
EIRUNEPÉ;Diesel TPP;-6.850469;-70.242271;0.073195056;0.18576018;0.129477618
ALVORADA D´OESTE;Diesel TPP;-11.358026;-62.298663;0.072975355;0.185202606;0.129088981
LÁBREA;Diesel TPP;-7.266740;-64.782003;0.07284816;0.1848798;0.12886398
AUTAZES;Diesel TPP;-3.584836;-59.116852;0.069864854;0.177308532;0.123586693
CASTANHO;Diesel TPP;-3.814581;-60.351126;0.0693792;0.176076;0.1227276
SÃO GABRIEL DA CACHOEIRA;Diesel TPP;-0.114796;-67.087488;0.06764472;0.1716741;0.11965941
ALCOA PORTO;Diesel TPP;-27.812284;-50.304971;0.065262701;0.165628824;0.115445762
MONTE DOURADO;Diesel TPP;-1.527495;-52.585298;0.06330852;0.16066935;0.111988935
TIVIT BARRA (ANTIGA OPTIGLOBE RIO);Diesel TPP;-23.041175;-43.554073;0.063301582;0.160651742;0.111976662
TIVIT TRANSAMÉRICA (ANTIGA OPTIGLOBE SÃO PAULO);Diesel TPP;-23.651232;-46.721660;0.063301582;0.160651742;0.111976662
EDIFÍCIO ROCHAVERÁ;Diesel TPP;-23.568234;-46.669525;0.063250704;0.16052262;0.111886662
CARAUARI;Diesel TPP;-4.867313;-66.898690;0.063088819;0.160111776;0.111600298
CHUPINGUAIA;Diesel TPP;-12.548982;-60.911644;0.062556912;0.15876186;0.110659386
CODAJÁS;Diesel TPP;-3.840531;-62.059850;0.06012864;0.1525992;0.10636392
MANICORÉ;Diesel TPP;-5.813654;-61.282751;0.059087952;0.14995806;0.104523006
BENJAMIN CONSTANT;Diesel TPP;-4.382773;-70.018284;0.05897232;0.1496646;0.10431846
APUÍ;Diesel TPP;-7.205666;-59.881458;0.057816;0.14673;0.102273
COSTA MARQUES;Diesel TPP;-12.441442;-64.223649;0.057654115;0.146319156;0.101986636
JBS ANDRADINA;Diesel TPP;-20.904327;-51.390530;0.057353472;0.14555616;0.101454816
ALBRÁS;Diesel TPP;-1.517284;-48.615369;0.057353472;0.14555616;0.101454816
FRANGO SERTANEJO;Diesel TPP;-20.797257;-49.226139;0.057168461;0.145086624;0.101127542
TERMOMECÂNICA SÃO PAULO;Diesel TPP;-23.654819;-46.572277;0.056937197;0.144499704;0.10071845
CAIMA;Diesel TPP;-4.255558;-55.998945;0.056890944;0.14438232;0.100636632
NOVA OLINDA DO NORTE;Diesel TPP;-3.583702;-59.123495;0.056775312;0.14408886;0.100432086
FEIJÓ;Diesel TPP;-8.165956;-70.363976;0.05650242;0.143396294;0.099949357
AGUDOS AMBEV;Diesel TPP;-22.464784;-48.981483;0.05550336;0.1408608;0.09818208
MARFRIG MINEIROS;Diesel TPP;-16.641489;-49.251801;0.05550336;0.1408608;0.09818208
ÓBIDOS;Diesel TPP;-1.901346;-55.506479;0.05550336;0.1408608;0.09818208
RÁDIO E TELEVISÃO RECORD;Diesel TPP;-23.666155;-46.715713;0.055040832;0.13968696;0.097363896
TARAUACÁ;Diesel TPP;-8.160583;-70.768790;0.054902074;0.139334808;0.097118441
NOVO ARIPUANÃ;Diesel TPP;-5.125476;-60.384666;0.054000144;0.13704582;0.095522982
COMODORO;Diesel TPP;-13.664935;-59.777403;0.053755004;0.136423685;0.095089344
AMAPÁ GARDEN SHOPPING;Diesel TPP;0.168033;-51.073171;0.05319072;0.1349916;0.09409116
LATASA SANTA CRUZ;Diesel TPP;-23.000730;-43.446956;0.051803136;0.13147008;0.091636608
ITAGUASSU AGRO INDUSTRIAL;Diesel TPP;-10.855831;-37.123670;0.051460865;0.130601438;0.091031152
SHOPPING CENTER IGUATEMI PORTO ALEGRE;Diesel TPP;-30.189000;-51.118437;0.051340608;0.13029624;0.090818424
FBA;Diesel TPP;-23.376182;-47.894920;0.051340608;0.13029624;0.090818424
TUBARÃO;Diesel TPP;-3.863279;-32.427055;0.05055431;0.128300712;0.089427511
CERVEJARIA PETRÓPOLIS;Diesel TPP;-22.406336;-42.966538;0.050323046;0.127713792;0.089018419
ROVEMA-TRIUNFO;Diesel TPP;-8.809639;-63.696598;0.050184288;0.12736164;0.088772964
ANORI;Diesel TPP;-3.746233;-61.657769;0.050068656;0.12706818;0.088568418
SOURE;Diesel TPP;-0.393838;-48.610756;0.049379489;0.125319158;0.087349324
SISTEMA DE GERAÇÃO DO MUNICÍPIO DE FEIJÓ;Diesel TPP;-8.167023;-70.346755;0.049291609;0.125096129;0.087193869
CAMPO NOVO;Diesel TPP;-10.575604; -63.611822;0.048496061;0.123077124;0.085786592
PORTEL;Diesel TPP;-1.955723;-50.811794;0.048426682;0.122901048;0.085663865
ALENQUER;Diesel TPP;-1.943150;-54.743077;0.047975717;0.121756554;0.084866135
ALMEIRIM;Diesel TPP;-1.524171;-52.581201;0.047788393;0.121281149;0.084534771
NOVO AIRÃO;Diesel TPP;-2.639329;-60.947908;0.047200982;0.119790372;0.083495677
SALVATERRA;Diesel TPP;-0.766388;-48.678853;0.046935029;0.119115414;0.083025221
NOVO DATA CENTER - BM&FBOVESPA;Diesel TPP;-23.435113;-46.917703;0.046826335;0.118839562;0.082832948
SHOPPING PORTO VELHO;Diesel TPP;-8.731605;-63.904002;0.046426248;0.11782419;0.082125219
OESP;Diesel TPP;-23.550923;-46.633751;0.0462528;0.117384;0.0818184
CONDOMÍNIO E-TOWER SÃO PAULO;Diesel TPP;-23.596430;-46.690444;0.0462528;0.117384;0.0818184
CONDOMÍNIO SP MARKET CENTER;Diesel TPP;-23.568778;-46.701458;0.0462528;0.117384;0.0818184
